Source,Target
244196762,335769776
384018933,335769776
332031063,335769776
2557859383,335769776
828691196310589440,335769776
38584709,335769776
514482028,335769776
1223950760,335769776
1265853916077527042,335769776
1303704709123969024,335769776
89505108,335769776
208330966,335769776
2448438361,335769776
287303720,335769776
16892654,335769776
16272844,335769776
265743906,335769776
61562192,335769776
425710711,335769776
2399159960,335769776
214492262,335769776
2399159960,335769776
16272844,335769776
2399159960,335769776
16272844,335769776
1446352422272528385,335769776
61562192,335769776
2978018901,335769776
2399159960,335769776
570841936,335769776
16272844,335769776
278771319,335769776
827354772,335769776
1260071875,335769776
38584709,335769776
280803757,335769776
1293643977468633091,335769776
89505108,335769776
327533387,335769776
972851747294273537,335769776
259986634,335769776
35672684,335769776
1316178719342379008,335769776
399050603,335769776
181327270,335769776
1269990092,335769776
425710711,335769776
721172734038777856,335769776
104037382,335769776
522269341,335769776
565113681,335769776
721172734038777856,335769776
23382370,335769776
425710711,335769776
190451105,335769776
1404213189387046919,335769776
2688936277,335769776
1316178719342379008,335769776
23382370,335769776
1316178719342379008,335769776
272056816,335769776
2688936277,335769776
721172734038777856,335769776
357139615,335769776
16840274,335769776
272056816,335769776
2688936277,335769776
61562192,335769776
721172734038777856,335769776
2399159960,335769776
16272844,335769776
972851747294273537,335769776
2953004677,335769776
1439018845218361345,335769776
23382370,335769776
2975160689,401738614
1009785173011988480,401738614
582828847,401738614
1279885961841819649,401738614
284131433,401738614
2797134487,401738614
1066847336050147329,401738614
599677550,401738614
2693735376,401738614
892064864,401738614
86425142,401738614
1210346707,401738614
2693735376,401738614
600234980,401738614
541177087,401738614
1939552088,401738614
1009785173011988480,401738614
2693735376,401738614
598641595,401738614
768217681,401738614
479088229,401738614
1009785173011988480,401738614
1164339799,401738614
446272806,401738614
2801095093,401738614
2693735376,401738614
3578717895,401738614
2975160689,401738614
129863114,401738614
2693735376,1173429508034220032
195049872,1187132490684784642
160681232,1187132490684784642
2801095093,1187132490684784642
2975160689,1187132490684784642
16272844,16279532
2358613812,16279532
155098578,16279532
2821322901,16279532
301781766,16279532
1223950760,16279532
4719872722,16279532
4966041,16279532
356406495,16279532
17389318,16279532
111106446,16279532
4787630420,16279532
2874749056,16279532
1223950760,16279532
105490406,16279532
622800082,16279532
17389318,16279532
16272844,16279532
394245906,16279532
17721863,216469057
