,0
0,0.00013604208235080717
1,0.0002364737041241014
2,0.00026831231553528306
3,9.512937595129375e-05
4,9.109127345600292e-05
5,0.00023465365121081285
6,0.0001387989266216341
7,0.0001863238308179616
8,0.00018070112034694616
9,0.00018112660749864155
10,9.118263882556761e-05
11,0.0001866019779809666
12,0.00018234865061998541
13,0.0002795378307864331
14,0.0002751031636863824
15,9.245562130177515e-05
16,9.111617312072893e-05
17,0.00013904338153503893
18,9.153318077803204e-05
19,0.00013909495548961425
20,0.0002245576214856732
21,0.00018134010336385892
22,0.00018363786612799558
23,0.00032392410920869966
24,0.0003215434083601286
25,4.653760238272524e-05
26,9.458948164964057e-05
27,0.0001863238308179616
28,0.00018448482612305137
29,4.589682393978337e-05
30,0.00022783195115282968
31,0.00018130722509291996
32,0.0002719608376393799
33,8.976660682226212e-05
34,0.00014117647058823528
35,0.00023616096731532212
36,0.0001857700167193015
37,4.714757190004715e-05
38,0.00045867351619117514
39,9.170946441672781e-05
40,0.0003295048013556769
41,0.00023456558453743666
42,0.00013540350243726305
43,9.428625306430322e-05
44,0.00027515362744198843
45,0.00018137299356125872
46,8.993614533681087e-05
47,0.00027839643652561246
48,0.0001424772036474164
49,0.0002762939767913059
50,0.00027409776153494746
51,0.0003606527815345776
52,0.00017750954113783616
53,9.026085386767759e-05
