,0
0,0.04422148150308173
1,0.041587168719136154
2,0.04587832089023389
3,0.04358311601355755
4,0.045136843787571136
5,0.04048751878519621
6,0.040122663895791354
7,0.041778686818104364
8,0.04664013021459366
9,0.04271465091487678
10,0.045383289345911404
11,0.04302282890675098
12,0.04454203942828877
13,0.04379935166101755
14,0.043959308045832986
15,0.041623049699431626
16,0.04224285630710225
17,0.04608446396022432
18,0.04542454050372446
19,0.04258190622407039
20,0.041664378844989525
21,0.04087099366196405
22,0.043789845429248686
23,0.04227894449316754
24,0.03747431123307316
25,0.04411368076962398
26,0.04109542716236289
27,0.041211353303424514
28,0.043964815271463994
29,0.041704233593380304
30,0.045261258526385996
31,0.0419384424503049
32,0.04404436652322699
33,0.04245916976264882
34,0.046744971963899415
35,0.043104100936916294
36,0.04335559462422537
37,0.040875592584298015
38,0.041729205174321916
39,0.04419889651920827
40,0.04287879014405503
41,0.045059101212180604
42,0.04344047802764734
43,0.042818673662938456
44,0.042516043513656857
45,0.04469216424015447
46,0.0403064123069293
47,0.0454885497660004
48,0.04349922347255489
49,0.041385325527427776
50,0.0406835831308634
51,0.0437782135662821
52,0.04301174076296546
53,0.044830640676314516
54,0.04365387583626374
55,0.04524291715970953
56,0.04604545644143156
57,0.04584187831950227
58,0.045165924449705304
59,0.04353879266481539
60,0.04203608802164336
61,0.04415160666463236
62,0.041553752271644304
63,0.04427878637562297
64,0.04484746397467601
65,0.04436290138450498
66,0.04338398904998547
67,0.04343077218359501
68,0.04324356784915849
69,0.04528517572658017
70,0.04319193351723872
71,0.0421792171781811
72,0.041748724874228454
73,0.041437664655270774
74,0.0427624083901855
75,0.04468003801025988
76,0.042046655360842594
77,0.04212216086472995
78,0.044088553850427765
79,0.04480438766850642
80,0.044206266713544974
81,0.040884180627782075
82,0.04265781418098538
83,0.041902700522263116
84,0.04237566303751212
85,0.04030820064168981
86,0.04578515063912107
87,0.0454815931517111
88,0.039156465062598865
89,0.0417570400973208
90,0.03936268663584685
91,0.04132082031911375
92,0.04447059609223305
93,0.044481728248406495
94,0.04428029893221975
95,0.0423916455910124
96,0.04280141084871581
97,0.04328710143817894
98,0.04441752197084595
99,0.04275414280610099
