276176967,LMathys,1447744513318002688,4,24,False
276176967,LMathys,1446202130914848775,0,2,False
276176967,LMathys,1444049983678857220,5,18,False
276176967,LMathys,1443563877774602249,7,32,False
276176967,LMathys,1440486452282806277,2,0,True
276176967,LMathys,1440486424575295489,2,0,True
276176967,LMathys,1440466776316264454,18,0,True
276176967,LMathys,1440168712884011013,0,1,False
276176967,LMathys,1440167611409469443,13,0,True
276176967,LMathys,1440167538365644801,4,0,True
276176967,LMathys,1440044697926320134,0,2,False
276176967,LMathys,1440002612884131842,6,0,True
276176967,LMathys,1440002542637879298,12,0,True
276176967,LMathys,1439915740358905856,171,0,True
83508245,dckurek,1442922344037552128,7,20,False
83508245,dckurek,1442922342644998150,26,75,False
83508245,dckurek,1441902432250859524,758,0,True
83508245,dckurek,1440394467337334798,3,14,False
83508245,dckurek,1440126344067629056,1,13,False
4568748862,ziad_aboultaif,1449082201023389703,2,7,False
4568748862,ziad_aboultaif,1449027934732365827,0,8,False
4568748862,ziad_aboultaif,1448021350765957132,0,1,False
4568748862,ziad_aboultaif,1448021348828295178,1,9,False
4568748862,ziad_aboultaif,1445768173140148227,0,0,False
4568748862,ziad_aboultaif,1445768171328184326,0,1,False
4568748862,ziad_aboultaif,1445493262274351114,1,4,False
4568748862,ziad_aboultaif,1443293672754200577,0,0,False
4568748862,ziad_aboultaif,1441610914302734336,2,10,False
4568748862,ziad_aboultaif,1440337973111709714,4,61,False
44070432,LailaGoodridge,1447769721416257536,0,23,False
44070432,LailaGoodridge,1447262697263812612,1,110,False
44070432,LailaGoodridge,1445835568559001600,13,148,False
44070432,LailaGoodridge,1443649661047214104,1,33,False
44070432,LailaGoodridge,1442153254167605249,0,0,False
44070432,LailaGoodridge,1441536788548386819,0,48,False
44070432,LailaGoodridge,1440316314711564302,6,128,False
24558868,DaneLIoydMP,1449040987469254657,0,1,False
24558868,DaneLIoydMP,1449040727757971458,75,0,True
24558868,DaneLIoydMP,1448754538513641473,135,0,True
24558868,DaneLIoydMP,1448681760972214276,1,3,False
24558868,DaneLIoydMP,1447955219929776134,1,5,False
24558868,DaneLIoydMP,1446653995553017858,140,0,True
24558868,DaneLIoydMP,1445842100939943939,0,8,False
24558868,DaneLIoydMP,1445841774111608833,44,0,True
24558868,DaneLIoydMP,1445782312780664838,9,0,True
24558868,DaneLIoydMP,1443985858873499664,37,0,True
24558868,DaneLIoydMP,1443708570055413765,592,0,True
24558868,DaneLIoydMP,1443557083983589377,4,0,True
24558868,DaneLIoydMP,1442328923090538503,0,17,False
24558868,DaneLIoydMP,1442321464137375745,144,0,True
24558868,DaneLIoydMP,1441773802300469252,566,0,True
24558868,DaneLIoydMP,1441566462204780550,1504,0,True
24558868,DaneLIoydMP,1441202381899902977,105,675,False
24558868,DaneLIoydMP,1441042430992601098,7,0,True
24558868,DaneLIoydMP,1440779854014607365,5,0,True
24558868,DaneLIoydMP,1440183058817110016,2,38,False
24558868,DaneLIoydMP,1440149764050337792,6,0,True
24215794,R_Boissonnault,1449055103600640005,3,27,False
24215794,R_Boissonnault,1448762142962827268,22,71,False
