283179858,ScottReidCPC,1440808882880741385,0,5
876849435820474368,Lianne_Rood,1446857420773416964,1,14
876849435820474368,Lianne_Rood,1446569477798252549,5,33
876849435820474368,Lianne_Rood,1440422879519121412,6,98
1086084557009575936,AlexRuff17,1448769951699976192,0,3
1086084557009575936,AlexRuff17,1448707009289891845,75,0
1086084557009575936,AlexRuff17,1448655338186559489,3,8
1086084557009575936,AlexRuff17,1448596975377690624,2,6
1086084557009575936,AlexRuff17,1448596974215782404,6,13
1086084557009575936,AlexRuff17,1448596972655546373,6,12
1086084557009575936,AlexRuff17,1448414217913131009,122,0
1086084557009575936,AlexRuff17,1448240671580639233,1,3
1086084557009575936,AlexRuff17,1448098053798432768,0,2
1086084557009575936,AlexRuff17,1447992263699832833,2,0
1086084557009575936,AlexRuff17,1447937036023996424,3,15
1086084557009575936,AlexRuff17,1447911394389671939,2,11
1086084557009575936,AlexRuff17,1447672568530542603,1,30
1086084557009575936,AlexRuff17,1447662226588979200,46,0
1086084557009575936,AlexRuff17,1447289278279692293,2,0
1086084557009575936,AlexRuff17,1447268427148767242,46,0
1086084557009575936,AlexRuff17,1447268396488347661,0,20
1086084557009575936,AlexRuff17,1446620839768625153,11,0
1086084557009575936,AlexRuff17,1446513105492746250,0,21
1086084557009575936,AlexRuff17,1446501985478451207,52,0
1086084557009575936,AlexRuff17,1446437287865339906,1,0
1086084557009575936,AlexRuff17,1446436991797800962,2,3
1086084557009575936,AlexRuff17,1446436990489186309,3,7
1086084557009575936,AlexRuff17,1446289300375617542,1,0
1086084557009575936,AlexRuff17,1446068849078636544,3,22
1086084557009575936,AlexRuff17,1446063476481396741,9,0
1086084557009575936,AlexRuff17,1445861417513590787,52,0
1086084557009575936,AlexRuff17,1445745302057615367,11,0
1086084557009575936,AlexRuff17,1445580657250340873,0,1
1086084557009575936,AlexRuff17,1445330206475100162,0,1
1086084557009575936,AlexRuff17,1445229651475959808,1,26
1086084557009575936,AlexRuff17,1444966588139122692,2,33
1086084557009575936,AlexRuff17,1444722736039878668,1,1
1086084557009575936,AlexRuff17,1444720426601664513,103,0
1086084557009575936,AlexRuff17,1444395114529427464,6,21
1086084557009575936,AlexRuff17,1444314660849782794,2,15
1086084557009575936,AlexRuff17,1444285923370340355,0,2
1086084557009575936,AlexRuff17,1444008746422870021,1342,0
1086084557009575936,AlexRuff17,1443869695065706521,10,0
1086084557009575936,AlexRuff17,1443676251596668930,0,0
