id,ndp_exp2_average_activation_time
1237226500413407232,1.0
1239007657803026432,1.0
1239564608941113347,1.0
1239567083404292097,1.0
1240213307908390912,1.0
1240478580510871552,1.0
1240872856508137472,1.0
1242517797621530625,1.0
1242522201770856449,1.0
1242970742347702272,1.0
1244629107624689664,1.0
1249738426792005640,1.0
1250830543119319042,1.0
1251137320289525760,1.0
1251989186862866433,1.0
1252040788982169600,1.0
1252976493971595265,1.0
1253397325893873665,1.0
1257536517141966848,1.0
1257715438336700417,1.0
1258440535402065920,1.0
1258501542933483520,1.0
1263128428909223936,1.0
1264712331457638400,1.0
1265350869391781888,1.0
1265835600923357185,1.0
1265853916077527042,1.0
1266371396847890439,2.0
1273760349167276034,1.0
1274006014019481600,1.0
1279157580799983617,1.0
1279605491270733824,1.0
1280589273335500801,1.0
1283460034182209537,1.0
1286102971974025217,1.0
1286866100328824832,2.0
1287896006550589442,1.0
1293510025680478208,1.0
1295281472224538625,1.0
1299517391240671233,1.0
1300309398166949889,1.0
1300849593358471170,1.0
1302625101075156994,1.0
1308274897630777344,1.0
1310374181687537664,1.0
1310724884008321028,1.0
1311359699183439872,1.0
1311896805920043009,1.0
1318231497174880259,1.0
1318741345905922048,1.0
1326000340018270208,1.0
1326306504027287554,1.0
1329086628397158409,1.0
1329165444218056704,1.0
1329430334195208192,1.0
1329460132967821314,1.0
1333030975681536000,1.0
1333910351696461830,1.0
1334589021951991809,2.0
1335769353124343808,1.0
1336451673053679620,1.0
1337648276733124610,1.0
1337783599446286338,1.0
1338157627453427713,1.0
1338474046095233026,1.0
1339998018309918721,1.0
1340517896854904832,1.0
1346317368637603841,1.0
1347654502787076096,1.0
1347801793930035200,1.0
1348675178318893056,2.0
1351286814313738243,1.0
1351940525633400834,1.0
1356397585179828229,1.0
1358953654204723202,1.0
1362218598849208320,1.0
1363912931151384588,1.0
1364756283186905089,1.0
1368321380555530243,2.0
1369385038664658954,1.0
1373435309782822912,1.0
1375846488031432705,1.0
1379486103707746306,1.0
1380278410736439302,1.0
1380673186505850881,2.0
1382405059670081540,1.0
1382439377406722048,1.0
1382749548578234370,1.0
1384893312797003781,1.0
1384941248620990465,1.0
1385344932378923009,1.0
1386140085058367489,1.0
1386793782683652096,1.0
1389668038593634306,1.0
1392927838001459201,1.0
1396107226608283649,1.0
1396272483309862913,1.0
1397377294990258180,1.0
1403372126304866305,1.0
1404590411847405568,1.0
1407372687316590594,1.0
1408262420640960512,1.0
1410832490701467650,1.0
1414597315344490499,1.0
1415746394871189504,1.0
1416101066580627464,1.0
1419756165055975441,1.0
1420446766869225478,1.0
1423258513665581061,2.0
1423672567869624322,1.0
1424797446845173778,1.0
1427044343005818885,1.0
1427351911410257934,1.0
1428151019981180932,1.0
1429513454491164676,1.0
1429976728894574594,2.0
1430883215439540230,1.0
1432511719620988929,1.0
1432592905055653889,1.0
1436412482386550784,1.0
1438871779779530755,1.0
1439240496921161733,1.0
1440828246132596736,1.0
1441302197409435648,2.0
1442989306256113667,1.0
1443532517164785664,1.0
1444458812614709250,1.0
1446352422272528385,1.0
