Target,Source,Weight
14079041,431673426,"{""weight"":1}"
14079041,1265835600923357185,"{""weight"":3}"
14079041,16398559,"{""weight"":2}"
14079041,61018115,"{""weight"":1}"
14079041,4516921234,"{""weight"":1}"
24692082,4516921234,"{""weight"":1}"
14079041,1263128428909223936,"{""weight"":1}"
14079041,1177367344164888580,"{""weight"":1}"
14079041,471625743,"{""weight"":1}"
14079041,17238899,"{""weight"":1}"
14079041,4775862446,"{""weight"":1}"
14079041,854874115,"{""weight"":1}"
14079041,476484031,"{""weight"":1}"
14079041,384051609,"{""weight"":2}"
14079041,22447958,"{""weight"":2}"
94176238,22447958,"{""weight"":1}"
14079041,71464042,"{""weight"":1}"
14079041,114590651,"{""weight"":1}"
2715275551,114590651,"{""weight"":1}"
377588094,114590651,"{""weight"":2}"
215632349,114590651,"{""weight"":2}"
14079041,510602178,"{""weight"":1}"
14079041,3037899209,"{""weight"":1}"
14079041,1047194401011900416,"{""weight"":1}"
14079041,1225234537111683072,"{""weight"":1}"
14079041,1329165444218056704,"{""weight"":1}"
14079041,263288756,"{""weight"":1}"
14079041,461498536,"{""weight"":1}"
14079041,1432511719620988929,"{""weight"":1}"
14079041,35112456,"{""weight"":1}"
14079041,624883194,"{""weight"":1}"
14079041,252770855,"{""weight"":1}"
14079041,3007830927,"{""weight"":1}"
14079041,514482028,"{""weight"":1}"
335769776,514482028,"{""weight"":1}"
25127782,514482028,"{""weight"":1}"
1707636642,514482028,"{""weight"":1}"
14079041,440923660,"{""weight"":1}"
14079041,703436516,"{""weight"":1}"
14079041,442162382,"{""weight"":1}"
14079041,872885192590884865,"{""weight"":4}"
14079041,2711875642,"{""weight"":1}"
14079041,978535635085504512,"{""weight"":1}"
14079041,32733640,"{""weight"":1}"
14079041,39614857,"{""weight"":1}"
14079041,817580826,"{""weight"":1}"
14079041,15927859,"{""weight"":1}"
14079041,4269803603,"{""weight"":3}"
14079041,14116980,"{""weight"":1}"
14079041,382210860,"{""weight"":1}"
14079041,68599588,"{""weight"":2}"
14079041,242063148,"{""weight"":1}"
14079041,2430047892,"{""weight"":2}"
14079041,20745003,"{""weight"":1}"
14079041,24979228,"{""weight"":1}"
14079041,198755506,"{""weight"":1}"
14079041,900031843080192000,"{""weight"":1}"
14079041,917122313837039616,"{""weight"":1}"
14079041,436260090,"{""weight"":1}"
14079041,803464596,"{""weight"":1}"
14079041,76238276,"{""weight"":1}"
14079041,7312992,"{""weight"":1}"
14079041,15033684,"{""weight"":1}"
14079041,756909131533922304,"{""weight"":2}"
14079041,497526888,"{""weight"":1}"
14079041,1421932208,"{""weight"":1}"
14079041,2885769910,"{""weight"":1}"
14079041,4308416115,"{""weight"":1}"
14079041,28927228,"{""weight"":1}"
14079041,1965727063,"{""weight"":1}"
14079041,591383718,"{""weight"":1}"
14079041,1204829532529803265,"{""weight"":1}"
14079041,16638708,"{""weight"":1}"
14079041,1251989186862866433,"{""weight"":1}"
3188558830,1251989186862866433,"{""weight"":1}"
14079041,3304522599,"{""weight"":1}"
14079041,238446507,"{""weight"":1}"
14079041,61529217,"{""weight"":1}"
14079041,608316391,"{""weight"":1}"
14079041,193721508,"{""weight"":1}"
14079041,3314912109,"{""weight"":1}"
14079041,47279641,"{""weight"":1}"
14079041,2340561200,"{""weight"":2}"
14079041,3558926597,"{""weight"":1}"
14079041,613073821,"{""weight"":2}"
14079041,404256223,"{""weight"":1}"
14079041,2552770807,"{""weight"":1}"
14079041,26840937,"{""weight"":1}"
14079041,2814653607,"{""weight"":1}"
14079041,3300693633,"{""weight"":1}"
14079041,3539962880,"{""weight"":1}"
24692082,3539962880,"{""weight"":1}"
215632349,3539962880,"{""weight"":1}"
14079041,2347314541,"{""weight"":1}"
14079041,106100935,"{""weight"":1}"
14079041,59639693,"{""weight"":1}"
14079041,1100509588175097860,"{""weight"":1}"
14079041,822810047025659904,"{""weight"":1}"
14079041,2337057565,"{""weight"":1}"
14079041,1120085915710263297,"{""weight"":1}"
14079041,295386584,"{""weight"":1}"
14079041,1353027698,"{""weight"":5}"
14079041,1265350869391781888,"{""weight"":1}"
14079041,2824020340,"{""weight"":1}"
14079041,1508110801,"{""weight"":1}"
14079041,9917992,"{""weight"":1}"
14079041,1333910351696461830,"{""weight"":1}"
14079041,756953808131858432,"{""weight"":1}"
14079041,3213941327,"{""weight"":1}"
14079041,1729193269,"{""weight"":1}"
14079041,1386140085058367489,"{""weight"":1}"
14079041,26498121,"{""weight"":1}"
14079041,205366389,"{""weight"":1}"
14079041,1418601386,"{""weight"":1}"
14079041,2275007473,"{""weight"":1}"
14079041,27013422,"{""weight"":1}"
14079041,20395112,"{""weight"":1}"
14079041,1257715438336700417,"{""weight"":1}"
14079041,1142048265346715649,"{""weight"":1}"
14079041,1302625101075156994,"{""weight"":1}"
14079041,44361737,"{""weight"":1}"
1646334073,44361737,"{""weight"":1}"
14079041,36281810,"{""weight"":1}"
14079041,39288111,"{""weight"":1}"
14079041,16788781,"{""weight"":1}"
14079041,718082561596067840,"{""weight"":1}"
14079041,56164450,"{""weight"":1}"
14079041,2562583105,"{""weight"":1}"
14079041,67662683,"{""weight"":1}"
14079041,2504541775,"{""weight"":1}"
14079041,138839349,"{""weight"":1}"
24692082,138839349,"{""weight"":2}"
14079041,3236365296,"{""weight"":1}"
1002181382,3236365296,"{""weight"":1}"
14079041,222265111,"{""weight"":1}"
14079041,385235958,"{""weight"":1}"
14079041,590165011,"{""weight"":1}"
1707636642,590165011,"{""weight"":1}"
14079041,173833508,"{""weight"":1}"
189349553,1052290795942731777,"{""weight"":1}"
189349553,112609730,"{""weight"":1}"
189349553,3992965873,"{""weight"":1}"
189349553,121108494,"{""weight"":1}"
189349553,481481910,"{""weight"":1}"
42702616,481481910,"{""weight"":1}"
21410801,619612365,"{""weight"":2}"
36133644,619612365,"{""weight"":1}"
17969963,21410801,"{""weight"":1}"
21410801,279679549,"{""weight"":5}"
47692251,279679549,"{""weight"":1}"
61521038,279679549,"{""weight"":1}"
2332742508,279679549,"{""weight"":1}"
1390883714,279679549,"{""weight"":1}"
21410801,50326275,"{""weight"":15}"
21410801,2432396348,"{""weight"":7}"
21410801,39580472,"{""weight"":1}"
21410801,513412890,"{""weight"":1}"
21410801,44208473,"{""weight"":1}"
17969963,44208473,"{""weight"":2}"
21410801,1408148208442908673,"{""weight"":1}"
20199202,1408148208442908673,"{""weight"":1}"
21410801,1042855112195026944,"{""weight"":3}"
21410801,17954186,"{""weight"":1}"
1646334073,17954186,"{""weight"":1}"
21410801,32485826,"{""weight"":4}"
21410801,266745516,"{""weight"":1}"
21410801,1004351103197220864,"{""weight"":1}"
21410801,3449275407,"{""weight"":6}"
21410801,1394748564006490113,"{""weight"":1}"
21410801,20005887,"{""weight"":2}"
21410801,701911546142683136,"{""weight"":1}"
21410801,48475006,"{""weight"":5}"
21410801,972596838414008320,"{""weight"":1}"
1646334073,972596838414008320,"{""weight"":1}"
21410801,938848632383483904,"{""weight"":4}"
21410801,2802164864,"{""weight"":1}"
25127782,2802164864,"{""weight"":1}"
2332742508,2802164864,"{""weight"":1}"
21410801,1258426125296054272,"{""weight"":1}"
25127782,1258426125296054272,"{""weight"":1}"
2332742508,1258426125296054272,"{""weight"":2}"
21410801,1342413157214523392,"{""weight"":1}"
21410801,42252577,"{""weight"":2}"
21410801,461601213,"{""weight"":2}"
21410801,221938834,"{""weight"":3}"
21410801,24019364,"{""weight"":1}"
21410801,43697249,"{""weight"":1}"
21410801,2384404819,"{""weight"":1}"
739149720,2384404819,"{""weight"":5}"
21410801,89155640,"{""weight"":1}"
175259033,89155640,"{""weight"":3}"
266855812,89155640,"{""weight"":1}"
21410801,946223069294501889,"{""weight"":2}"
21410801,62311579,"{""weight"":1}"
17969963,62311579,"{""weight"":1}"
21410801,246574430,"{""weight"":1}"
21410801,1379806189840662531,"{""weight"":2}"
21410801,18469492,"{""weight"":2}"
21410801,1419262698341113861,"{""weight"":1}"
21410801,366842064,"{""weight"":1}"
21410801,245502476,"{""weight"":1}"
21410801,52734415,"{""weight"":3}"
1722999380,52734415,"{""weight"":1}"
414218319,52734415,"{""weight"":3}"
36133644,52734415,"{""weight"":3}"
21410801,964276467143122944,"{""weight"":1}"
21410801,4550138292,"{""weight"":1}"
21410801,25397132,"{""weight"":3}"
17969963,25397132,"{""weight"":7}"
1646334073,25397132,"{""weight"":1}"
21410801,759764062343430144,"{""weight"":1}"
17969963,759764062343430144,"{""weight"":1}"
21410801,43963061,"{""weight"":1}"
21410801,2409753944,"{""weight"":1}"
21410801,1168009774086131713,"{""weight"":1}"
21410801,248202917,"{""weight"":5}"
21410801,2546554567,"{""weight"":1}"
21410801,1411387510282985473,"{""weight"":1}"
21410801,1573512366,"{""weight"":1}"
21410801,1004328078087110656,"{""weight"":1}"
21410801,66324129,"{""weight"":1}"
21410801,3164387878,"{""weight"":1}"
21410801,165793361,"{""weight"":1}"
21410801,3755616497,"{""weight"":1}"
21410801,1419532378364514304,"{""weight"":1}"
21410801,1205769293939515392,"{""weight"":1}"
21410801,1408273203273912322,"{""weight"":1}"
21410801,1232042252102488064,"{""weight"":1}"
21410801,140883428,"{""weight"":1}"
21410801,1346268799,"{""weight"":1}"
21410801,1209442605190328321,"{""weight"":1}"
21410801,102629820,"{""weight"":1}"
21410801,982266768,"{""weight"":1}"
21410801,4746198495,"{""weight"":1}"
21410801,417837124,"{""weight"":1}"
21410801,1007090293567557634,"{""weight"":1}"
21410801,742650306635276288,"{""weight"":1}"
21410801,1214936644077457413,"{""weight"":1}"
21410801,1378797390275182600,"{""weight"":1}"
21410801,973185782142918656,"{""weight"":1}"
21410801,825703091915874305,"{""weight"":1}"
21410801,134179622,"{""weight"":1}"
21410801,1142940366678761478,"{""weight"":1}"
21410801,21576841,"{""weight"":1}"
21410801,984004551937314816,"{""weight"":1}"
21410801,218213287,"{""weight"":1}"
21410801,1010301803064446980,"{""weight"":1}"
21410801,17168602,"{""weight"":1}"
21410801,3818334741,"{""weight"":1}"
21410801,494311195,"{""weight"":1}"
21410801,843609207215656960,"{""weight"":1}"
21410801,2176628336,"{""weight"":1}"
21410801,1904648114,"{""weight"":1}"
21410801,873360193404379137,"{""weight"":1}"
21410801,15608660,"{""weight"":1}"
21410801,33189473,"{""weight"":1}"
21410801,169164525,"{""weight"":1}"
21410801,37008984,"{""weight"":1}"
21410801,40790499,"{""weight"":1}"
21410801,109608296,"{""weight"":1}"
21410801,423368954,"{""weight"":1}"
21410801,627012374,"{""weight"":1}"
21410801,1920257570,"{""weight"":1}"
21410801,24556195,"{""weight"":1}"
21410801,1384165113205198860,"{""weight"":1}"
17969963,1384165113205198860,"{""weight"":1}"
343059330,1384165113205198860,"{""weight"":1}"
21410801,75126870,"{""weight"":2}"
21410801,188240446,"{""weight"":1}"
234550882,188240446,"{""weight"":1}"
21410801,574493803,"{""weight"":1}"
21410801,164317823,"{""weight"":1}"
268528986,164317823,"{""weight"":1}"
1722999380,164317823,"{""weight"":1}"
129395750,164317823,"{""weight"":2}"
14538949,164317823,"{""weight"":6}"
964829521,164317823,"{""weight"":2}"
2733595406,164317823,"{""weight"":1}"
172004509,164317823,"{""weight"":1}"
989311745100566529,164317823,"{""weight"":1}"
343059330,164317823,"{""weight"":1}"
34606493,164317823,"{""weight"":1}"
1086084557009575936,164317823,"{""weight"":1}"
883774859452579840,164317823,"{""weight"":1}"
943174774154498048,164317823,"{""weight"":1}"
414218319,164317823,"{""weight"":1}"
1957288050,164317823,"{""weight"":1}"
21410801,2705668844,"{""weight"":1}"
21410801,3193936051,"{""weight"":1}"
86384661,3193936051,"{""weight"":1}"
1646334073,3193936051,"{""weight"":2}"
21410801,2400813884,"{""weight"":1}"
21410801,74517659,"{""weight"":1}"
21410801,30247200,"{""weight"":1}"
1170770038208565248,30247200,"{""weight"":1}"
21410801,718507682655838208,"{""weight"":1}"
24692082,1618990652,"{""weight"":1}"
24692082,34182134,"{""weight"":1}"
24692082,246657960,"{""weight"":1}"
24692082,1343195334,"{""weight"":1}"
24692082,3625686975,"{""weight"":1}"
24692082,4159606899,"{""weight"":1}"
24692082,1308514806,"{""weight"":2}"
24692082,940720002696663046,"{""weight"":3}"
24692082,1403442826034114564,"{""weight"":2}"
24692082,1265374201260564481,"{""weight"":1}"
24692082,815415661,"{""weight"":3}"
24692082,499317612,"{""weight"":1}"
24692082,1066840664,"{""weight"":2}"
24692082,887699281557286912,"{""weight"":3}"
24692082,715046844,"{""weight"":1}"
2149496034,715046844,"{""weight"":1}"
343059330,715046844,"{""weight"":2}"
36133644,715046844,"{""weight"":1}"
24692082,1210051918397083649,"{""weight"":1}"
24692082,2861825981,"{""weight"":1}"
24692082,1038193556,"{""weight"":1}"
24692082,367234428,"{""weight"":2}"
24692082,1148939647,"{""weight"":3}"
24692082,2931322335,"{""weight"":1}"
215632349,2931322335,"{""weight"":1}"
24692082,1395814164300501003,"{""weight"":1}"
24692082,1673800896,"{""weight"":1}"
24692082,3742591213,"{""weight"":1}"
24692082,884410857547059200,"{""weight"":1}"
24692082,833818813,"{""weight"":1}"
24692082,118429360,"{""weight"":1}"
24692082,1089918530,"{""weight"":1}"
24692082,33654294,"{""weight"":1}"
24692082,1222287419682279425,"{""weight"":1}"
24692082,16260741,"{""weight"":1}"
215632349,16260741,"{""weight"":1}"
24692082,903284632069832707,"{""weight"":2}"
24692082,1412826210057392131,"{""weight"":1}"
24692082,3381908182,"{""weight"":1}"
24692082,2709029176,"{""weight"":1}"
24692082,2453290759,"{""weight"":1}"
17969963,712039917493342209,"{""weight"":1}"
1646334073,712039917493342209,"{""weight"":1}"
17969963,1200093889790717952,"{""weight"":1}"
1722999380,1200093889790717952,"{""weight"":1}"
14538949,1200093889790717952,"{""weight"":1}"
2733595406,1200093889790717952,"{""weight"":1}"
17969963,22810177,"{""weight"":1}"
17969963,19088288,"{""weight"":1}"
17969963,18367304,"{""weight"":1}"
17969963,124851971,"{""weight"":1}"
336662190,124851971,"{""weight"":2}"
40550119,124851971,"{""weight"":1}"
1942107584,124851971,"{""weight"":7}"
17969963,896411018,"{""weight"":1}"
1381435843492085760,896411018,"{""weight"":1}"
1143342270399373313,896411018,"{""weight"":1}"
17969963,825060844845281281,"{""weight"":1}"
17969963,1392453820702154754,"{""weight"":2}"
17969963,28407736,"{""weight"":2}"
17969963,14248154,"{""weight"":1}"
17969963,3677313497,"{""weight"":1}"
17969963,352386097,"{""weight"":1}"
17969963,305361426,"{""weight"":1}"
17969963,1360345646826483717,"{""weight"":1}"
883774859452579840,1360345646826483717,"{""weight"":1}"
2852899113,1360345646826483717,"{""weight"":1}"
1162219997977960449,1360345646826483717,"{""weight"":1}"
720579941184757760,1360345646826483717,"{""weight"":1}"
22849568,1360345646826483717,"{""weight"":1}"
158458133,1360345646826483717,"{""weight"":2}"
20199202,1360345646826483717,"{""weight"":1}"
205786669,1360345646826483717,"{""weight"":2}"
61521038,1360345646826483717,"{""weight"":1}"
47338701,1360345646826483717,"{""weight"":1}"
2352629420,1360345646826483717,"{""weight"":1}"
1144289639924207616,1360345646826483717,"{""weight"":1}"
2344419362,1360345646826483717,"{""weight"":1}"
17969963,1375778762,"{""weight"":1}"
17969963,1595968483,"{""weight"":1}"
17969963,18686095,"{""weight"":1}"
17969963,1167062654436937731,"{""weight"":1}"
17969963,350499770,"{""weight"":1}"
17969963,999621483755286530,"{""weight"":1}"
17969963,2198725662,"{""weight"":1}"
1162219997977960449,2198725662,"{""weight"":1}"
408072407,2198725662,"{""weight"":1}"
1072270926,2198725662,"{""weight"":1}"
1899063048,2198725662,"{""weight"":2}"
40550119,2198725662,"{""weight"":23}"
1942107584,2198725662,"{""weight"":1}"
1381435843492085760,2198725662,"{""weight"":1}"
524557553,2198725662,"{""weight"":5}"
1360838234,2198725662,"{""weight"":2}"
276713213,2198725662,"{""weight"":2}"
1707636642,2198725662,"{""weight"":1}"
17969963,1305987513669029891,"{""weight"":1}"
35863342,404923541,"{""weight"":1}"
35863342,2294688973,"{""weight"":1}"
35863342,289864894,"{""weight"":1}"
35863342,56556726,"{""weight"":2}"
215632349,56556726,"{""weight"":2}"
35863342,1278058149774331905,"{""weight"":1}"
35863342,27497799,"{""weight"":1}"
35863342,1367920728,"{""weight"":1}"
35863342,1616520937,"{""weight"":8}"
35863342,144876537,"{""weight"":1}"
196717787,144876537,"{""weight"":1}"
35863342,27817680,"{""weight"":2}"
35863342,2738169336,"{""weight"":1}"
35863342,1362578567557701635,"{""weight"":1}"
35863342,1126832561622323200,"{""weight"":1}"
35863342,1251380029428133891,"{""weight"":9}"
35863342,552119609,"{""weight"":1}"
40550119,552119609,"{""weight"":1}"
205786669,552119609,"{""weight"":1}"
35863342,187805921,"{""weight"":1}"
35863342,85349109,"{""weight"":3}"
35863342,992724265609912321,"{""weight"":2}"
35863342,1670649775,"{""weight"":1}"
24913022,1670649775,"{""weight"":1}"
35863342,214492262,"{""weight"":1}"
65666257,214492262,"{""weight"":1}"
335769776,214492262,"{""weight"":1}"
38625077,214492262,"{""weight"":1}"
1162219997977960449,214492262,"{""weight"":1}"
1318671397560979456,214492262,"{""weight"":2}"
20199202,214492262,"{""weight"":1}"
1899063048,214492262,"{""weight"":2}"
40550119,214492262,"{""weight"":1}"
714340176,214492262,"{""weight"":1}"
272250877,214492262,"{""weight"":1}"
205786669,214492262,"{""weight"":1}"
2891740872,214492262,"{""weight"":2}"
47338701,214492262,"{""weight"":1}"
86384661,214492262,"{""weight"":1}"
3188558830,214492262,"{""weight"":1}"
272185225,214492262,"{""weight"":1}"
2352629420,214492262,"{""weight"":1}"
43510607,214492262,"{""weight"":1}"
524557553,214492262,"{""weight"":1}"
2513973205,214492262,"{""weight"":3}"
2344419362,214492262,"{""weight"":3}"
339752726,214492262,"{""weight"":1}"
1646334073,214492262,"{""weight"":1}"
1360838234,214492262,"{""weight"":1}"
2242940071,214492262,"{""weight"":2}"
911471588,214492262,"{""weight"":1}"
1707636642,214492262,"{""weight"":3}"
35863342,1291531291066798083,"{""weight"":1}"
1002181382,1291531291066798083,"{""weight"":2}"
205786669,1291531291066798083,"{""weight"":1}"
631988630,1291531291066798083,"{""weight"":4}"
61521038,1291531291066798083,"{""weight"":1}"
85428184,1291531291066798083,"{""weight"":1}"
86384661,1291531291066798083,"{""weight"":2}"
2352629420,1291531291066798083,"{""weight"":2}"
339752726,1291531291066798083,"{""weight"":1}"
283226685,1291531291066798083,"{""weight"":2}"
1646334073,1291531291066798083,"{""weight"":1}"
35863342,17005655,"{""weight"":1}"
35863342,142331377,"{""weight"":4}"
35863342,206017291,"{""weight"":1}"
35863342,71704235,"{""weight"":3}"
24913022,71704235,"{""weight"":1}"
35863342,349391821,"{""weight"":1}"
25127782,349391821,"{""weight"":1}"
2852899113,349391821,"{""weight"":2}"
1318671397560979456,349391821,"{""weight"":1}"
40550119,349391821,"{""weight"":1}"
1942107584,349391821,"{""weight"":1}"
52080359,349391821,"{""weight"":1}"
283226685,349391821,"{""weight"":1}"
35863342,260516330,"{""weight"":1}"
35863342,199531539,"{""weight"":1}"
35863342,36170996,"{""weight"":1}"
35863342,1430602059989008385,"{""weight"":1}"
35863342,26421933,"{""weight"":1}"
35863342,1428093463132655617,"{""weight"":1}"
35863342,2472134791,"{""weight"":1}"
35863342,1347731975436726273,"{""weight"":1}"
35863342,2553547478,"{""weight"":1}"
61521038,2553547478,"{""weight"":1}"
35863342,353701188,"{""weight"":1}"
35863342,3364419754,"{""weight"":1}"
35863342,372359435,"{""weight"":1}"
35863342,533637218,"{""weight"":1}"
35863342,732359904158081024,"{""weight"":1}"
35863342,94125725,"{""weight"":1}"
35863342,37432471,"{""weight"":1}"
35863342,461719863,"{""weight"":1}"
35863342,1438203438794412032,"{""weight"":1}"
35863342,50319022,"{""weight"":1}"
35863342,1962931488,"{""weight"":1}"
35863342,380981038,"{""weight"":1}"
2249182471,216382821,"{""weight"":3}"
2249182471,221404761,"{""weight"":4}"
2249182471,1087983274402766848,"{""weight"":1}"
2733595406,1087983274402766848,"{""weight"":1}"
408072407,1087983274402766848,"{""weight"":1}"
2937436849,1087983274402766848,"{""weight"":1}"
2352629420,1087983274402766848,"{""weight"":1}"
19634262,1087983274402766848,"{""weight"":1}"
2249182471,212580707,"{""weight"":1}"
2249182471,19922241,"{""weight"":1}"
2249182471,1354784313032769536,"{""weight"":1}"
2249182471,228949327,"{""weight"":1}"
2249182471,275700827,"{""weight"":1}"
2249182471,730238024127283200,"{""weight"":1}"
2249182471,591145114,"{""weight"":1}"
2249182471,23095574,"{""weight"":2}"
2249182471,1158630151,"{""weight"":9}"
2249182471,4140803386,"{""weight"":3}"
2249182471,1420828539838947332,"{""weight"":1}"
2249182471,859701206,"{""weight"":1}"
65666257,1179415566920097792,"{""weight"":2}"
65666257,3028678097,"{""weight"":4}"
2891740872,3028678097,"{""weight"":1}"
1707636642,3028678097,"{""weight"":4}"
65666257,33034609,"{""weight"":1}"
1144289639924207616,33034609,"{""weight"":1}"
65666257,1115587452238831616,"{""weight"":1}"
65666257,612813093,"{""weight"":1}"
65666257,765742924625801217,"{""weight"":1}"
65666257,435976850,"{""weight"":1}"
198927392,222249603,"{""weight"":3}"
198927392,482412592,"{""weight"":5}"
198927392,31276731,"{""weight"":1}"
198927392,2532815671,"{""weight"":5}"
198927392,2253996751,"{""weight"":2}"
198927392,240319214,"{""weight"":1}"
198927392,166651726,"{""weight"":2}"
198927392,1340672663090544641,"{""weight"":1}"
198927392,572656810,"{""weight"":2}"
198927392,194649594,"{""weight"":1}"
198927392,1170901705,"{""weight"":1}"
198927392,37513699,"{""weight"":1}"
2852899113,37513699,"{""weight"":1}"
417389780,37513699,"{""weight"":1}"
198927392,590339623,"{""weight"":1}"
412708728,590339623,"{""weight"":3}"
36133644,590339623,"{""weight"":1}"
198927392,285196322,"{""weight"":2}"
198927392,1369312857959985153,"{""weight"":1}"
198927392,709334443635429376,"{""weight"":1}"
198927392,1131854274223366144,"{""weight"":2}"
198927392,284029219,"{""weight"":1}"
198927392,295829514,"{""weight"":1}"
198927392,793448364885024769,"{""weight"":1}"
42702616,3247607322,"{""weight"":1}"
42702616,24418305,"{""weight"":1}"
42702616,843179791394263041,"{""weight"":2}"
42702616,190996147,"{""weight"":1}"
408072407,190996147,"{""weight"":1}"
42702616,1285267621927989248,"{""weight"":1}"
42702616,566744627,"{""weight"":1}"
42702616,229580258,"{""weight"":1}"
42702616,2721074338,"{""weight"":1}"
158095776,2435808164,"{""weight"":1}"
575497430,1300576864201654273,"{""weight"":1}"
575497430,478862123,"{""weight"":2}"
575497430,93002504,"{""weight"":1}"
575497430,12095732,"{""weight"":1}"
575497430,14755165,"{""weight"":1}"
575497430,312114812,"{""weight"":1}"
575497430,163562545,"{""weight"":1}"
575497430,1040094300,"{""weight"":1}"
575497430,1367155660933136384,"{""weight"":1}"
94176238,1367155660933136384,"{""weight"":3}"
575497430,2687762558,"{""weight"":1}"
575497430,407037083,"{""weight"":1}"
575497430,151575714,"{""weight"":1}"
575497430,119579005,"{""weight"":1}"
575497430,171799828,"{""weight"":1}"
575497430,111360724,"{""weight"":1}"
575497430,145749446,"{""weight"":1}"
575497430,30059731,"{""weight"":1}"
575497430,41387164,"{""weight"":1}"
575497430,992491782,"{""weight"":1}"
575497430,135477166,"{""weight"":1}"
245564555,135477166,"{""weight"":5}"
575497430,22510887,"{""weight"":1}"
575497430,126713478,"{""weight"":1}"
575497430,467628409,"{""weight"":1}"
575497430,1687073880,"{""weight"":1}"
575497430,2712360985,"{""weight"":1}"
575497430,259464538,"{""weight"":1}"
47452040,2590341517,"{""weight"":2}"
47452040,15360181,"{""weight"":1}"
47452040,15352498,"{""weight"":1}"
215632349,15352498,"{""weight"":1}"
47452040,158414044,"{""weight"":2}"
47452040,183016003,"{""weight"":1}"
47452040,18581359,"{""weight"":1}"
47452040,53086408,"{""weight"":5}"
47452040,2418409292,"{""weight"":1}"
47452040,10214892,"{""weight"":3}"
47452040,824364572131856385,"{""weight"":1}"
47452040,2775737846,"{""weight"":4}"
47452040,18616042,"{""weight"":1}"
47452040,525086166,"{""weight"":2}"
47452040,14517051,"{""weight"":1}"
47452040,21084919,"{""weight"":1}"
47452040,23657309,"{""weight"":2}"
16220555,23657309,"{""weight"":1}"
47452040,43804732,"{""weight"":1}"
47452040,15072741,"{""weight"":2}"
47452040,48981418,"{""weight"":2}"
47452040,1255595348023816192,"{""weight"":2}"
47452040,15497575,"{""weight"":1}"
47452040,103073108,"{""weight"":1}"
47452040,226045097,"{""weight"":1}"
47452040,14352562,"{""weight"":1}"
47452040,23005580,"{""weight"":2}"
47452040,3428064406,"{""weight"":1}"
47452040,1046384036321652737,"{""weight"":1}"
47452040,2993364399,"{""weight"":1}"
47452040,33936046,"{""weight"":2}"
47452040,32602930,"{""weight"":3}"
215632349,32602930,"{""weight"":1}"
47452040,1037451553035235328,"{""weight"":1}"
47452040,619652625,"{""weight"":1}"
47452040,23063097,"{""weight"":1}"
47452040,301703012,"{""weight"":2}"
47452040,1185768024164458496,"{""weight"":1}"
14538949,1185768024164458496,"{""weight"":2}"
47452040,2730768648,"{""weight"":1}"
47452040,88100513,"{""weight"":1}"
47452040,1060336591,"{""weight"":1}"
47452040,70315912,"{""weight"":1}"
47452040,1270419220619309061,"{""weight"":1}"
47452040,68805982,"{""weight"":1}"
47452040,14177893,"{""weight"":1}"
47452040,737869308,"{""weight"":1}"
47452040,21767570,"{""weight"":1}"
47452040,249392133,"{""weight"":1}"
47452040,15081539,"{""weight"":1}"
47452040,223523445,"{""weight"":1}"
47452040,6170442,"{""weight"":1}"
47452040,563012009,"{""weight"":2}"
47452040,1382793386,"{""weight"":1}"
47452040,860116415289991171,"{""weight"":1}"
47452040,709941422246330368,"{""weight"":1}"
47452040,1077274080984862720,"{""weight"":3}"
1278253171,1077274080984862720,"{""weight"":1}"
47452040,1327666400,"{""weight"":1}"
36133644,1327666400,"{""weight"":1}"
47452040,871793301132902400,"{""weight"":13}"
47452040,625256690,"{""weight"":2}"
47452040,154433522,"{""weight"":1}"
47452040,2729061,"{""weight"":1}"
47452040,1170096714155483136,"{""weight"":1}"
47452040,192775929,"{""weight"":1}"
579377522,192775929,"{""weight"":1}"
47452040,1440482023693381634,"{""weight"":2}"
47452040,1376980773056753670,"{""weight"":4}"
47452040,3567831,"{""weight"":2}"
47452040,27076961,"{""weight"":1}"
47452040,3666395597,"{""weight"":1}"
47452040,705167144078577664,"{""weight"":1}"
16220555,705167144078577664,"{""weight"":2}"
47452040,990157084560850944,"{""weight"":1}"
47452040,214875221,"{""weight"":1}"
341866567,214875221,"{""weight"":1}"
17823761,214875221,"{""weight"":1}"
47452040,581833131,"{""weight"":1}"
737359208945844224,581833131,"{""weight"":1}"
739149720,581833131,"{""weight"":1}"
47452040,12125792,"{""weight"":1}"
47452040,1400047044191006732,"{""weight"":1}"
47452040,1346122272009048064,"{""weight"":1}"
47452040,915991337933078531,"{""weight"":1}"
47452040,2525149488,"{""weight"":1}"
47452040,634127491,"{""weight"":1}"
2555308646,634127491,"{""weight"":1}"
248866864,634127491,"{""weight"":1}"
739149720,634127491,"{""weight"":2}"
989311745100566529,634127491,"{""weight"":1}"
343059330,634127491,"{""weight"":1}"
47158291,634127491,"{""weight"":1}"
883774859452579840,634127491,"{""weight"":1}"
36133644,634127491,"{""weight"":1}"
564207331,634127491,"{""weight"":1}"
266855812,634127491,"{""weight"":1}"
47452040,29796446,"{""weight"":1}"
47452040,135624348,"{""weight"":1}"
47452040,297404250,"{""weight"":1}"
14538949,297404250,"{""weight"":1}"
47452040,1058916901437419521,"{""weight"":1}"
47452040,2578713297,"{""weight"":1}"
47452040,70864012,"{""weight"":1}"
47452040,1069093860,"{""weight"":1}"
