Id,Label,timeset,communityid,twittername,first name,last name,political affiliation,indegree,outdegree,degree,eigencentrality,community,polygon
29017104,,,1,,,,,0,0,0,0,Liberal,1
17818646,,,1,,,,,0,0,0,0,Liberal,1
1022624791,,,1,,,,,0,0,0,0,Liberal,1
154690587,,,1,,,,,0,0,0,0,Liberal,1
116679707,,,1,,,,,0,0,0,0,Liberal,1
1397416943875809280,,,1,,,,,0,0,0,0,Liberal,1
1353317819245420544,,,1,,,,,0,0,0,0,Liberal,1
1204374981359984640,,,1,,,,,0,0,0,0,Liberal,1
2227397665,,,1,,,,,0,0,0,0,Liberal,1
834519511009091584,,,1,,,,,0,12,12,0,Liberal,1
2198725662,,,1,,,,,0,12,12,0,Liberal,1
3691095076,,,1,,,,,0,0,0,0,Liberal,1
32244772,,,1,,,,,0,8,8,0,Liberal,1
2746778662,,,1,,,,,0,0,0,0,Liberal,1
1368556596,,,1,,,,,0,0,0,0,Liberal,1
89760824,,,1,,,,,0,0,0,0,Liberal,1
2356511802,,,1,,,,,0,0,0,0,Liberal,1
2553128006,,,1,,,,,0,0,0,0,Liberal,1
1314978645635629056,,,1,,,,,0,0,0,0,Liberal,1
2810340435,,,1,,,,,0,0,0,0,Liberal,1
250348629,,,1,,,,,0,0,0,0,Liberal,1
2994807895,,,1,,,,,0,0,0,0,Liberal,1
94159959,,,1,,,,,0,0,0,0,Liberal,1
332031063,,,1,,,,,0,0,0,0,Liberal,1
1653056605,,,1,,,,,0,0,0,0,Liberal,1
2786190433,,,1,,,,,0,0,0,0,Liberal,1
246948963,,,1,,,,,0,4,4,0,Liberal,1
25289829,,,1,,,,,0,0,0,0,Liberal,1
214492262,,,1,,,,,0,28,28,0,Liberal,1
1730897000,,,1,,,,,0,0,0,0,Liberal,1
32212073,,,1,,,,,0,0,0,0,Liberal,1
292480113,,,1,,,,,0,4,4,0,Liberal,1
105784443,,,1,,,,,0,2,2,0,Liberal,1
2937275517,,,1,,,,,0,0,0,0,Liberal,1
3237987454,,,1,,,,,0,23,23,0,Liberal,1
