1385933370090209280,158095776,{ "weight":1}
1416535505454338050,158095776,{ "weight":8}
544695802,158095776,{ "weight":1}
716257068538327040,158095776,{ "weight":1}
258170457,158095776,{ "weight":1}
2817389862,158095776,{ "weight":1}
822476228548403200,158095776,{ "weight":1}
2353730881,158095776,{ "weight":1}
921026239808208896,158095776,{ "weight":1}
720934098223542272,158095776,{ "weight":1}
2922779039,158095776,{ "weight":1}
552891173,158095776,{ "weight":1}
982496635,158095776,{ "weight":1}
1433403537329819654,158095776,{ "weight":1}
1175052073605353473,158095776,{ "weight":1}
2784661153,158095776,{ "weight":1}
102887506,18681111,{ "weight":1}
952980338745147394,18681111,{ "weight":1}
1438871779779530755,18681111,{ "weight":1}
46975259,18681111,{ "weight":1}
1157395568135557120,18681111,{ "weight":1}
563064119,18681111,{ "weight":1}
979827806023618560,18681111,{ "weight":2}
18308257,18681111,{ "weight":1}
846667915,18681111,{ "weight":1}
258916078,18681111,{ "weight":1}
1138564320390836224,18681111,{ "weight":1}
17912334,18681111,{ "weight":1}
2821464243,18681111,{ "weight":2}
928790819145842688,18681111,{ "weight":1}
753638148958216192,18681111,{ "weight":1}
2256955027,18681111,{ "weight":1}
1185936230393024512,18681111,{ "weight":2}
3021899490,18681111,{ "weight":1}
13880132,18681111,{ "weight":2}
960624707820113920,18681111,{ "weight":1}
52003137,18681111,{ "weight":1}
1887595058,18681111,{ "weight":1}
331864347,18681111,{ "weight":1}
961514730,18681111,{ "weight":1}
70750793,18681111,{ "weight":1}
155629527,18681111,{ "weight":1}
1161351506983038976,18681111,{ "weight":1}
766360387,18681111,{ "weight":1}
150270263,18681111,{ "weight":1}
38471212,18681111,{ "weight":1}
83153695,18681111,{ "weight":1}
118937966,18681111,{ "weight":1}
871189841186357248,18681111,{ "weight":1}
293403080,18681111,{ "weight":1}
629539554,18681111,{ "weight":1}
1104422828,18681111,{ "weight":1}
602083976,18681111,{ "weight":1}
1311896805920043009,18681111,{ "weight":1}
1318741345905922048,18681111,{ "weight":1}
25314619,18681111,{ "weight":1}
104300984,18681111,{ "weight":1}
15702055,18681111,{ "weight":1}
1153463878195589125,18681111,{ "weight":1}
15633240,18681111,{ "weight":1}
14991184,18681111,{ "weight":1}
1242522201770856449,18681111,{ "weight":1}
1440522413687521295,106524304,{ "weight":1}
1292608204845834241,106524304,{ "weight":1}
1446846657551683588,106524304,{ "weight":1}
1389700907697270787,106524304,{ "weight":1}
1445880242707570691,106524304,{ "weight":2}
1545912997,106524304,{ "weight":1}
831084798621782016,106524304,{ "weight":1}
55976571,106524304,{ "weight":1}
