Id,Label,timeset,twittername,first name,last name,political affiliation,influence,betweenness_centrality,communityid,out_degree_centrality,in_degree_centrality,polygon
92905504,,,,,,,0.003877,0,2,0.000112,0,1
1356397585179828229,,,,,,,0.003877,0,2,0.000112,0,1
351013017,,,,,,,0.003877,0,2,0.000112,0,1
300629341,,,,,,,0.003877,0,2,0.000112,0,1
1364756283186905089,,,,,,,0.003877,0,2,0.000112,0,1
1643827760,,,,,,,0.003877,0,2,0.000112,0,1
221355278,,,,,,,0.003877,0,2,0.000112,0,1
1389668038593634306,,,,,,,0.003877,0,2,0.000112,0,1
281587128,,,,,,,0.003877,19516.344235,2,0.000335,0,1
36111440,,,,,,,0.003877,0,2,0.000112,0,1
2555669810,,,,,,,0.003877,0,2,0.000112,0,1
119818129,,,,,,,0.003877,0,2,0.000112,0,1
1390184486,,,,,,,0.003877,0,2,0.000112,0,1
2923254216,,,,,,,0.003877,0,2,0.000112,0,1
1186606184,,,,,,,0.003877,0,2,0.000112,0,1
3400323767,,,,,,,0.003877,42020.723715,1,0.000335,0,1
334294620,,,,,,,0.003877,49383.401989,2,0.000223,0,1
1595223594,,,,,,,0.003877,0,2,0.000112,0,1
1339998018309918721,,,,,,,0.003877,0,2,0.000112,0,1
1874119104,,,,,,,0.003877,0,2,0.000112,0,1
281289042,,,,,,,0.003877,0,2,0.000112,0,1
1174774009361260553,,,,,,,0.003877,0,2,0.000112,0,1
2814976597,,,,,,,0.003877,0,2,0.000112,0,1
30368137,,,,,,,0.003877,0,2,0.000112,0,1
427818013,,,,,,,0.003877,0,2,0.000112,0,1
1246570008,,,,,,,0.003877,0,2,0.000112,0,1
1237226500413407232,,,,,,,0.003877,0,2,0.000112,0,1
94712187,,,,,,,0.003877,0,2,0.000112,0,1
122130825,,,,,,,0.003877,75470.937745,1,0.000558,0,1
431673426,,,,,,,0.003877,0,2,0.000112,0,1
1265835600923357185,,,,,,,0.003877,0,2,0.000112,0,1
16398559,,,,,,,0.003877,0,2,0.000112,0,1
61018115,,,,,,,0.003877,0,2,0.000112,0,1
4516921234,,,,,,,0.003877,26624.745868,2,0.000223,0,1
1263128428909223936,,,,,,,0.003877,0,2,0.000112,0,1
1177367344164888580,,,,,,,0.003877,0,2,0.000112,0,1
471625743,,,,,,,0.003877,0,2,0.000112,0,1
17238899,,,,,,,0.003877,0,2,0.000112,0,1
4775862446,,,,,,,0.003877,0,2,0.000112,0,1
854874115,,,,,,,0.003877,0,2,0.000112,0,1
476484031,,,,,,,0.003877,0,2,0.000112,0,1
384051609,,,,,,,0.003877,0,2,0.000112,0,1
22447958,,,,,,,0.003877,248111.291377,2,0.000223,0,1
71464042,,,,,,,0.003877,0,2,0.000112,0,1
114590651,,,,,,,0.003877,142166.32135,2,0.000447,0,1
510602178,,,,,,,0.003877,0,2,0.000112,0,1
3037899209,,,,,,,0.003877,0,2,0.000112,0,1
1047194401011900416,,,,,,,0.003877,0,2,0.000112,0,1
1225234537111683072,,,,,,,0.003877,0,2,0.000112,0,1
1329165444218056704,,,,,,,0.003877,0,2,0.000112,0,1
263288756,,,,,,,0.003877,0,2,0.000112,0,1
461498536,,,,,,,0.003877,0,2,0.000112,0,1
1432511719620988929,,,,,,,0.003877,0,2,0.000112,0,1
35112456,,,,,,,0.003877,0,2,0.000112,0,1
624883194,,,,,,,0.003877,0,2,0.000112,0,1
252770855,,,,,,,0.003877,0,2,0.000112,0,1
3007830927,,,,,,,0.003877,0,2,0.000112,0,1
514482028,,,,,,,0.003877,94250.501324,1,0.000447,0,1
440923660,,,,,,,0.003877,0,2,0.000112,0,1
703436516,,,,,,,0.003877,0,2,0.000112,0,1
442162382,,,,,,,0.003877,0,2,0.000112,0,1
872885192590884865,,,,,,,0.003877,0,2,0.000112,0,1
2711875642,,,,,,,0.003877,0,2,0.000112,0,1
978535635085504512,,,,,,,0.003877,0,2,0.000112,0,1
32733640,,,,,,,0.003877,0,2,0.000112,0,1
39614857,,,,,,,0.003877,0,2,0.000112,0,1
817580826,,,,,,,0.003877,0,2,0.000112,0,1
15927859,,,,,,,0.003877,0,2,0.000112,0,1
4269803603,,,,,,,0.003877,0,2,0.000112,0,1
14116980,,,,,,,0.003877,0,2,0.000112,0,1
382210860,,,,,,,0.003877,0,2,0.000112,0,1
68599588,,,,,,,0.003877,0,2,0.000112,0,1
242063148,,,,,,,0.003877,0,2,0.000112,0,1
2430047892,,,,,,,0.003877,0,2,0.000112,0,1
20745003,,,,,,,0.003877,0,2,0.000112,0,1
24979228,,,,,,,0.003877,0,2,0.000112,0,1
198755506,,,,,,,0.003877,0,2,0.000112,0,1
900031843080192000,,,,,,,0.003877,0,2,0.000112,0,1
917122313837039616,,,,,,,0.003877,0,2,0.000112,0,1
436260090,,,,,,,0.003877,0,2,0.000112,0,1
803464596,,,,,,,0.003877,0,2,0.000112,0,1
76238276,,,,,,,0.003877,0,2,0.000112,0,1
7312992,,,,,,,0.003877,0,2,0.000112,0,1
15033684,,,,,,,0.003877,0,2,0.000112,0,1
756909131533922304,,,,,,,0.003877,0,2,0.000112,0,1
497526888,,,,,,,0.003877,0,2,0.000112,0,1
1421932208,,,,,,,0.003877,0,2,0.000112,0,1
2885769910,,,,,,,0.003877,0,2,0.000112,0,1
4308416115,,,,,,,0.003877,0,2,0.000112,0,1
28927228,,,,,,,0.003877,0,2,0.000112,0,1
1965727063,,,,,,,0.003877,0,2,0.000112,0,1
591383718,,,,,,,0.003877,0,2,0.000112,0,1
1204829532529803265,,,,,,,0.003877,0,2,0.000112,0,1
16638708,,,,,,,0.003877,0,2,0.000112,0,1
1251989186862866433,,,,,,,0.003877,14017.642847,2,0.000223,0,1
3304522599,,,,,,,0.003877,0,2,0.000112,0,1
238446507,,,,,,,0.003877,0,2,0.000112,0,1
61529217,,,,,,,0.003877,0,2,0.000112,0,1
608316391,,,,,,,0.003877,0,2,0.000112,0,1
193721508,,,,,,,0.003877,0,2,0.000112,0,1
3314912109,,,,,,,0.003877,0,2,0.000112,0,1
47279641,,,,,,,0.003877,0,2,0.000112,0,1
2340561200,,,,,,,0.003877,0,2,0.000112,0,1
3558926597,,,,,,,0.003877,0,2,0.000112,0,1
613073821,,,,,,,0.003877,0,2,0.000112,0,1
404256223,,,,,,,0.003877,0,2,0.000112,0,1
2552770807,,,,,,,0.003877,0,2,0.000112,0,1
26840937,,,,,,,0.003877,0,2,0.000112,0,1
2814653607,,,,,,,0.003877,0,2,0.000112,0,1
3300693633,,,,,,,0.003877,0,2,0.000112,0,1
3539962880,,,,,,,0.003877,108169.320394,2,0.000335,0,1
2347314541,,,,,,,0.003877,0,2,0.000112,0,1
106100935,,,,,,,0.003877,0,2,0.000112,0,1
59639693,,,,,,,0.003877,0,2,0.000112,0,1
1100509588175097860,,,,,,,0.003877,0,2,0.000112,0,1
822810047025659904,,,,,,,0.003877,0,2,0.000112,0,1
2337057565,,,,,,,0.003877,0,2,0.000112,0,1
1120085915710263297,,,,,,,0.003877,0,2,0.000112,0,1
295386584,,,,,,,0.003877,0,2,0.000112,0,1
1353027698,,,,,,,0.003877,0,2,0.000112,0,1
1265350869391781888,,,,,,,0.003877,0,2,0.000112,0,1
2824020340,,,,,,,0.003877,0,2,0.000112,0,1
1508110801,,,,,,,0.003877,0,2,0.000112,0,1
9917992,,,,,,,0.003877,0,2,0.000112,0,1
1333910351696461830,,,,,,,0.003877,0,2,0.000112,0,1
756953808131858432,,,,,,,0.003877,0,2,0.000112,0,1
3213941327,,,,,,,0.003877,0,2,0.000112,0,1
1729193269,,,,,,,0.003877,0,2,0.000112,0,1
1386140085058367489,,,,,,,0.003877,0,2,0.000112,0,1
26498121,,,,,,,0.003877,0,2,0.000112,0,1
205366389,,,,,,,0.003877,0,2,0.000112,0,1
1418601386,,,,,,,0.003877,0,2,0.000112,0,1
2275007473,,,,,,,0.003877,0,2,0.000112,0,1
27013422,,,,,,,0.003877,0,2,0.000112,0,1
20395112,,,,,,,0.003877,0,2,0.000112,0,1
1257715438336700417,,,,,,,0.003877,0,2,0.000112,0,1
1142048265346715649,,,,,,,0.003877,0,2,0.000112,0,1
1302625101075156994,,,,,,,0.003877,0,2,0.000112,0,1
44361737,,,,,,,0.003877,24710.525712,2,0.000223,0,1
36281810,,,,,,,0.003877,0,2,0.000112,0,1
39288111,,,,,,,0.003877,0,2,0.000112,0,1
16788781,,,,,,,0.003877,0,2,0.000112,0,1
718082561596067840,,,,,,,0.003877,0,2,0.000112,0,1
56164450,,,,,,,0.003877,0,2,0.000112,0,1
2562583105,,,,,,,0.003877,0,2,0.000112,0,1
67662683,,,,,,,0.003877,0,2,0.000112,0,1
2504541775,,,,,,,0.003877,0,2,0.000112,0,1
138839349,,,,,,,0.003877,26624.745868,2,0.000223,0,1
3236365296,,,,,,,0.003877,20962.671325,2,0.000223,0,1
222265111,,,,,,,0.003877,0,2,0.000112,0,1
385235958,,,,,,,0.003877,0,2,0.000112,0,1
590165011,,,,,,,0.003877,41415.960185,2,0.000223,0,1
173833508,,,,,,,0.003877,0,2,0.000112,0,1
1052290795942731777,,,,,,,0.003877,0,1,0.000112,0,1
112609730,,,,,,,0.003877,0,1,0.000112,0,1
3992965873,,,,,,,0.003877,0,1,0.000112,0,1
121108494,,,,,,,0.003877,0,1,0.000112,0,1
481481910,,,,,,,0.003877,4885.045582,1,0.000223,0,1
619612365,,,,,,,0.003877,30322.892149,3,0.000223,0,1
279679549,,,,,,,0.003877,79374.418735,3,0.000558,0,1
50326275,,,,,,,0.003877,0,3,0.000112,0,1
2432396348,,,,,,,0.003877,0,3,0.000112,0,1
39580472,,,,,,,0.003877,0,3,0.000112,0,1
513412890,,,,,,,0.003877,0,3,0.000112,0,1
44208473,,,,,,,0.003877,0,3,0.000223,0,1
1408148208442908673,,,,,,,0.003877,61287.634826,3,0.000223,0,1
1042855112195026944,,,,,,,0.003877,0,3,0.000112,0,1
17954186,,,,,,,0.003877,20863.315152,3,0.000223,0,1
32485826,,,,,,,0.003877,0,3,0.000112,0,1
266745516,,,,,,,0.003877,0,3,0.000112,0,1
1004351103197220864,,,,,,,0.003877,0,3,0.000112,0,1
3449275407,,,,,,,0.003877,0,3,0.000112,0,1
1394748564006490113,,,,,,,0.003877,0,3,0.000112,0,1
20005887,,,,,,,0.003877,0,3,0.000112,0,1
701911546142683136,,,,,,,0.003877,0,3,0.000112,0,1
48475006,,,,,,,0.003877,0,3,0.000112,0,1
972596838414008320,,,,,,,0.003877,20863.315152,3,0.000223,0,1
938848632383483904,,,,,,,0.003877,0,3,0.000112,0,1
2802164864,,,,,,,0.003877,47559.622155,1,0.000335,0,1
1258426125296054272,,,,,,,0.003877,47559.622155,1,0.000335,0,1
1342413157214523392,,,,,,,0.003877,0,3,0.000112,0,1
42252577,,,,,,,0.003877,0,3,0.000112,0,1
461601213,,,,,,,0.003877,0,3,0.000112,0,1
221938834,,,,,,,0.003877,0,3,0.000112,0,1
24019364,,,,,,,0.003877,0,3,0.000112,0,1
43697249,,,,,,,0.003877,0,3,0.000112,0,1
2384404819,,,,,,,0.003877,32483.751022,3,0.000223,0,1
89155640,,,,,,,0.003877,96564.245769,2,0.000335,0,1
946223069294501889,,,,,,,0.003877,0,3,0.000112,0,1
62311579,,,,,,,0.003877,0,3,0.000223,0,1
246574430,,,,,,,0.003877,0,3,0.000112,0,1
1379806189840662531,,,,,,,0.003877,0,3,0.000112,0,1
18469492,,,,,,,0.003877,0,3,0.000112,0,1
1419262698341113861,,,,,,,0.003877,0,3,0.000112,0,1
366842064,,,,,,,0.003877,0,3,0.000112,0,1
245502476,,,,,,,0.003877,0,3,0.000112,0,1
52734415,,,,,,,0.003877,56137.231189,3,0.000447,0,1
964276467143122944,,,,,,,0.003877,0,3,0.000112,0,1
4550138292,,,,,,,0.003877,0,3,0.000112,0,1
25397132,,,,,,,0.003877,23581.632672,3,0.000335,0,1
759764062343430144,,,,,,,0.003877,0,3,0.000223,0,1
43963061,,,,,,,0.003877,0,3,0.000112,0,1
2409753944,,,,,,,0.003877,0,3,0.000112,0,1
1168009774086131713,,,,,,,0.003877,0,3,0.000112,0,1
248202917,,,,,,,0.003877,0,3,0.000112,0,1
2546554567,,,,,,,0.003877,0,3,0.000112,0,1
1411387510282985473,,,,,,,0.003877,0,3,0.000112,0,1
1573512366,,,,,,,0.003877,0,3,0.000112,0,1
1004328078087110656,,,,,,,0.003877,0,3,0.000112,0,1
66324129,,,,,,,0.003877,0,3,0.000112,0,1
3164387878,,,,,,,0.003877,0,3,0.000112,0,1
165793361,,,,,,,0.003877,0,3,0.000112,0,1
3755616497,,,,,,,0.003877,0,3,0.000112,0,1
1419532378364514304,,,,,,,0.003877,0,3,0.000112,0,1
1205769293939515392,,,,,,,0.003877,0,3,0.000112,0,1
1408273203273912322,,,,,,,0.003877,0,3,0.000112,0,1
1232042252102488064,,,,,,,0.003877,0,3,0.000112,0,1
140883428,,,,,,,0.003877,0,3,0.000112,0,1
1346268799,,,,,,,0.003877,0,3,0.000112,0,1
1209442605190328321,,,,,,,0.003877,0,3,0.000112,0,1
102629820,,,,,,,0.003877,0,3,0.000112,0,1
982266768,,,,,,,0.003877,0,3,0.000112,0,1
4746198495,,,,,,,0.003877,0,3,0.000112,0,1
417837124,,,,,,,0.003877,0,3,0.000112,0,1
1007090293567557634,,,,,,,0.003877,0,3,0.000112,0,1
742650306635276288,,,,,,,0.003877,0,3,0.000112,0,1
1214936644077457413,,,,,,,0.003877,0,3,0.000112,0,1
1378797390275182600,,,,,,,0.003877,0,3,0.000112,0,1
973185782142918656,,,,,,,0.003877,0,3,0.000112,0,1
825703091915874305,,,,,,,0.003877,0,3,0.000112,0,1
134179622,,,,,,,0.003877,0,3,0.000112,0,1
1142940366678761478,,,,,,,0.003877,0,3,0.000112,0,1
21576841,,,,,,,0.003877,0,3,0.000112,0,1
984004551937314816,,,,,,,0.003877,0,3,0.000112,0,1
218213287,,,,,,,0.003877,0,3,0.000112,0,1
1010301803064446980,,,,,,,0.003877,0,3,0.000112,0,1
17168602,,,,,,,0.003877,0,3,0.000112,0,1
3818334741,,,,,,,0.003877,0,3,0.000112,0,1
494311195,,,,,,,0.003877,0,3,0.000112,0,1
843609207215656960,,,,,,,0.003877,0,3,0.000112,0,1
2176628336,,,,,,,0.003877,0,3,0.000112,0,1
1904648114,,,,,,,0.003877,0,3,0.000112,0,1
873360193404379137,,,,,,,0.003877,0,3,0.000112,0,1
15608660,,,,,,,0.003877,0,3,0.000112,0,1
33189473,,,,,,,0.003877,0,3,0.000112,0,1
169164525,,,,,,,0.003877,0,3,0.000112,0,1
37008984,,,,,,,0.003877,0,3,0.000112,0,1
40790499,,,,,,,0.003877,0,3,0.000112,0,1
109608296,,,,,,,0.003877,0,3,0.000112,0,1
423368954,,,,,,,0.003877,0,3,0.000112,0,1
627012374,,,,,,,0.003877,0,3,0.000112,0,1
1920257570,,,,,,,0.003877,0,3,0.000112,0,1
24556195,,,,,,,0.003877,0,3,0.000112,0,1
1384165113205198860,,,,,,,0.003877,17486.989374,3,0.000335,0,1
75126870,,,,,,,0.003877,0,3,0.000112,0,1
188240446,,,,,,,0.003877,21599.384509,3,0.000223,0,1
574493803,,,,,,,0.003877,0,3,0.000112,0,1
164317823,,,,,,,0.003877,183264.855727,3,0.001787,0,1
2705668844,,,,,,,0.003877,0,3,0.000112,0,1
3193936051,,,,,,,0.003877,53136.715632,1,0.000335,0,1
2400813884,,,,,,,0.003877,0,3,0.000112,0,1
74517659,,,,,,,0.003877,0,3,0.000112,0,1
30247200,,,,,,,0.003877,11003.424869,3,0.000223,0,1
718507682655838208,,,,,,,0.003877,0,3,0.000112,0,1
1618990652,,,,,,,0.003877,0,2,0.000112,0,1
34182134,,,,,,,0.003877,0,2,0.000112,0,1
246657960,,,,,,,0.003877,0,2,0.000112,0,1
1343195334,,,,,,,0.003877,0,2,0.000112,0,1
3625686975,,,,,,,0.003877,0,2,0.000112,0,1
4159606899,,,,,,,0.003877,0,2,0.000112,0,1
1308514806,,,,,,,0.003877,0,2,0.000112,0,1
940720002696663046,,,,,,,0.003877,0,2,0.000112,0,1
1403442826034114564,,,,,,,0.003877,0,2,0.000112,0,1
1265374201260564481,,,,,,,0.003877,0,2,0.000112,0,1
815415661,,,,,,,0.003877,0,2,0.000112,0,1
499317612,,,,,,,0.003877,0,2,0.000112,0,1
1066840664,,,,,,,0.003877,0,2,0.000112,0,1
887699281557286912,,,,,,,0.003877,0,2,0.000112,0,1
715046844,,,,,,,0.003877,98857.178009,3,0.000447,0,1
1210051918397083649,,,,,,,0.003877,0,2,0.000112,0,1
2861825981,,,,,,,0.003877,0,2,0.000112,0,1
1038193556,,,,,,,0.003877,0,2,0.000112,0,1
367234428,,,,,,,0.003877,0,2,0.000112,0,1
1148939647,,,,,,,0.003877,0,2,0.000112,0,1
2931322335,,,,,,,0.003877,32161.172538,2,0.000223,0,1
1395814164300501003,,,,,,,0.003877,0,2,0.000112,0,1
1673800896,,,,,,,0.003877,0,2,0.000112,0,1
3742591213,,,,,,,0.003877,0,2,0.000112,0,1
884410857547059200,,,,,,,0.003877,0,2,0.000112,0,1
833818813,,,,,,,0.003877,0,2,0.000112,0,1
118429360,,,,,,,0.003877,0,2,0.000112,0,1
1089918530,,,,,,,0.003877,0,2,0.000112,0,1
33654294,,,,,,,0.003877,0,2,0.000112,0,1
1222287419682279425,,,,,,,0.003877,0,2,0.000112,0,1
16260741,,,,,,,0.003877,32161.172538,2,0.000223,0,1
903284632069832707,,,,,,,0.003877,0,2,0.000112,0,1
1412826210057392131,,,,,,,0.003877,0,2,0.000112,0,1
3381908182,,,,,,,0.003877,0,2,0.000112,0,1
2709029176,,,,,,,0.003877,0,2,0.000112,0,1
2453290759,,,,,,,0.003877,0,2,0.000112,0,1
712039917493342209,,,,,,,0.003877,2718.31752,3,0.000223,0,1
1200093889790717952,,,,,,,0.003877,21504.053768,3,0.000447,0,1
22810177,,,,,,,0.003877,0,3,0.000112,0,1
19088288,,,,,,,0.003877,0,3,0.000112,0,1
18367304,,,,,,,0.003877,0,3,0.000112,0,1
124851971,,,,,,,0.003877,29921.95796,1,0.000447,0,1
896411018,,,,,,,0.003877,6997.836983,1,0.000335,0,1
825060844845281281,,,,,,,0.003877,0,3,0.000112,0,1
1392453820702154754,,,,,,,0.003877,0,3,0.000112,0,1
28407736,,,,,,,0.003877,0,3,0.000112,0,1
14248154,,,,,,,0.003877,0,3,0.000112,0,1
3677313497,,,,,,,0.003877,0,3,0.000112,0,1
352386097,,,,,,,0.003877,0,3,0.000112,0,1
305361426,,,,,,,0.003877,0,3,0.000112,0,1
1360345646826483717,,,,,,,0.003877,409077.434489,1,0.001564,0,1
1375778762,,,,,,,0.003877,0,3,0.000112,0,1
1595968483,,,,,,,0.003877,0,3,0.000112,0,1
18686095,,,,,,,0.003877,0,3,0.000112,0,1
1167062654436937731,,,,,,,0.003877,0,3,0.000112,0,1
350499770,,,,,,,0.003877,0,3,0.000112,0,1
999621483755286530,,,,,,,0.003877,0,3,0.000112,0,1
2198725662,,,,,,,0.003877,92736.712948,1,0.00134,0,1
1305987513669029891,,,,,,,0.003877,0,3,0.000112,0,1
404923541,,,,,,,0.003877,0,2,0.000112,0,1
2294688973,,,,,,,0.003877,0,2,0.000112,0,1
289864894,,,,,,,0.003877,0,2,0.000112,0,1
56556726,,,,,,,0.003877,21029.25249,2,0.000223,0,1
1278058149774331905,,,,,,,0.003877,0,2,0.000112,0,1
27497799,,,,,,,0.003877,0,2,0.000112,0,1
1367920728,,,,,,,0.003877,0,2,0.000112,0,1
1616520937,,,,,,,0.003877,0,2,0.000112,0,1
144876537,,,,,,,0.003877,0,2,0.000112,0,1
27817680,,,,,,,0.003877,0,2,0.000112,0,1
2738169336,,,,,,,0.003877,0,2,0.000112,0,1
1362578567557701635,,,,,,,0.003877,0,2,0.000112,0,1
1126832561622323200,,,,,,,0.003877,0,2,0.000112,0,1
1251380029428133891,,,,,,,0.003877,0,2,0.000112,0,1
552119609,,,,,,,0.003877,13503.313182,1,0.000335,0,1
187805921,,,,,,,0.003877,0,2,0.000112,0,1
85349109,,,,,,,0.003877,0,2,0.000112,0,1
992724265609912321,,,,,,,0.003877,0,2,0.000112,0,1
1670649775,,,,,,,0.003877,7038.672,2,0.000223,0,1
214492262,,,,,,,0.003877,315481.207058,1,0.003127,0,1
1291531291066798083,,,,,,,0.003877,68609.968101,1,0.001229,0,1
17005655,,,,,,,0.003877,0,2,0.000112,0,1
142331377,,,,,,,0.003877,0,2,0.000112,0,1
206017291,,,,,,,0.003877,0,2,0.000112,0,1
71704235,,,,,,,0.003877,7038.672,2,0.000223,0,1
349391821,,,,,,,0.003877,54502.239495,1,0.000894,0,1
260516330,,,,,,,0.003877,0,2,0.000112,0,1
199531539,,,,,,,0.003877,0,2,0.000112,0,1
36170996,,,,,,,0.003877,0,2,0.000112,0,1
1430602059989008385,,,,,,,0.003877,0,2,0.000112,0,1
26421933,,,,,,,0.003877,0,2,0.000112,0,1
1428093463132655617,,,,,,,0.003877,0,2,0.000112,0,1
2472134791,,,,,,,0.003877,0,2,0.000112,0,1
1347731975436726273,,,,,,,0.003877,0,2,0.000112,0,1
2553547478,,,,,,,0.003877,6146.205687,2,0.000223,0,1
353701188,,,,,,,0.003877,0,2,0.000112,0,1
3364419754,,,,,,,0.003877,0,2,0.000112,0,1
372359435,,,,,,,0.003877,0,2,0.000112,0,1
533637218,,,,,,,0.003877,0,2,0.000112,0,1
732359904158081024,,,,,,,0.003877,0,2,0.000112,0,1
94125725,,,,,,,0.003877,0,2,0.000112,0,1
37432471,,,,,,,0.003877,0,2,0.000112,0,1
461719863,,,,,,,0.003877,0,2,0.000112,0,1
1438203438794412032,,,,,,,0.003877,0,2,0.000112,0,1
50319022,,,,,,,0.003877,0,2,0.000112,0,1
1962931488,,,,,,,0.003877,0,2,0.000112,0,1
380981038,,,,,,,0.003877,0,2,0.000112,0,1
216382821,,,,,,,0.003877,0,12,0.000112,0,1
221404761,,,,,,,0.003877,0,12,0.000112,0,1
1087983274402766848,,,,,,,0.003877,154056.479874,1,0.00067,0,1
212580707,,,,,,,0.003877,0,12,0.000112,0,1
19922241,,,,,,,0.003877,0,12,0.000112,0,1
1354784313032769536,,,,,,,0.003877,0,12,0.000112,0,1
228949327,,,,,,,0.003877,0,12,0.000112,0,1
275700827,,,,,,,0.003877,0,12,0.000112,0,1
730238024127283200,,,,,,,0.003877,0,12,0.000112,0,1
591145114,,,,,,,0.003877,0,12,0.000112,0,1
23095574,,,,,,,0.003877,0,12,0.000112,0,1
1158630151,,,,,,,0.003877,0,12,0.000112,0,1
4140803386,,,,,,,0.003877,0,12,0.000112,0,1
1420828539838947332,,,,,,,0.003877,0,12,0.000112,0,1
859701206,,,,,,,0.003877,0,12,0.000112,0,1
1179415566920097792,,,,,,,0.003877,0,1,0.000112,0,1
3028678097,,,,,,,0.003877,6427.754359,1,0.000335,0,1
33034609,,,,,,,0.003877,1622.404222,1,0.000223,0,1
1115587452238831616,,,,,,,0.003877,0,1,0.000112,0,1
612813093,,,,,,,0.003877,0,1,0.000112,0,1
765742924625801217,,,,,,,0.003877,0,1,0.000112,0,1
435976850,,,,,,,0.003877,0,1,0.000112,0,1
222249603,,,,,,,0.003877,0,5,0.000112,0,1
482412592,,,,,,,0.003877,0,5,0.000112,0,1
31276731,,,,,,,0.003877,0,5,0.000112,0,1
2532815671,,,,,,,0.003877,0,5,0.000112,0,1
2253996751,,,,,,,0.003877,0,5,0.000112,0,1
240319214,,,,,,,0.003877,0,5,0.000112,0,1
166651726,,,,,,,0.003877,0,5,0.000112,0,1
1340672663090544641,,,,,,,0.003877,0,5,0.000112,0,1
572656810,,,,,,,0.003877,0,5,0.000112,0,1
194649594,,,,,,,0.003877,0,5,0.000112,0,1
1170901705,,,,,,,0.003877,0,5,0.000112,0,1
37513699,,,,,,,0.003877,102898.200528,1,0.000335,0,1
590339623,,,,,,,0.003877,55599.106722,3,0.000335,0,1
285196322,,,,,,,0.003877,0,5,0.000112,0,1
1369312857959985153,,,,,,,0.003877,0,5,0.000112,0,1
709334443635429376,,,,,,,0.003877,0,5,0.000112,0,1
1131854274223366144,,,,,,,0.003877,0,5,0.000112,0,1
284029219,,,,,,,0.003877,0,5,0.000112,0,1
295829514,,,,,,,0.003877,0,5,0.000112,0,1
793448364885024769,,,,,,,0.003877,0,5,0.000112,0,1
3247607322,,,,,,,0.003877,0,1,0.000112,0,1
24418305,,,,,,,0.003877,0,1,0.000112,0,1
843179791394263041,,,,,,,0.003877,0,1,0.000112,0,1
190996147,,,,,,,0.003877,66522.407305,1,0.000223,0,1
1285267621927989248,,,,,,,0.003877,0,1,0.000112,0,1
566744627,,,,,,,0.003877,0,1,0.000112,0,1
229580258,,,,,,,0.003877,0,1,0.000112,0,1
2721074338,,,,,,,0.003877,0,1,0.000112,0,1
2435808164,,,,,,,0.003877,0,9,0.000112,0,1
1300576864201654273,,,,,,,0.003877,0,8,0.000112,0,1
478862123,,,,,,,0.003877,0,8,0.000112,0,1
93002504,,,,,,,0.003877,0,8,0.000112,0,1
12095732,,,,,,,0.003877,0,8,0.000112,0,1
14755165,,,,,,,0.003877,0,8,0.000112,0,1
312114812,,,,,,,0.003877,0,8,0.000112,0,1
163562545,,,,,,,0.003877,0,8,0.000112,0,1
1040094300,,,,,,,0.003877,0,8,0.000112,0,1
1367155660933136384,,,,,,,0.003877,203371.180875,3,0.000223,0,1
2687762558,,,,,,,0.003877,0,8,0.000112,0,1
407037083,,,,,,,0.003877,0,8,0.000112,0,1
151575714,,,,,,,0.003877,0,8,0.000112,0,1
119579005,,,,,,,0.003877,0,8,0.000112,0,1
171799828,,,,,,,0.003877,0,8,0.000112,0,1
111360724,,,,,,,0.003877,0,8,0.000112,0,1
145749446,,,,,,,0.003877,0,8,0.000112,0,1
30059731,,,,,,,0.003877,0,8,0.000112,0,1
41387164,,,,,,,0.003877,0,8,0.000112,0,1
992491782,,,,,,,0.003877,0,8,0.000112,0,1
135477166,,,,,,,0.003877,22420.14392,8,0.000223,0,1
22510887,,,,,,,0.003877,0,8,0.000112,0,1
126713478,,,,,,,0.003877,0,8,0.000112,0,1
467628409,,,,,,,0.003877,0,8,0.000112,0,1
1687073880,,,,,,,0.003877,0,8,0.000112,0,1
2712360985,,,,,,,0.003877,0,8,0.000112,0,1
259464538,,,,,,,0.003877,0,8,0.000112,0,1
2590341517,,,,,,,0.003877,0,2,0.000112,0,1
15360181,,,,,,,0.003877,0,2,0.000112,0,1
15352498,,,,,,,0.003877,12674.764685,2,0.000223,0,1
158414044,,,,,,,0.003877,0,2,0.000112,0,1
183016003,,,,,,,0.003877,0,2,0.000112,0,1
18581359,,,,,,,0.003877,0,2,0.000112,0,1
53086408,,,,,,,0.003877,0,2,0.000112,0,1
2418409292,,,,,,,0.003877,0,2,0.000112,0,1
10214892,,,,,,,0.003877,0,2,0.000112,0,1
824364572131856385,,,,,,,0.003877,0,2,0.000112,0,1
2775737846,,,,,,,0.003877,0,2,0.000112,0,1
18616042,,,,,,,0.003877,0,2,0.000112,0,1
525086166,,,,,,,0.003877,0,2,0.000112,0,1
14517051,,,,,,,0.003877,0,2,0.000112,0,1
21084919,,,,,,,0.003877,0,2,0.000112,0,1
23657309,,,,,,,0.003877,6968.084959,2,0.000223,0,1
43804732,,,,,,,0.003877,0,2,0.000112,0,1
15072741,,,,,,,0.003877,0,2,0.000112,0,1
48981418,,,,,,,0.003877,0,2,0.000112,0,1
1255595348023816192,,,,,,,0.003877,0,2,0.000112,0,1
15497575,,,,,,,0.003877,0,2,0.000112,0,1
103073108,,,,,,,0.003877,0,2,0.000112,0,1
226045097,,,,,,,0.003877,0,2,0.000112,0,1
