Id,Label,timeset,twittername,first name,last name,political affiliation
60971504,,,,,,
145757413,,,,,,
437658020,,,,,,
1384941248620990465,,,,,,
343626865,,,,,,
30089706,,,,,,
566020335,,,,,,
4800864314,,,,,,
12933152,,,,,,
1379486103707746306,,,,,,
820394508,,,,,,
342168708,,,,,,
17874869,,,,,,
741563432,,,,,,
267941120,,,,,,
1318231497174880259,,,,,,
1380591152,,,,,,
2306023107,,,,,,
2440810478,,,,,,
946126124,,,,,,
237720914,,,,,,
53066212,,,,,,
102532798,,,,,,
1397377294990258180,,,,,,
461741892,,,,,,
110460722,,,,,,
1429513454491164676,,,,,,
1382405059670081540,,,,,,
1164864823882067968,,,,,,
139261738,,,,,,
900412752832978944,,,,,,
1369385038664658954,,,,,,
463433398,,,,,,
1300849593358471170,,,,,,
3372677836,,,,,,
2651714172,,,,,,
36488911,,,,,,
1295281472224538625,,,,,,
1120045145276198914,,,,,,
462128118,,,,,,
3254400099,,,,,,
461027370,,,,,,
351739406,,,,,,
112548739,,,,,,
1612782462,,,,,,
1114536540586348551,,,,,,
1098567360330502144,,,,,,
563682660,,,,,,
958043434568134656,,,,,,
252073146,,,,,,
354964895,,,,,,
1279605491270733824,,,,,,
277585663,,,,,,
1253397325893873665,,,,,,
885811180278661120,,,,,,
1427044343005818885,,,,,,
2434162616,,,,,,
558330112,,,,,,
1207489601805455363,,,,,,
1026468656195227649,,,,,,
1139932775388049414,,,,,,
48457183,,,,,,
250414494,,,,,,
1123047281618505729,,,,,,
2165369432,,,,,,
705142279728664576,,,,,,
2764314803,,,,,,
624619918,,,,,,
1228018552428466176,,,,,,
965262703,,,,,,
1274006014019481600,,,,,,
1240213307908390912,,,,,,
127369948,,,,,,
19602163,,,,,,
22116705,,,,,,
264488661,,,,,,
4752522058,,,,,,
39822897,,,,,,
68279581,,,,,,
1158232790934048768,,,,,,
42203,,,,,,
88036806,,,,,,
1050404170195333121,,,,,,
2193211639,,,,,,
1051514280749752321,,,,,,
1663428859,,,,,,
1016486686958739457,,,,,,
1419756165055975441,,,,,,
1351940525633400834,,,,,,
575698060,,,,,,
608694463,,,,,,
378602976,,,,,,
15022678,,,,,,
10475892,,,,,,
2887544220,,,,,,
1293510025680478208,,,,,,
838066498782519298,,,,,,
107900713,,,,,,
20098677,,,,,,
21508112,,,,,,
877347579180220417,,,,,,
874599972,,,,,,
3492639915,,,,,,
2437928781,,,,,,
998962971517898754,,,,,,
129849617,,,,,,
912657193941553153,,,,,,
141266091,,,,,,
24805185,,,,,,
279195976,,,,,,
744559800877342730,,,,,,
2456090006,,,,,,
19853321,,,,,,
1162020975187288064,,,,,,
228977093,,,,,,
217610069,,,,,,
274633701,,,,,,
2159143291,,,,,,
26593129,,,,,,
56134750,,,,,,
92864186,,,,,,
1362218598849208320,,,,,,
2271466230,,,,,,
865566329247608832,,,,,,
40537685,,,,,,
2459208067,,,,,,
1227171998356443136,,,,,,
803502925209178112,,,,,,
27371671,,,,,,
1377425540,,,,,,
92905504,,,,,,
1356397585179828229,,,,,,
351013017,,,,,,
300629341,,,,,,
1364756283186905089,,,,,,
1643827760,,,,,,
221355278,,,,,,
1389668038593634306,,,,,,
281587128,,,,,,
36111440,,,,,,
2555669810,,,,,,
119818129,,,,,,
1390184486,,,,,,
2923254216,,,,,,
1186606184,,,,,,
3400323767,,,,,,
334294620,,,,,,
1595223594,,,,,,
1339998018309918721,,,,,,
1874119104,,,,,,
281289042,,,,,,
1174774009361260553,,,,,,
2814976597,,,,,,
30368137,,,,,,
427818013,,,,,,
1246570008,,,,,,
1237226500413407232,,,,,,
94712187,,,,,,
122130825,,,,,,
431673426,,,,,,
1265835600923357185,,,,,,
16398559,,,,,,
61018115,,,,,,
4516921234,,,,,,
1263128428909223936,,,,,,
1177367344164888580,,,,,,
471625743,,,,,,
17238899,,,,,,
4775862446,,,,,,
854874115,,,,,,
476484031,,,,,,
384051609,,,,,,
22447958,,,,,,
71464042,,,,,,
114590651,,,,,,
510602178,,,,,,
3037899209,,,,,,
1047194401011900416,,,,,,
1225234537111683072,,,,,,
1329165444218056704,,,,,,
263288756,,,,,,
461498536,,,,,,
1432511719620988929,,,,,,
35112456,,,,,,
624883194,,,,,,
252770855,,,,,,
3007830927,,,,,,
514482028,,,,,,
440923660,,,,,,
703436516,,,,,,
442162382,,,,,,
872885192590884865,,,,,,
2711875642,,,,,,
978535635085504512,,,,,,
32733640,,,,,,
39614857,,,,,,
817580826,,,,,,
15927859,,,,,,
4269803603,,,,,,
14116980,,,,,,
382210860,,,,,,
68599588,,,,,,
242063148,,,,,,
2430047892,,,,,,
20745003,,,,,,
24979228,,,,,,
198755506,,,,,,
900031843080192000,,,,,,
917122313837039616,,,,,,
436260090,,,,,,
803464596,,,,,,
76238276,,,,,,
7312992,,,,,,
15033684,,,,,,
756909131533922304,,,,,,
497526888,,,,,,
1421932208,,,,,,
2885769910,,,,,,
4308416115,,,,,,
28927228,,,,,,
1965727063,,,,,,
591383718,,,,,,
1204829532529803265,,,,,,
16638708,,,,,,
1251989186862866433,,,,,,
3304522599,,,,,,
238446507,,,,,,
61529217,,,,,,
608316391,,,,,,
193721508,,,,,,
3314912109,,,,,,
47279641,,,,,,
2340561200,,,,,,
3558926597,,,,,,
613073821,,,,,,
404256223,,,,,,
2552770807,,,,,,
26840937,,,,,,
2814653607,,,,,,
3300693633,,,,,,
3539962880,,,,,,
2347314541,,,,,,
106100935,,,,,,
59639693,,,,,,
1100509588175097860,,,,,,
822810047025659904,,,,,,
2337057565,,,,,,
1120085915710263297,,,,,,
295386584,,,,,,
1353027698,,,,,,
1265350869391781888,,,,,,
2824020340,,,,,,
1508110801,,,,,,
9917992,,,,,,
1333910351696461830,,,,,,
756953808131858432,,,,,,
3213941327,,,,,,
1729193269,,,,,,
1386140085058367489,,,,,,
26498121,,,,,,
205366389,,,,,,
1418601386,,,,,,
2275007473,,,,,,
27013422,,,,,,
20395112,,,,,,
1257715438336700417,,,,,,
1142048265346715649,,,,,,
1302625101075156994,,,,,,
44361737,,,,,,
36281810,,,,,,
39288111,,,,,,
16788781,,,,,,
718082561596067840,,,,,,
56164450,,,,,,
2562583105,,,,,,
67662683,,,,,,
2504541775,,,,,,
138839349,,,,,,
3236365296,,,,,,
222265111,,,,,,
385235958,,,,,,
590165011,,,,,,
173833508,,,,,,
1052290795942731777,,,,,,
112609730,,,,,,
3992965873,,,,,,
121108494,,,,,,
481481910,,,,,,
619612365,,,,,,
279679549,,,,,,
50326275,,,,,,
2432396348,,,,,,
39580472,,,,,,
513412890,,,,,,
44208473,,,,,,
1408148208442908673,,,,,,
1042855112195026944,,,,,,
17954186,,,,,,
32485826,,,,,,
266745516,,,,,,
1004351103197220864,,,,,,
3449275407,,,,,,
1394748564006490113,,,,,,
20005887,,,,,,
701911546142683136,,,,,,
48475006,,,,,,
972596838414008320,,,,,,
938848632383483904,,,,,,
2802164864,,,,,,
1258426125296054272,,,,,,
1342413157214523392,,,,,,
42252577,,,,,,
461601213,,,,,,
221938834,,,,,,
24019364,,,,,,
43697249,,,,,,
2384404819,,,,,,
89155640,,,,,,
946223069294501889,,,,,,
62311579,,,,,,
246574430,,,,,,
1379806189840662531,,,,,,
18469492,,,,,,
1419262698341113861,,,,,,
366842064,,,,,,
245502476,,,,,,
52734415,,,,,,
964276467143122944,,,,,,
4550138292,,,,,,
25397132,,,,,,
759764062343430144,,,,,,
43963061,,,,,,
2409753944,,,,,,
1168009774086131713,,,,,,
248202917,,,,,,
2546554567,,,,,,
1411387510282985473,,,,,,
1573512366,,,,,,
1004328078087110656,,,,,,
66324129,,,,,,
3164387878,,,,,,
165793361,,,,,,
3755616497,,,,,,
1419532378364514304,,,,,,
1205769293939515392,,,,,,
1408273203273912322,,,,,,
1232042252102488064,,,,,,
140883428,,,,,,
1346268799,,,,,,
1209442605190328321,,,,,,
102629820,,,,,,
982266768,,,,,,
4746198495,,,,,,
417837124,,,,,,
1007090293567557634,,,,,,
742650306635276288,,,,,,
1214936644077457413,,,,,,
1378797390275182600,,,,,,
973185782142918656,,,,,,
825703091915874305,,,,,,
134179622,,,,,,
1142940366678761478,,,,,,
21576841,,,,,,
984004551937314816,,,,,,
218213287,,,,,,
1010301803064446980,,,,,,
17168602,,,,,,
3818334741,,,,,,
494311195,,,,,,
843609207215656960,,,,,,
2176628336,,,,,,
1904648114,,,,,,
873360193404379137,,,,,,
15608660,,,,,,
33189473,,,,,,
169164525,,,,,,
37008984,,,,,,
40790499,,,,,,
109608296,,,,,,
423368954,,,,,,
627012374,,,,,,
1920257570,,,,,,
24556195,,,,,,
1384165113205198860,,,,,,
75126870,,,,,,
188240446,,,,,,
574493803,,,,,,
164317823,,,,,,
2705668844,,,,,,
3193936051,,,,,,
2400813884,,,,,,
74517659,,,,,,
30247200,,,,,,
718507682655838208,,,,,,
1618990652,,,,,,
34182134,,,,,,
246657960,,,,,,
1343195334,,,,,,
3625686975,,,,,,
4159606899,,,,,,
1308514806,,,,,,
940720002696663046,,,,,,
1403442826034114564,,,,,,
1265374201260564481,,,,,,
815415661,,,,,,
499317612,,,,,,
1066840664,,,,,,
887699281557286912,,,,,,
715046844,,,,,,
1210051918397083649,,,,,,
2861825981,,,,,,
1038193556,,,,,,
367234428,,,,,,
1148939647,,,,,,
2931322335,,,,,,
1395814164300501003,,,,,,
1673800896,,,,,,
3742591213,,,,,,
884410857547059200,,,,,,
833818813,,,,,,
118429360,,,,,,
1089918530,,,,,,
33654294,,,,,,
1222287419682279425,,,,,,
16260741,,,,,,
903284632069832707,,,,,,
1412826210057392131,,,,,,
3381908182,,,,,,
2709029176,,,,,,
2453290759,,,,,,
712039917493342209,,,,,,
1200093889790717952,,,,,,
22810177,,,,,,
19088288,,,,,,
18367304,,,,,,
124851971,,,,,,
896411018,,,,,,
825060844845281281,,,,,,
1392453820702154754,,,,,,
28407736,,,,,,
14248154,,,,,,
3677313497,,,,,,
352386097,,,,,,
305361426,,,,,,
1360345646826483717,,,,,,
1375778762,,,,,,
1595968483,,,,,,
18686095,,,,,,
1167062654436937731,,,,,,
350499770,,,,,,
999621483755286530,,,,,,
2198725662,,,,,,
1305987513669029891,,,,,,
404923541,,,,,,
2294688973,,,,,,
289864894,,,,,,
56556726,,,,,,
1278058149774331905,,,,,,
27497799,,,,,,
1367920728,,,,,,
1616520937,,,,,,
144876537,,,,,,
27817680,,,,,,
2738169336,,,,,,
1362578567557701635,,,,,,
1126832561622323200,,,,,,
1251380029428133891,,,,,,
552119609,,,,,,
187805921,,,,,,
85349109,,,,,,
992724265609912321,,,,,,
1670649775,,,,,,
214492262,,,,,,
1291531291066798083,,,,,,
17005655,,,,,,
142331377,,,,,,
206017291,,,,,,
71704235,,,,,,
349391821,,,,,,
260516330,,,,,,
199531539,,,,,,
36170996,,,,,,
1430602059989008385,,,,,,
26421933,,,,,,
1428093463132655617,,,,,,
2472134791,,,,,,
1347731975436726273,,,,,,
2553547478,,,,,,
353701188,,,,,,
3364419754,,,,,,
372359435,,,,,,
533637218,,,,,,
732359904158081024,,,,,,
94125725,,,,,,
37432471,,,,,,
461719863,,,,,,
1438203438794412032,,,,,,
50319022,,,,,,
1962931488,,,,,,
380981038,,,,,,
216382821,,,,,,
221404761,,,,,,
1087983274402766848,,,,,,
212580707,,,,,,
19922241,,,,,,
1354784313032769536,,,,,,
228949327,,,,,,
275700827,,,,,,
730238024127283200,,,,,,
591145114,,,,,,
23095574,,,,,,
1158630151,,,,,,
4140803386,,,,,,
1420828539838947332,,,,,,
859701206,,,,,,
1179415566920097792,,,,,,
3028678097,,,,,,
33034609,,,,,,
1115587452238831616,,,,,,
612813093,,,,,,
765742924625801217,,,,,,
435976850,,,,,,
222249603,,,,,,
482412592,,,,,,
31276731,,,,,,
2532815671,,,,,,
2253996751,,,,,,
240319214,,,,,,
166651726,,,,,,
1340672663090544641,,,,,,
572656810,,,,,,
194649594,,,,,,
1170901705,,,,,,
37513699,,,,,,
590339623,,,,,,
285196322,,,,,,
1369312857959985153,,,,,,
709334443635429376,,,,,,
1131854274223366144,,,,,,
284029219,,,,,,
295829514,,,,,,
793448364885024769,,,,,,
3247607322,,,,,,
24418305,,,,,,
843179791394263041,,,,,,
190996147,,,,,,
1285267621927989248,,,,,,
566744627,,,,,,
229580258,,,,,,
2721074338,,,,,,
2435808164,,,,,,
1300576864201654273,,,,,,
478862123,,,,,,
93002504,,,,,,
12095732,,,,,,
14755165,,,,,,
312114812,,,,,,
163562545,,,,,,
1040094300,,,,,,
1367155660933136384,,,,,,
2687762558,,,,,,
407037083,,,,,,
151575714,,,,,,
119579005,,,,,,
171799828,,,,,,
111360724,,,,,,
145749446,,,,,,
30059731,,,,,,
41387164,,,,,,
992491782,,,,,,
135477166,,,,,,
22510887,,,,,,
126713478,,,,,,
467628409,,,,,,
1687073880,,,,,,
2712360985,,,,,,
259464538,,,,,,
2590341517,,,,,,
15360181,,,,,,
15352498,,,,,,
158414044,,,,,,
183016003,,,,,,
18581359,,,,,,
53086408,,,,,,
2418409292,,,,,,
10214892,,,,,,
824364572131856385,,,,,,
2775737846,,,,,,
18616042,,,,,,
525086166,,,,,,
14517051,,,,,,
21084919,,,,,,
23657309,,,,,,
43804732,,,,,,
15072741,,,,,,
48981418,,,,,,
1255595348023816192,,,,,,
15497575,,,,,,
103073108,,,,,,
226045097,,,,,,
14352562,,,,,,
23005580,,,,,,
3428064406,,,,,,
1046384036321652737,,,,,,
2993364399,,,,,,
33936046,,,,,,
32602930,,,,,,
1037451553035235328,,,,,,
619652625,,,,,,
23063097,,,,,,
301703012,,,,,,
1185768024164458496,,,,,,
2730768648,,,,,,
88100513,,,,,,
1060336591,,,,,,
70315912,,,,,,
1270419220619309061,,,,,,
68805982,,,,,,
14177893,,,,,,
737869308,,,,,,
21767570,,,,,,
249392133,,,,,,
15081539,,,,,,
223523445,,,,,,
6170442,,,,,,
563012009,,,,,,
1382793386,,,,,,
860116415289991171,,,,,,
709941422246330368,,,,,,
1077274080984862720,,,,,,
1327666400,,,,,,
871793301132902400,,,,,,
625256690,,,,,,
154433522,,,,,,
2729061,,,,,,
1170096714155483136,,,,,,
192775929,,,,,,
1440482023693381634,,,,,,
1376980773056753670,,,,,,
3567831,,,,,,
27076961,,,,,,
3666395597,,,,,,
705167144078577664,,,,,,
990157084560850944,,,,,,
214875221,,,,,,
581833131,,,,,,
12125792,,,,,,
1400047044191006732,,,,,,
1346122272009048064,,,,,,
915991337933078531,,,,,,
2525149488,,,,,,
634127491,,,,,,
29796446,,,,,,
135624348,,,,,,
297404250,,,,,,
1058916901437419521,,,,,,
2578713297,,,,,,
70864012,,,,,,
1069093860,,,,,,
3568294035,,,,,,
1239656154541600769,,,,,,
2248922893,,,,,,
66852639,,,,,,
261729940,,,,,,
1249884071750238210,,,,,,
3010165940,,,,,,
15215045,,,,,,
389936872,,,,,,
371125623,,,,,,
1082221,,,,,,
44962648,,,,,,
286255966,,,,,,
785226400223682563,,,,,,
872490603497480192,,,,,,
246,,,,,,
761458169386246144,,,,,,
17569096,,,,,,
84447036,,,,,,
552394700,,,,,,
3140773734,,,,,,
588752886,,,,,,
57392611,,,,,,
2414854116,,,,,,
310425304,,,,,,
51259801,,,,,,
314127120,,,,,,
1012692323669405696,,,,,,
1195574418,,,,,,
3234318552,,,,,,
1072206982201905155,,,,,,
858003778905153536,,,,,,
372900776,,,,,,
75160326,,,,,,
17026781,,,,,,
17536922,,,,,,
3013905454,,,,,,
312297721,,,,,,
3096516728,,,,,,
1061613703588691968,,,,,,
1120321887496626179,,,,,,
1972656259,,,,,,
1656070657,,,,,,
80380795,,,,,,
766377865520775168,,,,,,
1200953266525200384,,,,,,
634621098,,,,,,
271756523,,,,,,
247836666,,,,,,
3010963523,,,,,,
1070152726141497345,,,,,,
991077333174927360,,,,,,
385015308,,,,,,
963792240232488961,,,,,,
38853517,,,,,,
122465515,,,,,,
207657278,,,,,,
518010642,,,,,,
1338816625,,,,,,
176398351,,,,,,
86960389,,,,,,
212463932,,,,,,
2256674930,,,,,,
66820511,,,,,,
796243740293664768,,,,,,
1430999852520034308,,,,,,
1288197903719100416,,,,,,
16240926,,,,,,
89787188,,,,,,
971328109529182208,,,,,,
317807909,,,,,,
979577244,,,,,,
1184184022177595392,,,,,,
51311010,,,,,,
978655715345670144,,,,,,
705007146,,,,,,
1004371050216353793,,,,,,
325725115,,,,,,
38287442,,,,,,
51509931,,,,,,
38268238,,,,,,
1418331827316527106,,,,,,
1433922677681451008,,,,,,
1010557821614739456,,,,,,
1158391097665773569,,,,,,
27049579,,,,,,
1021070140463443968,,,,,,
4715389280,,,,,,
3098295646,,,,,,
983448844041060352,,,,,,
3127835814,,,,,,
240795645,,,,,,
289524112,,,,,,
1447666772,,,,,,
1332558873564049408,,,,,,
1399791038730997768,,,,,,
20631069,,,,,,
495264856,,,,,,
1220006182166786048,,,,,,
1596601651,,,,,,
829015371034349569,,,,,,
1308716038624698376,,,,,,
4843235387,,,,,,
570693830,,,,,,
2584515956,,,,,,
1163109818,,,,,,
257564460,,,,,,
1216332119330283521,,,,,,
112705523,,,,,,
1363381777377599488,,,,,,
940638528173731840,,,,,,
55926412,,,,,,
2890334974,,,,,,
1393083174742204416,,,,,,
1162237215272947712,,,,,,
1311033900140032005,,,,,,
1478599632,,,,,,
74280862,,,,,,
802717564640100352,,,,,,
3884327592,,,,,,
1235940106894270466,,,,,,
2351183016,,,,,,
1241830895226507264,,,,,,
3253558953,,,,,,
1379963122623131655,,,,,,
2558715765,,,,,,
1393717345466699778,,,,,,
854615934383902720,,,,,,
16034167,,,,,,
1275984013841367040,,,,,,
2732697128,,,,,,
52445295,,,,,,
243256743,,,,,,
571740889,,,,,,
2181315722,,,,,,
404934235,,,,,,
22954858,,,,,,
1191655030115446784,,,,,,
3438896243,,,,,,
59794389,,,,,,
4101062721,,,,,,
4114137119,,,,,,
1192177482386030595,,,,,,
2468936072,,,,,,
1548962478,,,,,,
145510868,,,,,,
1423712651515863042,,,,,,
104902472,,,,,,
1446511813647126528,,,,,,
1366110449276706822,,,,,,
1389236473724088324,,,,,,
1444782842907553794,,,,,,
300049028,,,,,,
928712572471336960,,,,,,
1338865239463395330,,,,,,
51546100,,,,,,
266050433,,,,,,
244993691,,,,,,
43445517,,,,,,
1344017972436770817,,,,,,
35152404,,,,,,
1380060816041418753,,,,,,
1271793845945196545,,,,,,
2790165875,,,,,,
1218302518305984513,,,,,,
1310819379190337543,,,,,,
1267175683626696705,,,,,,
2591357336,,,,,,
4085870375,,,,,,
269948707,,,,,,
19087483,,,,,,
1103046500911767552,,,,,,
541895451,,,,,,
77363852,,,,,,
155441670,,,,,,
714947543323525125,,,,,,
1253486892823179264,,,,,,
1267717469965152258,,,,,,
1095915337906864128,,,,,,
62353949,,,,,,
167668483,,,,,,
1029235630364999681,,,,,,
154419754,,,,,,
722940787772641280,,,,,,
1323481354982445057,,,,,,
731753429782036480,,,,,,
1078044289454747648,,,,,,
19167768,,,,,,
175404674,,,,,,
373568525,,,,,,
761443236,,,,,,
41937774,,,,,,
1400022122,,,,,,
1077846842,,,,,,
27910630,,,,,,
606767435,,,,,,
1526412817,,,,,,
3371630740,,,,,,
2998790739,,,,,,
22830767,,,,,,
1390761848388128769,,,,,,
1024635324,,,,,,
54284151,,,,,,
843861606,,,,,,
1050768633901830144,,,,,,
2823836399,,,,,,
1295324830385033217,,,,,,
1071033074,,,,,,
17760794,,,,,,
1356805510272602112,,,,,,
4716485265,,,,,,
2582892690,,,,,,
76989377,,,,,,
734960661034192896,,,,,,
244102909,,,,,,
49151546,,,,,,
2253883890,,,,,,
144492649,,,,,,
1360649418756661252,,,,,,
975016297,,,,,,
24157665,,,,,,
42976628,,,,,,
1293668417694658560,,,,,,
553998680,,,,,,
512801172,,,,,,
987353199324545024,,,,,,
1410085651484139521,,,,,,
490106261,,,,,,
1628316366,,,,,,
17685450,,,,,,
846078295,,,,,,
1356317747098095616,,,,,,
851116446881116162,,,,,,
978345458081943552,,,,,,
59916705,,,,,,
374141509,,,,,,
1326231769411162112,,,,,,
1159374279525445632,,,,,,
723994819,,,,,,
352410832,,,,,,
534653770,,,,,,
1295469846633881600,,,,,,
43745768,,,,,,
332236550,,,,,,
769802145726132224,,,,,,
236972328,,,,,,
1102968375284776965,,,,,,
219613402,,,,,,
1128812276440604672,,,,,,
281348304,,,,,,
4600725976,,,,,,
905924010625478656,,,,,,
1294575938416582656,,,,,,
1661182770,,,,,,
1329357303598829568,,,,,,
984898986,,,,,,
1338721956980518915,,,,,,
822118904109604866,,,,,,
759090314967736320,,,,,,
1294079777809326080,,,,,,
2925603492,,,,,,
747878978866843648,,,,,,
27069390,,,,,,
2281484407,,,,,,
1420164577430491137,,,,,,
4197757781,,,,,,
1422633609844781057,,,,,,
1442049623657365507,,,,,,
1316001223628251138,,,,,,
121047636,,,,,,
1224247639,,,,,,
3818989217,,,,,,
536103426,,,,,,
351009963,,,,,,
19482452,,,,,,
385811349,,,,,,
1431289619656630272,,,,,,
1093817585664253957,,,,,,
1367461237081186308,,,,,,
1272143366541672455,,,,,,
1127955952035143680,,,,,,
1032769682493726722,,,,,,
1486577563,,,,,,
1029043231063986177,,,,,,
2212640239,,,,,,
2996830695,,,,,,
15333188,,,,,,
286888215,,,,,,
3192536917,,,,,,
2968507103,,,,,,
959432437754421249,,,,,,
2600741635,,,,,,
1404590411847405568,,,,,,
871074475,,,,,,
374654206,,,,,,
39977710,,,,,,
3250066182,,,,,,
943892192447344641,,,,,,
2253795524,,,,,,
771389564736905216,,,,,,
1385344932378923009,,,,,,
361933684,,,,,,
98019343,,,,,,
1395062400,,,,,,
1008888246640762880,,,,,,
1015928973732114435,,,,,,
962255435766968322,,,,,,
3096625250,,,,,,
771715827800342528,,,,,,
961001501513699328,,,,,,
1414597315344490499,,,,,,
161121771,,,,,,
9356072,,,,,,
1163464930223435777,,,,,,
322832745,,,,,,
1187944161464475648,,,,,,
276258166,,,,,,
1385785302,,,,,,
171076111,,,,,,
601555458,,,,,,
1091450434500341761,,,,,,
1436412482386550784,,,,,,
374102478,,,,,,
1126462440,,,,,,
2308999809,,,,,,
1308274897630777344,,,,,,
2828187289,,,,,,
971857794826567680,,,,,,
1368321380555530243,,,,,,
465916525,,,,,,
18377235,,,,,,
20442664,,,,,,
21351268,,,,,,
1162145379011518465,,,,,,
1219923578,,,,,,
343554388,,,,,,
35089753,,,,,,
28206390,,,,,,
1358953654204723202,,,,,,
3258511,,,,,,
1311359699183439872,,,,,,
101905063,,,,,,
2291616902,,,,,,
519883595,,,,,,
259116532,,,,,,
750275313846935552,,,,,,
3586975572,,,,,,
526957006,,,,,,
1432592905055653889,,,,,,
1329086628397158409,,,,,,
36758722,,,,,,
915577980092641280,,,,,,
1173083481536159744,,,,,,
1031531706,,,,,,
18383003,,,,,,
1249738426792005640,,,,,,
1242970742347702272,,,,,,
1894669172,,,,,,
251332947,,,,,,
1214940329427771392,,,,,,
1072892244011700224,,,,,,
1250970918181986304,,,,,,
1050414008845643777,,,,,,
768304022319083523,,,,,,
814892216703389697,,,,,,
477503229,,,,,,
780111689626681344,,,,,,
1432420281696522242,,,,,,
1611758551,,,,,,
2209641480,,,,,,
1270370179248197637,,,,,,
3289453684,,,,,,
3187125694,,,,,,
1334589021951991809,,,,,,
1095173919491780608,,,,,,
1030546808743841794,,,,,,
178674627,,,,,,
1088465473,,,,,,
778792652644818944,,,,,,
421482494,,,,,,
813058232797237248,,,,,,
2221666722,,,,,,
14265343,,,,,,
1445155804244553730,,,,,,
16083660,,,,,,
745995126263193601,,,,,,
864910325321265153,,,,,,
570078368,,,,,,
343681064,,,,,,
51514769,,,,,,
96446389,,,,,,
14422995,,,,,,
1266371396847890439,,,,,,
78955632,,,,,,
1441302197409435648,,,,,,
1638607153,,,,,,
3285693150,,,,,,
1286866100328824832,,,,,,
40010093,,,,,,
47205125,,,,,,
36422158,,,,,,
177177601,,,,,,
2478837301,,,,,,
511037012,,,,,,
231146728,,,,,,
51398426,,,,,,
814493144,,,,,,
232652583,,,,,,
1382425350785937408,,,,,,
2157244796,,,,,,
511299034,,,,,,
1297554634182209537,,,,,,
19801206,,,,,,
172352150,,,,,,
1085244786897027072,,,,,,
727878818246070275,,,,,,
2693638711,,,,,,
582379571,,,,,,
1423258513665581061,,,,,,
142402651,,,,,,
116476946,,,,,,
3290159069,,,,,,
561789525,,,,,,
1380673186505850881,,,,,,
436737559,,,,,,
3146202635,,,,,,
778920158,,,,,,
146093582,,,,,,
247487340,,,,,,
492257051,,,,,,
994221357071089664,,,,,,
1432744162529615875,,,,,,
169277762,,,,,,
2369738982,,,,,,
253086457,,,,,,
244108520,,,,,,
3133994786,,,,,,
2580524542,,,,,,
970054179459919873,,,,,,
975860978830028801,,,,,,
1172366414,,,,,,
3997936454,,,,,,
989507174094262278,,,,,,
323950660,,,,,,
1945413174,,,,,,
2380853546,,,,,,
2649268477,,,,,,
3418465993,,,,,,
252875042,,,,,,
45672815,,,,,,
16301087,,,,,,
804810092302503936,,,,,,
4018846452,,,,,,
40729467,,,,,,
2452510988,,,,,,
72339761,,,,,,
965974299470385154,,,,,,
3632851392,,,,,,
4168143058,,,,,,
45113982,,,,,,
191915993,,,,,,
458631280,,,,,,
1396121088,,,,,,
996245368416407553,,,,,,
795627516878852096,,,,,,
1337648276733124610,,,,,,
875672733752987649,,,,,,
876479489500487681,,,,,,
1122573500248510464,,,,,,
45226179,,,,,,
1123297838333603840,,,,,,
260265236,,,,,,
787774368566816768,,,,,,
857464194626727936,,,,,,
1307814874999742464,,,,,,
2550603348,,,,,,
588883728,,,,,,
2151791810,,,,,,
1218282094213967875,,,,,,
298222364,,,,,,
1621356932,,,,,,
1178575157364850689,,,,,,
184975034,,,,,,
458039162,,,,,,
1421131101922332672,,,,,,
1023170244766883840,,,,,,
19352912,,,,,,
1388453968888619009,,,,,,
766392155258679296,,,,,,
965449397717749760,,,,,,
1408913981293662208,,,,,,
903430820312076289,,,,,,
3050546779,,,,,,
2331287820,,,,,,
810723502768713728,,,,,,
2735613917,,,,,,
1446352422272528385,,,,,,
76768423,,,,,,
184853651,,,,,,
588497903,,,,,,
1419746989449744396,,,,,,
1442234721505742858,,,,,,
1440509126216347656,,,,,,
2318113219,,,,,,
17111337,,,,,,
1421263144274567172,,,,,,
113654419,,,,,,
2150171849,,,,,,
1072692868651737088,,,,,,
1238641643558928384,,,,,,
733429965333520390,,,,,,
18158343,,,,,,
186980225,,,,,,
51346243,,,,,,
15331235,,,,,,
180088458,,,,,,
461582174,,,,,,
2285515771,,,,,,
129316450,,,,,,
182401775,,,,,,
2370756440,,,,,,
596009099,,,,,,
1279885961841819649,,,,,,
2212712047,,,,,,
2801095093,,,,,,
1249029070886666240,,,,,,
600234980,,,,,,
115587493,,,,,,
1707025764,,,,,,
1433606604218408963,,,,,,
1917792367,,,,,,
2797134487,,,,,,
154915250,,,,,,
2400000572,,,,,,
559023147,,,,,,
1280337364993429504,,,,,,
2693735376,,,,,,
1212150302788345857,,,,,,
165100373,,,,,,
494170583,,,,,,
1251518605600206850,,,,,,
557289715,,,,,,
1009785173011988480,,,,,,
578590553,,,,,,
122999764,,,,,,
1423390095562915849,,,,,,
1350206209119444996,,,,,,
122144451,,,,,,
708387548859604992,,,,,,
11408322,,,,,,
2369459569,,,,,,
754319153951944704,,,,,,
2506299709,,,,,,
2363571329,,,,,,
104372498,,,,,,
105106236,,,,,,
599677550,,,,,,
92821882,,,,,,
633211148,,,,,,
2975160689,,,,,,
97904065,,,,,,
377591697,,,,,,
1106771831837675521,,,,,,
1040405782402084864,,,,,,
243903847,,,,,,
716760195729334272,,,,,,
896911058459340800,,,,,,
1277702514,,,,,,
2339595207,,,,,,
