,id,comm,dup
205,188162948,1,False
206,864192327727886336,1,False
207,1446352422272528385,1,False
208,19540359,1,False
209,1179737909500489729,1,False
210,1197389912821116929,1,False
211,1106884731621257216,1,False
212,1382336580518621186,1,False
213,1148735122092568577,1,False
214,309932421,1,False
215,756913038,1,False
216,961678255450357760,1,False
217,1039315357004115971,1,False
218,3865577362,1,False
219,631988630,1,False
220,1406220117638266880,1,False
221,1360345646826483717,1,False
222,1084260346527805445,1,False
223,250756508,1,False
224,709304733,1,False
225,953444662404055041,1,False
226,3257047456,1,False
227,1545053600,1,False
228,1707636642,1,False
229,58340767,1,False
230,1483413924,1,False
231,1223950760,1,False
232,2226595754,1,False
233,277625770,1,False
234,22303151,1,False
235,2474878388,1,False
236,1184231486075092992,1,False
237,2434162616,1,False
238,29891001,1,False
239,48928700,1,False
240,738090781651697664,1,False
241,16272844,1,False
242,87742926,1,False
243,635750362,1,False
244,47692251,1,False
245,18805723,1,False
246,16620002,1,False
247,911471588,1,False
248,1348675178318893056,1,False
249,2678072299,1,False
250,16279532,1,False
251,3561124332,1,False
252,3188558830,1,False
253,32292352,1,False
254,363070453,1,False
255,3044668917,1,False
256,518931960,1,False
257,3484951036,1,False
258,272250877,1,False
259,488052222,1,False
260,1009785173011988480,2,False
261,1342125115383939073,2,False
262,1125543746697924609,2,False
263,1425866189780160514,2,False
264,1063494232126689280,2,False
265,1279885961841819649,2,False
266,1066847336050147329,2,False
267,17721863,2,False
268,896911058459340800,2,False
269,1423390095562915849,2,False
270,1106253079983390721,2,False
271,1109136672917209091,2,False
272,750460751240888324,2,False
273,1212150302788345857,2,False
274,939043270549577728,2,False
275,1353619250838183938,2,False
276,768392971,2,False
277,281121545,2,False
278,1433606604218408963,2,False
279,265108749,2,False
280,156487702,2,False
281,982359026410209280,2,False
282,197607704,2,False
283,998328097,2,False
284,525719842,2,False
285,132191779,2,False
286,446272806,2,False
287,559023147,2,False
288,1188166700,2,False
289,110475311,2,False
290,105975090,2,False
291,242506295,2,False
292,4834905915,2,False
293,2400000572,2,False
294,139712323,2,False
295,16014404,2,False
296,776856139,2,False
297,562762571,2,False
298,54034509,2,False
299,1342848846,2,False
300,131317072,2,False
301,165100373,2,False
302,2370756440,2,False
303,578590553,2,False
304,2530008414,2,False
305,2377760095,2,False
306,282149727,2,False
307,892064864,2,False
308,129316450,2,False
309,1707025764,2,False
310,134876261,2,False
311,479088229,2,False
312,768306276,2,False
313,2275886439,2,False
314,2807682921,2,False
315,3015024748,2,False
316,599677550,2,False
317,2369459569,2,False
318,2975160689,2,False
319,280064371,2,False
320,152012918,2,False
321,92821882,2,False
322,273262205,2,False
323,922605476424048640,2,False
324,1310206245631078400,2,False
325,996200380013916160,2,False
326,1440532151582134272,2,False
327,1280337364993429504,2,False
328,2363571329,2,False
329,1738057094,2,False
330,1288862425861836801,2,False
331,1249029070886666240,2,False
332,1251518605600206850,2,False
333,708387548859604992,2,False
334,195049872,2,False
335,2797134487,2,False
336,1090055713462865925,2,False
337,115587493,2,False
338,3025416359,2,False
339,2995187879,2,False
340,154915250,2,False
341,2801095093,2,False
342,2375671734,2,False
343,598641595,2,False
344,2800741820,2,False
345,2397249467,2,False
346,16213179,2,False
347,97904065,2,False
348,122144451,2,False
349,3578717895,2,False
350,4623339465,2,False
351,129863114,2,False
352,215423949,2,False
353,792139214,2,False
354,3402128080,2,False
355,2693735376,2,False
356,455900881,2,False
357,80034004,2,False
358,4104867797,2,False
359,261772246,2,False
360,568429780,2,False
361,290683608,2,False
362,803381983,2,False
363,600234980,2,False
364,182401775,2,False
365,24990450,2,False
366,557289715,2,False
367,109567991,2,False
368,883774859452579840,3,False
369,1178575157364850689,3,False
370,1231693228937752578,3,False
371,254370449,3,False
372,365035637,3,False
373,3375064758,3,False
374,82679357,3,False
375,285190720,4,False
376,705988054578630656,4,False
377,1183544021626621953,4,True
378,1108409631334793216,4,True
379,1042860496892772352,4,False
380,19540359,4,True
381,515619336,4,False
382,122130825,4,False
383,16272844,4,True
384,1176572359974772749,4,False
385,4026045455,4,False
386,89505108,4,True
387,2978018901,4,True
388,4787630420,4,True
389,119748374,4,False
390,22565926,4,True
391,446268135,4,False
392,1223950760,4,True
393,360677740,4,False
394,16320622,4,False
395,1447500974,4,False
396,524557553,4,False
397,425710711,4,True
398,704798725747531776,5,False
399,14079041,5,False
400,1162020975187288064,5,False
401,1427044343005818885,5,False
402,113754405,5,False
403,281587128,5,False
404,16220555,5,False
405,946126124,5,False
406,536594609,5,False
407,35692915,5,False
408,2165369432,5,False
409,1612782462,5,False
410,1303704709123969024,6,True
411,1223950760,6,True
412,272185225,6,False
413,16272844,6,True
414,3242606862,6,False
415,943174774154498048,7,False
416,1291069648574832640,7,False
417,1330919892988686338,7,False
418,1086084557009575936,7,False
419,1427015461351342080,7,False
420,989311745100566529,7,False
421,1178019071821877250,7,False
422,1141126539213340672,7,False
423,1440509126216347656,7,False
424,733429965333520390,7,False
425,1446352422272528385,7,True
426,1434567543948300290,7,False
427,36133644,7,False
428,300313868,7,False
429,760249397103828992,7,False
430,1421263144274567172,7,False
431,1278776092355108868,7,False
432,2772001302,7,False
433,1533143322,7,False
434,42234395,7,False
435,714569357267853312,7,False
436,268832287,7,False
437,281715248,7,False
438,86425142,7,False
439,2255130686,7,False
440,15333188,7,False
441,47371589,7,False
442,1295516603430273024,7,False
443,2254171724,7,False
444,769165632738762752,7,False
445,414218319,7,False
446,3018841938,7,False
447,1722999380,7,False
448,1181269652871270400,7,False
449,1064928865,7,False
450,2555308646,7,False
451,412708728,7,False
452,973491119433572352,7,False
453,164317823,7,False
454,1018130243805110272,7,False
455,186980225,7,False
456,343059330,7,False
457,1269643480537509888,7,False
458,814944553492828160,7,False
459,1051191909874569216,7,False
460,1432545138119675905,7,False
461,1183161327033954304,7,False
462,1283961213471338496,7,False
463,634127491,7,False
464,1349358194796195840,7,False
465,1324786872913113090,7,False
466,1081375274472591361,7,False
467,252636557,7,False
468,713023110,7,False
469,256552850,7,False
470,184853651,7,False
471,1425939253456949252,7,False
472,269930134,7,False
473,65544087,7,False
474,739149720,7,False
475,20478618,7,False
476,2911660443,7,False
477,2351183016,7,False
478,747315625,7,False
479,154888106,7,False
480,1703331764,7,False
481,31067324,7,False
482,764896957,7,False
483,715046844,7,False
484,3242282429,7,False
485,1172345379125260288,7,False
486,474178244,7,False
487,1335433670019059712,7,False
488,449128142,7,False
489,602790864,7,False
490,261022418,7,False
491,975460565484122112,7,False
492,400259548,7,False
493,1304621913231286272,7,False
494,2845747685,7,False
495,135000298,7,False
496,2863551224,7,False
497,1159560116657709056,7,False
498,25813888,8,False
499,363070453,8,True
500,150270263,8,False
501,3191905064,8,False
502,274220538,8,False
503,1183161327033954304,9,True
504,704031546060234753,9,False
505,1335433670019059712,9,True
506,564207331,9,False
507,1446352422272528385,9,True
508,948659409399382017,9,False
509,733429965333520390,9,True
510,1433867054168387590,9,False
511,1440509126216347656,9,True
512,1425939253456949252,9,True
513,154888106,9,True
514,1957288050,9,False
515,34606493,9,False
516,164317823,9,True
517,759764062343430144,10,False
518,17969963,10,False
519,1384165113205198860,10,False
520,25397132,10,False
521,21410801,10,False
522,44208473,10,False
523,62311579,10,False
524,791282631006621696,11,False
525,1446352422272528385,11,True
526,635040003,11,False
527,129395750,11,False
528,1268686766439006215,11,False
529,15810950,11,False
530,1440509126216347656,11,True
531,1686740173,11,False
532,184853651,11,True
533,1187944161464475648,12,False
534,959432437754421249,12,False
535,1441302197409435648,12,False
536,1368321380555530243,12,False
537,1163464930223435777,12,False
538,251332947,12,False
539,546527413,12,False
540,366225624,12,False
541,377588094,12,False
542,2715275551,12,False
543,965478102594863104,13,False
544,29545977,13,False
545,59686058,13,False
546,847251704068190208,14,False
547,1446352422272528385,14,True
548,1346317368637603841,14,False
549,876479489500487681,14,False
550,1310724884008321028,14,False
551,2341257349,14,False
552,15371526,14,False
553,975519759105060864,14,False
554,1109141736972939264,14,False
555,1045369159578574850,14,False
556,771466526348107776,14,False
557,1024021327756382209,14,False
558,250804618,14,False
559,1283648018,14,False
560,3310729620,14,False
561,138077463,14,False
562,2373123864,14,False
563,175259033,14,False
564,16173081,14,False
565,63826204,14,False
566,286723230,14,False
567,280831905,14,False
568,2167166754,14,False
569,25393191,14,False
570,382935719,14,False
571,2752659114,14,False
572,529665584,14,False
573,2557859383,14,True
574,256069692,14,False
575,149004101,14,False
576,341866567,14,False
577,1196233544,14,False
578,74937543,14,False
579,16422863,14,False
580,868994263,14,False
581,310425304,14,False
582,37552089,14,False
583,196717787,14,False
584,74276700,14,False
585,215632349,14,False
586,19557595,14,False
587,78641250,14,False
588,404349157,14,False
589,1241938664,14,False
590,2573566824,14,False
591,416468980,14,False
592,297020666,14,False
593,312422268,14,False
594,255067647,14,False
