id,community
1128366660128260097,1
1269254845615095810,1
9455112,1
483313162,1
2926114316,1
14960142,1
222987791,1
619652625,1
33654294,1
1511003670,1
1239564608941113347,1
2612807188,1
1310724884008321028,1
273683993,1
1246570008,1
122525211,1
2502596130,1
874599972,1
9917992,1
20796969,1
169670184,1
57759275,1
38471212,1
1380591152,1
39822897,1
566744627,1
1134248217472843787,1
1010557821614739456,1
524785211,1
1618990652,1
975784752648212480,1
884265045479313408,1
707364896153980928,1
968303534822313984,1
1089918530,1
787738985481240576,1
758042170968375296,1
77035084,1
2504541775,1
15054416,1
1123047281618505729,1
2655180373,1
393713239,1
34506336,1
12125792,1
7312992,1
132015712,1
2427741792,1
14177893,1
2219828840,1
1731401322,1
2267952750,1
2400409201,1
1548961394,1
4308416115,1
2262304373,1
931882614,1
292468351,1
1395062400,1
960624707820113920,1
1279605491270733824,1
709334443635429376,1
902402049022808064,1
711980580813066240,1
1323481354982445057,1
1213405462021853185,1
1068193791511678977,1
844292741077061632,1
1026468656195227649,1
965028316460797953,1
1271855851330916353,1
1103832363363127297,1
912346683291389953,1
246466184,1
97121931,1
1204430581410353154,1
86410896,1
2256955027,1
2430047892,1
2452465303,1
1156602559378804741,1
135624348,1
3010143902,1
1065257588151996422,1
940720002696663046,1
1300624324206817280,1
95209129,1
118429360,1
1421932208,1
16811701,1
48035511,1
136160953,1
3245708989,1
102532798,1
47781573,1
76179144,1
341653196,1
563152589,1
36488911,1
27817680,1
1426711288462417921,1
1028355791143804929,1
264488661,1
2369365718,1
310425304,1
2560632538,1
2439108320,1
3021899490,1
2969192164,1
703436516,1
165971686,1
1330218727,1
389936872,1
603662056,1
1616520937,1
192775929,1
732359904158081024,1
1185768024164458496,1
1170096714155483136,1
1187944161464475648,1
98588419,1
1321710295245447169,1
1263128428909223936,1
1232835905616011264,1
1103476860187369472,1
723309048582561792,1
1143424329264324609,1
959432437754421249,1
1051514280749752321,1
2248922893,1
1016486686958739457,1
78403337,1
2720749324,1
518010642,1
1120321887496626179,1
2912843536,1
15619857,1
42702616,1
495159064,1
734095130,1
24979228,1
66852639,1
269948707,1
1077139237,1
1001274194443821064,1
139261738,1
242063148,1
1174774009361260553,1
18519855,1
1129088815,1
160429871,1
535799622,1
6170442,1
2437928781,1
166651726,1
217610069,1
22447958,1
297404250,1
240908125,1
153798495,1
22968164,1
3140773734,1
373667686,1
26593129,1
1438300010,1
18581359,1
96450418,1
14837621,1
1297250167,1
224737149,1
407943040,1
1021070140463443968,1
1373493122,1
1097531188338552832,1
14415745,1
999320625117196288,1
1024397417423106048,1
975519759105060864,1
1004371050216353793,1
1116067546778628097,1
1260770767123312640,1
1050404170195333121,1
995530035892121601,1
1144704604442988544,1
920714531537481729,1
765742924625801217,1
1182947209,1
59639693,1
56029187,1
1308040042724519939,1
119818129,1
1251380029428133891,1
1316013080250216453,1
17536922,1
138418077,1
41043869,1
579614622,1
718873385346797569,1
238446507,1
1104422828,1
188565420,1
19853321,1
1670649775,1
275735174,1
263288756,1
18622393,1
157591483,1
288548798,1
3625686975,1
40216513,1
1171683272,1
318420941,1
16422863,1
853722212741898240,1
1385785302,1
155629527,1
24459228,1
214530013,1
2834753506,1
2799175653,1
262436837,1
249386982,1
154433522,1
51546100,1
24348660,1
14247924,1
588752886,1
731753429782036480,1
1240867313445830656,1
24418305,1
928790819145842688,1
1361500715659755520,1
1225234537111683072,1
957808962983755776,1
2721515522,1
854874115,1
1212202179777331200,1
705142279728664576,1
1171534270168367105,1
44361737,1
1228605451,1
121108494,1
61888526,1
98019343,1
35051540,1
3148281878,1
587733016,1
24819740,1
12933152,1
2803615777,1
2253903906,1
1390184486,1
15702055,1
264439847,1
287303720,1
461027370,1
16267310,1
482412592,1
291862583,1
1317418116,1
562243642,1
43804732,1
62961725,1
1026669691337498624,1
728304522662043648,1
2407372861,1
3010963523,1
17360968,1
4396636233,1
33826892,1
2785990732,1
15128653,1
1341618252,1
38287442,1
4269803603,1
18733144,1
29796446,1
533637218,1
109144163,1
52516962,1
57661541,1
207677544,1
497526888,1
1338816625,1
4681656433,1
14116980,1
3096516728,1
1368619130,1
2800244863,1
1254832256,1
1389241812276023296,1
796243740293664768,1
768069259100622848,1
722623738672517120,1
1972656259,1
819279657187086336,1
790676320388845568,1
2472134791,1
1352713370772770816,1
819853925184638976,1
1384941248620990465,1
1418331827316527106,1
1339998018309918721,1
1433805160208338945,1
753744536887824385,1
763867259777519618,1
1412826210057392131,1
16369804,1
1347272097786171394,1
3305969806,1
1318231497174880259,1
3568294035,1
324602007,1
61018115,1
547747984,1
27371671,1
21809306,1
351013017,1
1428826266,1
2341257349,1
1415442622135603206,1
1498327201,1
64514213,1
461498536,1
3364419754,1
3257661611,1
130857133,1
536594609,1
2436061363,1
2764314803,1
339433652,1
546527413,1
1395814164300501003,1
1189800120,1
17795257,1
1042821954821087232,1
993705834470367232,1
1070001735454875648,1
958181344286269440,1
1171471512085389312,1
1008888246640762880,1
557844674,1
1343195334,1
106100935,1
53086408,1
977021137,1
1122706063466356737,1
447415943,1
3234318552,1
992724265609912321,1
366225624,1
16398559,1
19359977,1
3742591213,1
566020335,1
625256690,1
312297721,1
1663428859,1
1340517896854904832,1
716460064039575552,1
1353457212799262720,1
86960389,1
3558926597,1
2730768648,1
67254536,1
468732172,1
1390378070482165763,1
129849617,1
1445880242707570691,1
1438956476588957701,1
1366204146957885445,1
1404491652580843525,1
1442495023694553093,1
331864347,1
46975259,1
566196508,1
63826204,1
78706973,1
612813093,1
15677734,1
1378038493105037320,1
2525149488,1
461719863,1
14055736,1
3303438653,1
207657278,1
140253506,1
1861048644,1
1214396742,1
980875592,1
29256016,1
1377425540,1
183642459,1
34560347,1
27076961,1
22116705,1
92256613,1
83712358,1
15497575,1
322832745,1
118937966,1
2651576688,1
1274006014019481600,1
1365678726,1
10475892,1
1262268501823303680,1
1219578234,1
2159143291,1
1433247289330577408,1
793343793642680320,1
1005899772916477952,1
964446120402300928,1
997651678554828800,1
978535635085504512,1
1326220290700029952,1
967837552425119744,1
2459208067,1
40647043,1
1444459015875014657,1
39614857,1
751919973497384962,1
1438462388647440386,1
247511435,1
23005580,1
2590341517,1
289524112,1
16260741,1
1397377294990258180,1
1407160205117435908,1
365078935,1
2591357336,1
51259801,1
384051609,1
768295011007934469,1
979577244,1
1038301598,1
66820511,1
158095776,1
1376980773056753670,1
2776775090,1
14518712,1
29891001,1
260884922,1
110754237,1
268237247,1
1874119104,1
112609730,1
421263812,1
15215045,1
228977093,1
2416130503,1
293403080,1
32733640,1
3037899209,1
470780364,1
510093784,1
18340314,1
49707487,1
201984482,1
37513699,1
133863908,1
53066212,1
244328935,1
260516330,1
60971504,1
2151893489,1
771870952544096257,1
2289973748,1
3331283445,1
1308514806,1
4860164601,1
1095915337906864128,1
1268728504964825088,1
1061613703588691968,1
991077333174927360,1
1237226500413407232,1
155441670,1
838912397066846208,1
636262914,1
16116228,1
1338338931792756737,1
1346317368637603841,1
951280545421410305,1
413514250,1
1278822500143677442,1
820394508,1
722880943380242432,1
17050123,1
935697022400602112,1
1115587452238831616,1
1267504449087553539,1
15407637,1
1251340447387172868,1
1100740076844302341,1
119609883,1
494320156,1
79260190,1
3357096478,1
1253849257179824134,1
2944338467,1
252770855,1
42142250,1
1380813355,1
596793900,1
1887595058,1
15927859,1
577968691,1
92551736,1
23063097,1
378321467,1
3158178364,1
240831038,1
1650588223,1
89496127,1
923683393,1
2562583105,1
183016003,1
1548315212,1
365132365,1
3213941327,1
245373521,1
67758676,1
15022678,1
103701079,1
2165369432,1
139819609,1
1019405015855878144,1
1317802041423646720,1
917122313837039616,1
1182252711833718784,1
884410857547059200,1
575698060,1
541129316,1
271989352,1
554805867,1
1354038378640134145,1
1198972583288459265,1
1694247541,1
1258576501,1
925675836526776321,1
1347609010434953217,1
110504574,1
23370368,1
1130348139607576576,1
1125841354716696576,1
951892305098788864,1
1346122272009048064,1
961001501513699328,1
1426665402147360769,1
1323421765658431488,1
1343796672581816320,1
912657193941553153,1
1158232790934048768,1
1398595872187830274,1
77363852,1
119925381,1
1385344932378923009,1
1222287419682279425,1
826085293677748224,1
825749016487010304,1
898554931271127042,1
1362676092516126722,1
845271811097055234,1
435976850,1
994077337,1
21166754,1
871074475,1
51509931,1
26421933,1
26557104,1
41089713,1
165890739,1
2885769910,1
2652768953,1
297986745,1
1170901705,1
771715827800342528,1
3372677836,1
2439928526,1
280677070,1
2578713297,1
495401684,1
2553547478,1
3831737053,1
32189160,1
240319214,1
31513326,1
19602163,1
21084919,1
222386937,1
1103046500911767552,1
870473605473198080,1
167668483,1
1131854274223366144,1
395569923,1
1271793845945196545,1
785448020628430849,1
460413702,1
1227766472921014272,1
1185972487538040832,1
2600741635,1
75160326,1
1350484767255519233,1
1292608204845834241,1
1251989186862866433,1
1136294664,1
785226400223682563,1
1296424847149588483,1
786738726466707460,1
1301967293849755653,1
541895451,1
1356397585179828229,1
817580826,1
578272027,1
2337057565,1
1281041511782768646,1
3191905064,1
20745003,1
27101995,1
3317590829,1
165587758,1
30268206,1
35863342,1
3268565808,1
23522098,1
32602930,1
89787188,1
4767685428,1
84704052,1
209845048,1
1205299704831119361,1
829761553218072576,1
766360387,1
13880132,1
158100294,1
4752522058,1
179129165,1
245939022,1
2813664079,1
2157300561,1
459311957,1
15633240,1
1051556700,1
23657309,1
286255966,1
499317612,1
3314912109,1
294660973,1
58878834,1
605379442,1
17238899,1
361933684,1
551152504,1
1612782462,1
266050433,1
1317417438640697344,1
908018227040710656,1
1329165444218056704,1
1001986308343033856,1
148618115,1
918152297544380417,1
1347731975436726273,1
1311896805920043009,1
1046384036321652737,1
1444782842907553794,1
1386140085058367489,1
1257715438336700417,1
1303772129847111681,1
1351940525633400834,1
1389700907697270787,1
192842634,1
1424936529621774338,1
2912385932,1
38853517,1
3007830927,1
1350924172554366979,1
1403442826034114564,1
15023001,1
23554969,1
2829798301,1
622885791,1
2435808164,1
3079986094,1
1369385038664658954,1
1304210384367349770,1
363654070,1
416476088,1
223579065,1
325725115,1
275979196,1
1314208704,1
2184015885,1
510602178,1
390392773,1
872156101,1
349391821,1
785853390,1
2768042960,1
700287952,1
21986256,1
346123223,1
24951781,1
608316391,1
521255914,1
577727470,1
2275007473,1
721401357,1
385235958,1
3539962880,1
1345709200618389504,1
1240213307908390912,1
873624924711256064,1
871793301132902400,1
1338252288,1
883334379023597568,1
889661863100907520,1
1247907027650838528,1
1327442450957303809,1
1239698227739459584,1
1338865239463395330,1
295951367,1
249392133,1
1380663772906356737,1
1249884071750238210,1
15772683,1
1437539837477748738,1
1335046616697372675,1
291523600,1
199531539,1
903284632069832707,1
1297575021578256388,1
2580573206,1
427818013,1
1313212802799206406,1
1333910351696461830,1
1023207519060197383,1
741563432,1
1011936943247101952,1
1005522675761057792,1
1045793762063060992,1
729232479840800768,1
1077274080984862720,1
1306024583858917376,1
1103117762120028160,1
3013905454,1
535452718,1
18680879,1
1357917347181453312,1
363666493,1
1185294078256254977,1
1101092779378249729,1
1280589273335500801,1
563379279,1
2548489298,1
489749588,1
299228245,1
214875221,1
95046741,1
17005655,1
92736596,1
35112456,1
1225489734178344962,1
13716572,1
872490603497480192,1
766759351973404672,1
2574056066,1
56134750,1
1186606184,1
18148460,1
272133230,1
296549487,1
3607702640,1
17280115,1
373460084,1
4540976253,1
1227171998356443136,1
1017461230984990720,1
979741136725184512,1
1126832561622323200,1
1185936230393024512,1
1218302518305984513,1
1198789568214044672,1
1133696644422275072,1
1306136273782935553,1
1404590411847405568,1
1248842158553141250,1
1278058149774331905,1
1227080599451701249,1
1364261390614106113,1
1275466513529671681,1
1302625101075156994,1
70864012,1
2749373577,1
1204301854433316866,1
1190792680877559810,1
1207489601805455363,1
1231982311253708803,1
3428064406,1
37432471,1
286723230,1
18308257,1
2721074338,1
1114536540586348551,1
3127835814,1
591383718,1
1441410998355726344,1
572656810,1
226045097,1
634621098,1
50154666,1
59686058,1
35728556,1
141266091,1
3010165940,1
21400756,1
56556726,1
83307703,1
2592210108,1
289864894,1
1673800896,1
18390213,1
2294688973,1
442162382,1
65666257,1
196164822,1
2761710808,1
59243738,1
64261339,1
38878429,1
1239692519094575104,1
1293510025680478208,1
1229474724142604288,1
1162020975187288064,1
900412752832978944,1
1193458951976869888,1
751872198961487872,1
779333693936721920,1
1294643635397550080,1
904365258399244288,1
305401065,1
961514730,1
271756523,1
122465515,1
577170668,1
292728050,1
36170996,1
177347829,1
1366423551704784897,1
1255927911045095425,1
337816824,1
73411833,1
436260090,1
297020666,1
46894332,1
1174006316412674048,1
978655715345670144,1
1168589910825213952,1
1047194401011900416,1
951527727365988352,1
1344017972436770817,1
1380060816041418753,1
1117035592565628928,1
858003778905153536,1
911264470210682880,1
1169378542737661954,1
15371526,1
43445517,1
893202244077854721,1
892123934119927809,1
268573963,1
221355278,1
29904143,1
1064964294448750595,1
860116415289991171,1
18681111,1
1118222712818868229,1
68279581,1
2842385693,1
1437800221375963143,1
317807909,1
173833508,1
2736446758,1
38751529,1
4856851754,1
946126124,1
16788781,1
4722097454,1
39288111,1
2555669810,1
563064119,1
552119609,1
234593598,1
160673089,1
420560195,1
353701188,1
68021572,1
1201999184817094656,1
408526152,1
3290783049,1
77851978,1
176398351,1
38268238,1
2451955022,1
493604178,1
542244178,1
2801061205,1
1965727063,1
300629341,1
3098295646,1
563682660,1
169614697,1
45010284,1
2347314541,1
965262703,1
2790165875,1
276258166,1
371125623,1
128908662,1
38055290,1
367234428,1
1148939647,1
3092462976,1
1249204176548245504,1
865566329247608832,1
564657538,1
878242924567441408,1
1298675867061805056,1
1255595348023816192,1
1037451553035235328,1
2555583872,1
1275123310788063233,1
1218019404992196609,1
1058916901437419521,1
1163464930223435777,1
896509288889430017,1
2247798150,1
1269692602204532738,1
1161649331214200834,1
1255919262998441987,1
41520537,1
1153463878195589125,1
59829657,1
1270419220619309061,1
522345885,1
1151704477,1
1242510089145266182,1
1427044343005818885,1
887732866423173125,1
266653082,1
2887544220,1
1191423138954981382,1
15715743,1
887262626,1
46919079,1
1434341584670273544,1
2993364399,1
282111410,1
918318518,1
281587128,1
587087289,1
55819705,1
15908286,1
76238276,1
824281652423753728,1
242798024,1
990157084560850944,1
16272844,1
495066576,1
36281810,1
502160853,1
525086166,1
295386584,1
4819639768,1
2931322335,1
229580258,1
57392611,1
15072741,1
277085673,1
2853989866,1
1251137320289525760,1
175939051,1
440923660,1
10214892,1
147340782,1
142331377,1
308620789,1
43089397,1
194649594,1
44674554,1
737869308,1
979870450577686528,1
900031843080192000,1
1407536941680279552,1
840470152391016448,1
965478102594863104,1
880108852162707456,1
907302868645953537,1
977009074217795584,1
189341190,1
1563418116,1
982630470008553474,1
3438124552,1
385015308,1
351739406,1
2720800274,1
62664213,1
57527830,1
47279641,1
3247607322,1
16195103,1
100851235,1
1890389540,1
590339623,1
705007146,1
1595223594,1
245149238,1
78429753,1
54042169,1
302984766,1
116837959,1
385678932,1
431193685,1
40537685,1
750513752,1
258170457,1
334294620,1
2883808867,1
371739649,1
930479718,1
27049579,1
4787666543,1
20098677,1
3320688247,1
132210296,1
4026420858,1
365563514,1
1416035013502685184,1
908811901,1
1237643051214032896,1
994260608236376064,1
1446511813647126528,1
978320740708765696,1
1304185921433227264,1
1197522605760303104,1
1268045786312593408,1
1414623993529880576,1
1060278863874478080,1
1187760523829563392,1
1393384383650975744,1
1318741345905922048,1
975757898004549633,1
843179791394263041,1
2174574218,1
85859978,1
877710910780985345,1
1668333199,1
1438871779779530755,1
1261311256151183362,1
2968424080,1
1245003009555419137,1
106524304,1
1432511719620988929,1
1390148574546219009,1
1430999852520034308,1
1304886376572375041,1
1005823371144318977,1
244993691,1
261729940,1
1413615091224924164,1
1157684886,1
94125725,1
2784661153,1
88100513,1
1201788959719936007,1
378351271,1
2752659114,1
71704235,1
1300849593358471170,1
998962971517898754,1
3131039404,1
50319022,1
1699266222,1
1179415566920097792,1
189349553,1
46956207,1
1604931252,1
190996147,1
463433398,1
2247495353,1
92864186,1
31276731,1
224063162,1
2306023107,1
28540616,1
66334416,1
17026781,1
365473506,1
24313572,1
3226840807,1
18616042,1
258916078,1
18923250,1
268824309,1
1454456569,1
20467453,1
277585663,1
928712572471336960,1
1071951545212723200,1
1009115210546929664,1
1166086297754263552,1
1081036726758531072,1
1051100859831148544,1
1481076481,1
1173035282461089793,1
1057988206963056640,1
1158391097665773569,1
4744498950,1
2453290759,1
1142295084572073985,1
1001287095472873473,1
1028871362499305473,1
1856200458,1
249310990,1
4731285264,1
1177367344164888580,1
222265111,1
395394840,1
23101207,1
1032507164,1
21221149,1
68599588,1
4085870375,1
107900713,1
342699819,1
380981038,1
110460722,1
1115838887623122954,1
73199415,1
342168708,1
15613754,1
84447036,1
2367303485,1
