Id,Source Comm Interaction Count,Target Comm Interaction Count,Label,timeset,twittername,first name,last name,political affiliation,influence,betweenness_centrality,communityid,out_degree_centrality,in_degree_centrality,polygon
866967099415113728,0.0,,,,,,,,0.0038770000000000002,6254.894378,1.0,0.000558,0.0,1
47956279,0.0,,,,,,,,0.0038770000000000002,0.0,1.0,0.00011200000000000001,0.0,1
161562952,0.0,,,,,,,,0.0038770000000000002,0.0,1.0,0.00011200000000000001,0.0,1
709304733,0.0,,,,,,,,0.0038770000000000002,107041.30795,1.0,0.002681,0.0,1
1223950760,1.0,,,,,,,,0.0038770000000000002,1266122.524391,1.0,0.007148000000000001,0.0,1
596787864,4.0,,,,,,,,0.0038770000000000002,1321371.241195,1.0,0.0018989999999999999,0.0,1
4393812736,0.0,,,,,,,,0.0038770000000000002,0.0,1.0,0.00011200000000000001,0.0,1
16229199,0.0,,,,,,,,0.0038770000000000002,0.0,1.0,0.00011200000000000001,0.0,1
1381876639,0.0,,,,,,,,0.0038770000000000002,1356.103502,1.0,0.000335,0.0,1
270681057,0.0,,,,,,,,0.0038770000000000002,0.0,1.0,0.00011200000000000001,0.0,1
32244772,0.0,,,,,,,,0.0038770000000000002,9557.052838,1.0,0.0008939999999999999,0.0,1
2746778662,0.0,,,,,,,,0.0038770000000000002,0.0,1.0,0.00011200000000000001,0.0,1
214492262,1.0,,,,,,,,0.0038770000000000002,315481.20705799997,1.0,0.003127,0.0,1
3237987454,1.0,,,,,,,,0.0038770000000000002,543854.555441,1.0,0.002569,0.0,1
1303704709123969024,1.0,,,,,,,,0.0038770000000000002,2164853.324642,1.0,0.006367,0.0,1
1291531291066798083,1.0,,,,,,,,0.0038770000000000002,68609.968101,1.0,0.0012289999999999998,0.0,1
60597469,0.0,,,,,,,,0.0038770000000000002,2598.8426170000002,1.0,0.00044699999999999997,0.0,1
17204460,0.0,,,,,,,,0.0038770000000000002,41330.194153,1.0,0.001675,0.0,1
16229679,0.0,,,,,,,,0.0038770000000000002,0.0,1.0,0.00011200000000000001,0.0,1
852919543630573569,0.0,,,,,,,,0.0038770000000000002,1429.6432960000002,1.0,0.00044699999999999997,0.0,1
241640955,0.0,,,,,,,,0.0038770000000000002,0.0,1.0,0.00011200000000000001,0.0,1
1042586234193756161,0.0,,,,,,,,0.0038770000000000002,13062.267133,1.0,0.000782,0.0,1
1222274097935073281,1.0,,,,,,,,0.0038770000000000002,44166.994808999996,1.0,0.000558,0.0,1
217548314,0.0,,,,,,,,0.0038770000000000002,0.0,1.0,0.00011200000000000001,0.0,1
868647363342159872,0.0,,,,,,,,0.0038770000000000002,1780.383634,1.0,0.000335,0.0,1
2452465303,1.0,,,,,,,,0.0038770000000000002,10088.981170000001,1.0,0.00044699999999999997,0.0,1
405153459,0.0,,,,,,,,0.0038770000000000002,0.0,1.0,0.00011200000000000001,0.0,1
1213809900435857408,0.0,,,,,,,,0.0038770000000000002,0.0,1.0,0.00011200000000000001,0.0,1
3225863993,0.0,,,,,,,,0.0038770000000000002,0.0,1.0,0.00011200000000000001,0.0,1
3145959239,0.0,,,,,,,,0.0038770000000000002,33993.486387,1.0,0.0012289999999999998,0.0,1
69748811,0.0,,,,,,,,0.0038770000000000002,0.0,1.0,0.00011200000000000001,0.0,1
372271204,0.0,,,,,,,,0.0038770000000000002,1213.997612,1.0,0.000335,0.0,1
137734273,0.0,,,,,,,,0.0038770000000000002,0.0,1.0,0.00011200000000000001,0.0,1
820744090631475200,0.0,,,,,,,,0.0038770000000000002,0.0,1.0,0.00011200000000000001,0.0,1
490440847,0.0,,,,,,,,0.0038770000000000002,0.0,1.0,0.00011200000000000001,0.0,1
