id,communityID
946856348,1
14705053,1
709304733,1
167985567,1
1223950760,1
123519401,1
395993515,1
1346933296744124417,1
93020616,1
1449681354,1
36528586,1
1645101518,1
1411424719,1
47817168,1
460661204,1
956645852,1
487686623,1
421151200,1
17875426,1
774190671016198144,1
1044272266513711104,1
1266878041868959744,1
1096227160971509760,1
34947566,1
992059891,1
235274745,1
3484951036,1
482386429,1
1245378985883828225,1
884026348515115008,1
860702908668461056,1
971536182969384960,1
3004162563,1
2365063687,1
2357019144,1
188359178,1
282378768,1
1209229842,1
71049747,1
86344211,1
82149920,1
1395573282,1
2889433635,1
2960425510,1
1276982464217579521,1
2829984303,1
275210802,1
3733430840,1
545727034,1
293880381,1
18776647,1
1213932116,1
2293400150,1
1432822363,1
14975580,1
624681580,1
563978872,1
1009255038,1
317907582,1
1399195540093554688,1
1445905244500676608,1
22176387,1
1436320286958309377,1
836569810691575810,1
96281231,1
1447502440820002819,1
184861330,1
570417814,1
596787864,1
249012894,1
54837922,1
2435064488,1
1031340716,1
81470134,1
38937272,1
12804792,1
1409159409134096395,1
1166197440,1
407372483,1
2684150467,1
55468747,1
110396108,1
74883793,1
483451607,1
16958167,1
817636056,1
3314500315,1
743891682,1
446268135,1
197477112,1
387818233,1
2297823997,1
22233855,1
3750904576,1
1376880458055573504,1
1357834420732846080,1
1353317819245420544,1
4393812736,1
1238612328087576576,1
1209617399739080704,1
1204374981359984640,1
1006347590831464448,1
718139770430316544,1
705351206395207680,1
3047441154,1
108069639,1
1113219848,1
23962378,1
1511621388,1
1278213921468342275,1
216990477,1
4685693714,1
1343062806,1
1380753357296394245,1
1151632154,1
722527003,1
497484572,1
3115467549,1
1442076364501180423,1
384516903,1
20570921,1
48079678,1
393003839,1
291947329,1
37987143,1
4017242955,1
327533387,1
266904396,1
24986447,1
16229199,1
3168944977,1
143303507,1
416719703,1
190948207,1
3536757616,1
1417651057,1
28566386,1
372638581,1
868664184,1
928260986,1
793793795997462528,1
828310819402313728,1
2748908419,1
188162948,1
788060647401615360,1
776959799871303681,1
788130042882715649,1
792395212136017920,1
841033630050840577,1
2350842762,1
42247052,1
42271645,1
1381876639,1
40379301,1
23520166,1
1654195111,1
260907949,1
81183666,1
4859634618,1
19006397,1
3375072193,1
353379283,1
125322205,1
2610160608,1
270681057,1
2997232612,1
2978915301,1
16180205,1
1106068465,1
363070453,1
120136701,1
357958653,1
519750654,1
473531392,1
723146471273431040,1
90743813,1
2577417224,1
352797710,1
29017104,1
17818646,1
1022624791,1
154690587,1
1397416943875809280,1
834519511009091584,1
2198725662,1
3691095076,1
32244772,1
2746778662,1
89760824,1
2356511802,1
2553128006,1
2810340435,1
250348629,1
2994807895,1
94159959,1
1653056605,1
2786190433,1
246948963,1
25289829,1
214492262,1
1730897000,1
32212073,1
292480113,1
105784443,1
2937275517,1
2885608576,1
1217265422006915072,1
1068172989651390464,1
1009629964998709248,1
933016350615834624,1
846113738549792768,1
166790278,1
126346375,1
1246842814568239105,1
990062296943726592,1
1107097120467750913,1
913149899016933377,1
1106035116437049345,1
917368679951667201,1
20382860,1
1068918623778017282,1
621249680,1
1291531291066798083,1
1187143366921850883,1
276243604,1
1122821269,1
298321046,1
601285783,1
2837030041,1
955886730237874181,1
1300174465758826501,1
1147646449796157445,1
9946272,1
2880799905,1
2499765411,1
38880420,1
1289200813,1
91481264,1
1373611190,1
1070982332,1
3294127299,1
2981594310,1
1527907526,1
86861008,1
1898718420,1
325928151,1
60597469,1
2330690786,1
14050532,1
1000072428,1
17204460,1
1132266740,1
38520056,1
806662692404502528,1
824825637676294144,1
745680473284714496,1
807787995940036608,1
723258780163547137,1
799925399241097216,1
771414505276309504,1
2322580746,1
827073805,1
23381262,1
472515859,1
161269013,1
479135002,1
257811744,1
148489517,1
16229679,1
703481138,1
33359155,1
2579359027,1
608732471,1
14411084,1
19203412,1
3087508827,1
29222237,1
922207584,1
79709538,1
3324151143,1
773752172,1
3452609901,1
2536457582,1
3133023601,1
2310571382,1
29754743,1
167191931,1
2179048830,1
2558166399,1
1166717268975333376,1
1106884731621257216,1
1301654141593366528,1
1010377752195805184,1
1182391737970503680,1
1225141644414025728,1
961678255450357760,1
1314978645635629056,1
910601686573559808,1
1051169034539020289,1
852919543630573569,1
900730131660058625,1
1024105935680221185,1
1304846484249161729,1
1281736585386569729,1
1288514327213944834,1
1154882171515088898,1
967722732090732546,1
245687693,1
191677847,1
1084941903165042693,1
190055835,1
937787097120899073,1
1545053600,1
100812193,1
918870668346785793,1
915573469475110913,1
112903588,1
760495795288276993,1
1310964372487929857,1
992455366502952966,1
131220911,1
33908144,1
2474878388,1
2329404853,1
404874684,1
112608701,1
27706824,1
2310972873,1
459900383,1
1268868582,1
419972588,1
28001773,1
2789770741,1
172901879,1
518931960,1
3395470841,1
241640955,1
1171277462770073600,1
988393705324199936,1
1096878973567418368,1
1037768200253915136,1
865232482307719168,1
1042860496892772352,1
1115680256742965249,1
1004177171122798592,1
1217601646521270272,1
1046476783636234240,1
1222274097935073281,1
1042586234193756161,1
1177284937537339393,1
1252868601465323522,1
156821005,1
425698825,1
21235215,1
17688080,1
27543057,1
242705938,1
868435476,1
1302143403736481797,1
217548314,1
1290301285728567302,1
381642280,1
1000121898,1
20530732,1
494683709,1
61400647,1
3138897481,1
147285577,1
143296074,1
28321355,1
445580884,1
3236292185,1
607348321,1
447637089,1
88385127,1
294405740,1
406742639,1
63538801,1
456361587,1
2151229052,1
190203516,1
3395462782,1
487917184,1
1132367214944899072,1
986026786319421440,1
998370119561695232,1
1074411735065481216,1
914740242233610240,1
868647363342159872,1
904897416536707073,1
901958040831840257,1
17180296,1
865305435707985921,1
896617911921594370,1
861416960164286466,1
1105176913847439362,1
957024565150011393,1
984195114447851522,1
1093522253873074179,1
4966041,1
366315170,1
3248793252,1
145647271,1
2352629420,1
405153459,1
532260535,1
1051813561,1
336152251,1
23750353,1
2913994456,1
285771480,1
258000605,1
4292519659,1
291462147,1
2813519606,1
383035135,1
1050507703821328384,1
1235012286219083776,1
1213809900435857408,1
1283450720759373824,1
2413332228,1
1275784966752755713,1
1209377697383636993,1
244066053,1
1224107192212578305,1
1044416975068258305,1
1252293223302619137,1
1162219997977960449,1
1899063048,1
1187164179003662337,1
1613440789,1
1462888219,1
2531796766,1
2819598111,1
42141479,1
2695759657,1
202884906,1
43304756,1
2672748345,1
3225863993,1
1671440185,1
3290982210,1
119244612,1
3145959239,1
14354253,1
2734901074,1
1084139348,1
331368277,1
277727063,1
614336344,1
100157279,1
54978406,1
159655782,1
59180910,1
207603568,1
322905972,1
14837621,1
1876821878,1
770492281,1
349587321,1
135997305,1
765090982270529536,1
754042156277493760,1
830889642035703808,1
792013143916605440,1
1340365769025187840,1
500410246,1
4660094854,1
705023369339662336,1
3146336130,1
775512463920001024,1
820386153845157889,1
1344671720494526465,1
473687952,1
1336424787388854275,1
707535359916306435,1
784113608414392323,1
475531158,1
23308183,1
339273624,1
237594523,1
21718940,1
1382832437764485127,1
766052262,1
810166189,1
556255155,1
2324359094,1
208750527,1
1016055744,1
266635199,1
104351679,1
493283266,1
272656321,1
2194704332,1
282273742,1
144959438,1
85428184,1
635750362,1
57042914,1
79251430,1
105490406,1
559474664,1
16279532,1
277809140,1
3187763194,1
1098067375759360000,1
1067055181605437440,1
1003187163310129152,1
746234254678360064,1
745300643888300032,1
713902604334465024,1
1243022499001991168,1
1037289684383105024,1
931318257553833985,1
80594947,1
740887364248076289,1
703859798538780674,1
245630986,1
221784077,1
2717141005,1
1263631,1
290162716,1
22849568,1
3050965025,1
263383076,1
1071269940,1
478914619,1
292628540,1
1032847520425107456,1
837425385071501312,1
1334551348235264000,1
1295456970049118208,1
67577921,1
1340647489,1
506923082,1
69748811,1
327108688,1
1450117208,1
76032091,1
615622748,1
4242950240,1
324012128,1
372271204,1
3363252329,1
460654701,1
16320622,1
3374295154,1
134965367,1
138545271,1
293210232,1
22988921,1
227043454,1
143550591,1
1339614230136426496,1
819185162479144960,1
1318671397560979456,1
803608603349422080,1
137734273,1
820826373916921856,1
820744090631475200,1
1394117755381682176,1
724550787909750784,1
802034597567598593,1
721702741450625025,1
1330278595013578753,1
68372616,1
1327928839847219201,1
1371795451217907714,1
490440847,1
1412111092034244610,1
1320493045394116611,1
292006029,1
71665807,1
1405315000227532804,1
1421197632173707268,1
2336704663,1
1360918285513068548,1
837639904230313988,1
1427258589077508100,1
713440963054735364,1
1399544098260979717,1
25192604,1
1353479620646080516,1
1430767913108180998,1
1445131045595189254,1
1369228093441904647,1
1367507714998472711,1
758483118,1
27068599,1
51792066,1
273107148,1
3027126485,1
108710103,1
74787035,1
2786453723,1
2565540063,1
146147553,1
732743912,1
3145255146,1
3221899499,1
260860154,1
5548282,1
3257084158,1
797894414039326720,1
702921372599656448,1
786961690227187712,1
758814776566816768,1
1384630948591902721,1
930793742,1
1366985553112014851,1
548833557,1
34105622,1
596748570,1
2726766875,1
3394611485,1
346655007,1
3117295904,1
336357663,1
9898272,1
97290530,1
2174544164,1
734791975,1
2852899113,1
1440848337364656137,1
2514594099,1
598452532,1
3236227384,1
946252093,1
243755326,1
15190334,1
64915782,1
750667183865331712,1
920979787,1
3020138827,1
574122321,1
271599963,1
30435678,1
478759271,1
16116073,1
29731179,1
244337006,1
482142586,1
127134078,1
1382135452015210497,1
19540359,1
1333233108947251201,1
1330174543655284738,1
1382336580518621186,1
1387143248465047554,1
491784592,1
1333823591381676035,1
1359601059774279683,1
1426573306325577733,1
1004022175,1
18360735,1
2337081763,1
2335459747,1
1382036918112825351,1
946882993,1
637381053,1
31607232,1
329279939,1
2513848772,1
1533954504,1
1136961996,1
191089123,1
967092727,1
49687037,1
20523517,1
1334367205169905664,1
799080815606972416,1
1009441233658265600,1
1335245168455270401,1
1350705627232813057,1
19417607,1
131475986,1
14600723,1
553191975,1
2205379124,1
88164918,1
2650286647,1
1928505918,1
285190720,1
28183109,1
290613833,1
2161273424,1
16411223,1
1347562075,1
496282216,1
493488747,1
3037547121,1
50530930,1
33598073,1
88476286,1
1001886746852937728,1
1184307891412619264,1
948756511022600192,1
1144598168757293056,1
856540080009334784,1
1223999665189900289,1
1356320875952427008,1
1171073846335721472,1
971180676,1
1216021034643705856,1
2547255943,1
891624804486434817,1
33335941,1
755526284,1
1341379382347255809,1
1049430977142018050,1
975146167746121731,1
525486739,1
798578408489963524,1
900073889665077252,1
188754589,1
12872362,1
48097983,1
845793992,1
226994889,1
1322240714,1
54356684,1
184265422,1
475867856,1
4719872722,1
463489747,1
443804372,1
1380338395,1
2263886570,1
474516210,1
2878597878,1
60058363,1
245402364,1
744957869754245120,1
1080465239538229248,1
747162710677217280,1
761351293457752064,1
777191985341882368,1
844551121427324929,1
787540741,1
1105991099363975168,1
1102773540741275648,1
873546626937217025,1
1108946653506002946,1
783393750454198273,1
92572432,1
745386523869143043,1
765510378260357125,1
134114078,1
21359391,1
936078120,1
2904173352,1
4395821867,1
1262185260,1
1950362413,1
2655144752,1
407087929,1
273443641,1
116288313,1
107277118,1
1382787902,1
403336006,1
43510607,1
1483115347,1
106769241,1
1123298138,1
2806025053,1
3385772893,1
189844325,1
25127782,1
902081383,1
2149157743,1
3207727990,1
2881743736,1
893479800,1
1096205507348623360,1
1304780117672161280,1
1017187925182869504,1
1006186075390439424,1
824092065164390400,1
1016699198794854401,1
1332842920781770753,1
1025399327034929153,1
806261707731595265,1
283757448,1
950778122491883522,1
24628102,1
1109593590005723138,1
101362574,1
927677462812782593,1
2252974998,1
1336874099101102085,1
973876826564161541,1
1360345646826483717,1
1068299040914370565,1
473377694,1
2841398177,1
1083555333052788743,1
1326638768921735175,1
298585000,1
250776493,1
868099546609577993,1
15961009,1
1658497970,1
50645941,1
367512519,1
2398636999,1
349391821,1
564702160,1
2416987094,1
733817826,1
17247203,1
491473893,1
3188558830,1
417524720,1
1568361462,1
53922816,1
1303724385287634944,1
1358458046226202624,1
22088704,1
132246530,1
1390697716607451137,1
1429623974074351618,1
1335127227348910082,1
1404553822253449219,1
1368577273171902467,1
204876816,1
1374463792487170052,1
2409663512,1
2153925662,1
389770276,1
1203545123356839936,1
1185531782952816640,1
24890412,1
1303704709123969024,1
188738602,1
1149910692339814400,1
1227962762233548800,1
4604251185,1
32713778,1
112815157,1
23489591,1
308726840,1
23768120,1
2393877565,1
1151488664943366145,1
963973175200616449,1
1232000051095965697,1
42183750,1
1295041264220540929,1
1020441768632946689,1
89214032,1
403770456,1
2610228313,1
785546413274914816,1
780323935,1
2810162272,1
278260840,1
3103894633,1
2473004138,1
127609972,1
3458337916,1
700492927,1
1159104150480850944,1
846780898955726848,1
1170770038208565248,1
1155225107029266432,1
1144289639924207616,1
30592131,1
914207588979544065,1
1300619672916824065,1
1113159183946452993,1
35826823,1
1183544021626621953,1
1292480797660909569,1
1309005693446492162,1
383093901,1
1227388670803677186,1
1134206161555787778,1
4831292559,1
863394595228585987,1
135498902,1
935652120610705413,1
1308561614866714631,1
116378790,1
2242940071,1
617819307,1
1543621812,1
80702644,1
246426805,1
33090743,1
1962511562,1
292465873,1
622800082,1
2844085461,1
149212376,1
3004517593,1
357141722,1
465136859,1
73723099,1
250997985,1
190745837,1
316574958,1
31272178,1
2228866291,1
1028574457,1
2379836665,1
2914036988,1
930146052019167232,1
848973710916689920,1
930566954519207936,1
910717382879977472,1
24980737,1
1292903672083488768,1
976078973418446848,1
39759112,1
43699465,1
3222916362,1
1303384377179611138,1
78998799,1
1318790891532820483,1
285273370,1
1430455294086193157,1
2171473181,1
1940163871,1
3127733541,1
1963707690,1
505441579,1
417254713,1
2266156348,1
619056446,1
88714562,1
17829189,1
1222930666632839168,1
39005511,1
1257339689603825664,1
185265486,1
121974104,1
158870879,1
487902564,1
58494323,1
3055684983,1
1263095479996493824,1
1255595303178317824,1
1030579315203878912,1
1447578002456555520,1
1149632902298316800,1
1255110499253071872,1
1290720051738423296,1
1254461636418711552,1
1208950131682422784,1
1270673451221757953,1
1165031734838276097,1
1247345659130392578,1
1155632521,1
1247742666911232001,1
1148735122092568577,1
2917920144,1
59936143,1
1607257484,1
1138253706804310018,1
1235988315603709954,1
49343893,1
1172868023734218756,1
861964181981081604,1
1159457355295338500,1
1245513078097293316,1
1224424024085868549,1
21147035,1
1426385959088795653,1
15232412,1
357100957,1
1286722126024781830,1
1396186016847998982,1
1429199892497543174,1
1309505310206439430,1
1437146429391351815,1
2608278954,1
1852026889,1
1149447600,1
2659339698,1
94375347,1
3093802429,1
937380204212883457,1
991292864,1
25955778,1
132763075,1
16272844,1
805580240,1
277999060,1
222571991,1
551095778,1
3116281316,1
1312689637,1
159960549,1
460377574,1
63606251,1
1107193328,1
355569142,1
2903125497,1
514485754,1
66268665,1
1001727838133796864,1
960321999842164736,1
493727233,1
393195013,1
599158278,1
985781528234934273,1
971393126978928641,1
1016344074,1
888275165217406978,1
4126010893,1
283094543,1
1587277334,1
742419990,1
133459481,1
123588122,1
22859291,1
265743906,1
33426981,1
205786669,1
1464864302,1
2909908526,1
320409135,1
23604785,1
90680886,1
245149238,1
14790212,1
742829636,1
1719914058,1
3767971403,1
1072270926,1
2345946708,1
552414805,1
19517012,1
896126557,1
187305568,1
863841,1
20229729,1
249196138,1
239840882,1
591613560,1
1181396610145832960,1
1206958907836583936,1
935877816457089024,1
1000802060080762880,1
1411098126245679104,1
916217628129218560,1
910319333091561472,1
1210638105583276032,1
1284757639424102400,1
1290076065352896512,1
2922369025,1
1260641172843909121,1
1240786129126936577,1
1254064654541901825,1
1082399347948638209,1
1217047945541046274,1
1324053703058509827,1
1426665286548312067,1
967178808368549889,1
1079374636608114689,1
1431297071546617857,1
307441302,1
2783465111,1
1420842082810449923,1
1436645135916453889,1
576605854,1
494259870,1
1101228907041378310,1
74133153,1
2439917222,1
206220968,1
1417485200486027272,1
1426427769723015170,1
1311765217752371210,1
1025224374,1
35598007,1
35835586,1
4784033478,1
352136903,1
567611080,1
2935385802,1
495873744,1
2729561810,1
333172435,1
16158419,1
155324130,1
268881635,1
52080359,1
15986414,1
2235109106,1
94473980,1
414543613,1
276713213,1
382144255,1
1083319531198603264,1
995895483389304832,1
958883575734067200,1
1013526907969724416,1
942364199644160000,1
978378745881944064,1
266325764,1
955808933104443393,1
966841266381119489,1
162787080,1
1132435834257399810,1
955813645,1
19590930,1
18517784,1
1694617374,1
3134213921,1
330215204,1
3163148070,1
337948461,1
404672308,1
3013054279,1
377139026,1
3243413346,1
924780171999277056,1
1054519247211294720,1
26914663,1
1676832624,1
3542224753,1
32616305,1
34705278,1
57290634,1
1180274570,1
4336807819,1
377106318,1
131223451,1
434655132,1
20172701,1
2418651039,1
3151794084,1
288509860,1
24006570,1
900460459,1
575500205,1
374599609,1
163999674,1
116273085,1
16977860,1
529477577,1
1614204878,1
2513973205,1
222670808,1
127707268,1
17543130,1
115896286,1
14200800,1
509489122,1
2787872741,1
171470835,1
4910551035,1
1427175306318712832,1
810611350309310464,1
1446200720668168194,1
1381116951901114368,1
823056541729296384,1
1380182085906862080,1
823593100908040193,1
1421898572274995203,1
1408440566124253189,1
1372911496611631110,1
1403018971079643142,1
1444654432453529609,1
1348410322667843589,1
1422563611696844806,1
1445084795998982150,1
1417920499464687623,1
1429565763401175048,1
1376240102352039945,1
1346794320867840009,1
1206399787718914058,1
1380868982044037131,1
1162106955512590348,1
1445711825807437837,1
1395386306071498768,1
14807056,1
1554026516,1
229871638,1
917850076537552901,1
1634103324,1
1427428437333995550,1
1252286924519243782,1
1419853116711784480,1
216830006,1
964595772,1
952815679,1
15208518,1
2991444039,1
25178182,1
268619848,1
1445901048951017472,1
1433277962112143360,1
828207181,1
109375565,1
1318596690,1
1351953391526826074,1
2945175660,1
864047214,1
1102344307,1
931172473,1
1646334073,1
1393597361096691714,1
956575868,1
2874749056,1
1230108007800770560,1
1199298527710416896,1
705570249643397120,1
1020584027827212288,1
2361659523,1
705988054578630656,1
1178793548222566401,1
1254018918261198850,1
1267822063521107972,1
4206473374,1
1349603492,1
38514854,1
1618866344,1
1611362473,1
1869443246,1
2923548847,1
102944946,1
25227444,1
2364543156,1
22237383,1
2294943949,1
2848993491,1
39669972,1
632598750,1
2461413607,1
1408553192,1
2778394856,1
46534889,1
904884462,1
516583662,1
293695734,1
805981294182146048,1
793556717766320128,1
777967966600175616,1
772426362485350400,1
765307237153775616,1
832610018914607105,1
746370648855945216,1
719596779663138816,1
753796738322931712,1
707654288999325696,1
821696056639496194,1
17174791,1
829515153771208706,1
291336460,1
291918098,1
17568019,1
207745302,1
748006078990917637,1
534720794,1
80072990,1
225702191,1
1045696911544594432,1
1215303826175078400,1
955253114239627264,1
968627658153177088,1
717110073860993024,1
864192327727886336,1
1033285939,1
1083738940199317504,1
1150773939284652032,1
1475711286,1
351686967,1
3347624260,1
2391028039,1
84922699,1
1179737909500489729,1
1135008356979093505,1
859437797823918081,1
1197389912821116929,1
1102814792060940289,1
1454928205,1
18100559,1
30626128,1
4787630420,1
272626019,1
3146363237,1
2561429863,1
244650352,1
3933221235,1
2250600822,1
632082816,1
890784463784783872,1
855955369830395904,1
309932421,1
902246790,1
122130825,1
894740180942204930,1
787837331864563714,1
1063416206,1
2727104911,1
1346752914,1
126366102,1
72872345,1
1213956432975908864,1
1198658332073938944,1
2573832608,1
398455202,1
22303151,1
59134408,1
454283726,1
358355410,1
34542041,1
118952409,1
895590923119329280,1
2955358696,1
429404649,1
76722664,1
700191209,1
3561124332,1
900993517,1
276615676,1
318550526,1
884134729192275969,1
492909056,1
748620770037874688,1
3353907712,1
820372049617108992,1
818532975906275328,1
808450734240972800,1
253276673,1
717842006576349184,1
226521605,1
1406220117638266880,1
1419992380422373376,1
1434279894867918850,1
1360022909591371778,1
1382330221332938755,1
220443154,1
2236412437,1
1359979964175630341,1
297824796,1
603869730,1
2179985958,1
1544098346,1
4837110317,1
140128813,1
58806829,1
19567149,1
283226685,1
1892889174,1
28553817,1
387363418,1
3381891677,1
388280935,1
2229187188,1
2340639356,1
24892031,1
13218432,1
1030168238011731968,1
1067560905221623808,1
1235284286468542464,1
831394436,1
2172301957,1
1056278872562356224,1
1048950719636590592,1
796457850629279744,1
1214240996256403456,1
820446669720276992,1
817191720798408705,1
334361219,1
1036816881347219457,1
1121623072815992833,1
1445085426708926465,1
1380436431995162626,1
1214207026609278978,1
279237257,1
735291795764957186,1
18018958,1
1397922898992451588,1
1445773757478359044,1
264344213,1
131551901,1
296907422,1
749515428,1
91443885,1
75305649,1
3649639092,1
159109812,1
3400323767,1
2453484217,1
69874367,1
20706001,1
71283410,1
2696499924,1
231871190,1
2237879003,1
19903199,1
368407265,1
2883793638,1
97751783,1
249221867,1
2880418546,1
467030775,1
79590137,1
716501756,1
512897789,1
214946558,1
106812159,1
776846234271244288,1
1366873048700313600,1
288445186,1
2510607106,1
1386245617920401408,1
738099751585996801,1
2204603143,1
301781766,1
4071912199,1
1290220297,1
1002181382,1
1356743668137353218,1
760213207332052995,1
268292892,1
313021214,1
1390749417259556870,1
29209374,1
500232993,1
43545377,1
100684583,1
356528936,1
1079132387605266432,1
1021254438462210048,1
2329948985,1
2547479355,1
49656635,1
1058550589,1
25121600,1
97923908,1
1168880456,1
1480979274,1
1373991758,1
932975444,1
62346069,1
33002327,1
16397147,1
4304745313,1
4246344549,1
2332742508,1
4665455474,1
127849332,1
1170690932,1
343610237,1
1008077138602258432,1
1307948858010267648,1
1293961079182094336,1
1279646890561138688,1
1337443412220342272,1
1390883714,1
3328103300,1
1271686484320350209,1
1144203889949831169,1
1108436969351049217,1
1373274654186434562,1
1275453229166260226,1
756913038,1
604050321,1
1300441314849222661,1
1268920229268058117,1
2370679706,1
73953285,1
1976161178,1
1720325022,1
241177509,1
1553568678,1
217895850,1
1635955628,1
4252578735,1
1333696806782267402,1
10982332,1
18641853,1
18248641,1
3045200844,1
228529107,1
14480339,1
485544916,1
543634389,1
38278107,1
18805723,1
222139364,1
911471588,1
275002349,1
522621936,1
4295586803,1
731034620,1
122991613,1
775501047120953344,1
818800320386072576,1
773720455643561984,1
824319315327483904,1
78951426,1
1375070580358152193,1
1358117090268446721,1
221631493,1
1381435843492085760,1
349975559,1
1040069642,1
805806830496677890,1
4026045455,1
1370830299072987139,1
71906331,1
3171537949,1
1211315075681640448,1
1267164088599076864,1
728415025619034112,1
805528640184287238,1
413660195,1
22565926,1
25924647,1
795014186,1
9876522,1
2573325355,1
2834027571,1
19969078,1
62018616,1
737514554,1
161797179,1
549516349,1
1184486462,1
26063935,1
3215021121,1
407049282,1
11211852,1
609432652,1
20657236,1
2448438361,1
928773218,1
390239334,1
413578342,1
1179831200476794880,1
1162433098124070912,1
312759403,1
47215727,1
79303792,1
465605743,1
141087863,1
425710711,1
174617725,1
737747920317878272,1
879752218051842049,1
1199272709177446401,1
845379802366447617,1
16700548,1
160461968,1
831903527362400260,1
4827935894,1
18076838,1
2230228135,1
23262377,1
595162282,1
370136239,1
361551024,1
3214005433,1
23958713,1
15103166,1
124368068,1
15193285,1
259986634,1
288535758,1
226456784,1
378860765,1
356406495,1
4257281248,1
109778147,1
4886525181,1
525178111,1
1094348418657460224,1
1100152284737085440,1
1296479854100127744,1
1229382793953714176,1
1288632991074394112,1
1054149497943662592,1
1298953062502014976,1
61822213,1
866219268,1
426054919,1
294737163,1
1190371499800174593,1
764190205133717504,1
868638660551245824,1
1059778551237484546,1
1313086024403296259,1
17716504,1
261035289,1
1069665257243713541,1
1227472004384727046,1
1161819426,1
4917605667,1
959616290,1
1315011414965264391,1
1241724194,1
148108579,1
627995940,1
2429416742,1
369833271,1
2586301754,1
257619259,1
351909182,1
248493376,1
47371589,1
139195722,1
564376906,1
256775505,1
33437013,1
157152601,1
570619229,1
369284450,1
2321364325,1
29209963,1
776246636,1
608540016,1
115946871,1
4306179448,1
703722876,1
467875202,1
193246596,1
1270093742205173760,1
828020542728962048,1
761967143881670656,1
1294589571942973440,1
1248311114015834112,1
138876297,1
993940874,1
167499145,1
246576523,1
16668042,1
1607554447,1
9606552,1
1467397531,1
25343387,1
1289606330064437249,1
1216745611199905793,1
1309334948847943681,1
953444662404055041,1
22590881,1
58340767,1
1228338595,1
408368556,1
1161553027,1
1275961139139051522,1
2258425273,1
604018110,1
260543935,1
1942107584,1
474314181,1
322508230,1
334820812,1
21665234,1
4610971101,1
720467439,1
28800501,1
3044668917,1
552261115,1
488052222,1
1184231486075092992,1
1207409404984868864,1
1163554169548095488,1
1043500174247641088,1
709748036226957312,1
1070543814727745536,1
1192858611879428097,1
1092964208730357760,1
1166069236571226113,1
1166556757600157696,1
1134331250842451969,1
708081550605336577,1
1193629103183806465,1
1113584648095973377,1
1095761613741801473,1
4168242695,1
97588746,1
1054831685571887106,1
263984652,1
16397838,1
328857109,1
857503261,1
256218654,1
2983179809,1
1005090338,1
1339638313637036039,1
2296124966,1
1464710695,1
3016644136,1
242619951,1
333706801,1
111695410,1
2557859383,1
480908856,1
1045742416714715136,1
244516354,1
374871615,1
48518723,1
311703111,1
40121934,1
2329359954,1
2978018901,1
33748570,1
234550882,1
4901942889,1
1066931820,1
2375939700,1
237008509,1
1111684734,1
292468351,1
1345618132996509696,1
1013259609291673600,1
1011288663043395584,1
1009587431060852736,1
1148016840389480448,1
1345723594752446465,1
983875620194013184,1
1198417127637569537,1
1005474360168075265,1
1184773766,1
978425917805481985,1
492844678,1
1224855759453736962,1
1313258964931366913,1
1247908888646569987,1
1252685460,1
302216857,1
1289558439052496901,1
2291668635,1
718395037,1
1249512645331308551,1
843912870,1
2765280935,1
187553450,1
291362474,1
1335362690,1
42284724,1
48035511,1
241923768,1
385791673,1
1534736059,1
223606459,1
2891740872,1
3556243160,1
332027615,1
279623396,1
719025902,1
437237491,1
249820920,1
220133118,1
1347721295203590144,1
