,0
1385933370090209280,0.00011138338159946537
158095776,0.0020049008687903764
1416535505454338050,0.00022276676319893073
544695802,0.00011138338159946537
716257068538327040,0.00011138338159946537
258170457,0.00022276676319893073
2817389862,0.00011138338159946537
822476228548403200,0.00011138338159946537
2353730881,0.00011138338159946537
921026239808208896,0.00011138338159946537
720934098223542272,0.00011138338159946537
2922779039,0.00011138338159946537
552891173,0.00011138338159946537
982496635,0.00011138338159946537
1433403537329819654,0.00011138338159946537
1175052073605353473,0.00011138338159946537
2784661153,0.00011138338159946537
102887506,0.00011138338159946537
18681111,0.0051236355535754065
952980338745147394,0.00011138338159946537
1438871779779530755,0.00011138338159946537
46975259,0.00011138338159946537
1157395568135557120,0.00022276676319893073
563064119,0.0003341501447983961
979827806023618560,0.00011138338159946537
18308257,0.00011138338159946537
846667915,0.00011138338159946537
258916078,0.00011138338159946537
1138564320390836224,0.00011138338159946537
17912334,0.00011138338159946537
2821464243,0.00011138338159946537
928790819145842688,0.00011138338159946537
753638148958216192,0.00011138338159946537
2256955027,0.00011138338159946537
1185936230393024512,0.00022276676319893073
3021899490,0.00011138338159946537
13880132,0.00011138338159946537
960624707820113920,0.00011138338159946537
52003137,0.00011138338159946537
1887595058,0.00011138338159946537
331864347,0.00011138338159946537
961514730,0.00011138338159946537
70750793,0.00011138338159946537
155629527,0.00011138338159946537
1161351506983038976,0.00011138338159946537
766360387,0.00011138338159946537
150270263,0.0034528848295834265
38471212,0.00011138338159946537
83153695,0.00011138338159946537
118937966,0.00011138338159946537
871189841186357248,0.00011138338159946537
293403080,0.00011138338159946537
629539554,0.00011138338159946537
1104422828,0.00011138338159946537
602083976,0.00011138338159946537
1311896805920043009,0.00011138338159946537
1318741345905922048,0.00011138338159946537
25314619,0.00011138338159946537
104300984,0.00011138338159946537
15702055,0.00011138338159946537
1153463878195589125,0.00011138338159946537
15633240,0.00011138338159946537
14991184,0.00011138338159946537
1242522201770856449,0.00011138338159946537
1440522413687521295,0.00011138338159946537
106524304,0.0044553352639786145
1292608204845834241,0.00011138338159946537
1446846657551683588,0.00011138338159946537
1389700907697270787,0.00011138338159946537
1445880242707570691,0.00011138338159946537
1545912997,0.00011138338159946537
831084798621782016,0.00011138338159946537
55976571,0.00011138338159946537
305401065,0.00011138338159946537
704798725747531776,0.0007796836711962575
4744498950,0.00011138338159946537
766759351973404672,0.00011138338159946537
47781573,0.00011138338159946537
994077337,0.00011138338159946537
14055736,0.00011138338159946537
1236010900693356549,0.00011138338159946537
1171683272,0.00011138338159946537
1338338931792756737,0.00011138338159946537
562243642,0.00011138338159946537
15772683,0.00011138338159946537
1251340447387172868,0.00011138338159946537
1350484767255519233,0.00011138338159946537
1335046616697372675,0.00011138338159946537
20750271,0.0003341501447983961
130909683,0.00011138338159946537
1364261390614106113,0.00011138338159946537
44416854,0.00011138338159946537
1511003670,0.00011138338159946537
536594609,0.0005569169079973268
273683993,0.00022276676319893073
1156602559378804741,0.00011138338159946537
1156033982586208256,0.00022276676319893073
139819609,0.00011138338159946537
413514250,0.0003341501447983961
1189800120,0.00011138338159946537
138418077,0.00011138338159946537
382489139,0.00011138338159946537
374300583,0.00011138338159946537
3226840807,0.00011138338159946537
133863908,0.00011138338159946537
57127265,0.00011138338159946537
142731825,0.0005569169079973268
1417929933800751104,0.00011138338159946537
55823004,0.00011138338159946537
1447315781289750532,0.00011138338159946537
14262411,0.00022276676319893073
845487573011173380,0.00022276676319893073
109144163,0.003675651592782357
785448020628430849,0.00022276676319893073
77283552,0.00011138338159946537
38055290,0.00011138338159946537
34506336,0.00011138338159946537
242798024,0.00011138338159946537
138077463,0.0007796836711962575
18519855,0.00011138338159946537
268824309,0.00011138338159946537
2439928526,0.00022276676319893073
1169378542737661954,0.00011138338159946537
299228245,0.00011138338159946537
2369365718,0.00011138338159946537
1373493122,0.00011138338159946537
2834753506,0.00022276676319893073
999476893970763777,0.00011138338159946537
120320139,0.00011138338159946537
84734389,0.00022276676319893073
15407637,0.00022276676319893073
1301967293849755653,0.00011138338159946537
324602007,0.00011138338159946537
292667439,0.00022276676319893073
522345885,0.00011138338159946537
12599562,0.00011138338159946537
4856851754,0.00011138338159946537
1248842158553141250,0.00022276676319893073
3303438653,0.00011138338159946537
1129203001,0.00011138338159946537
2813664079,0.00011138338159946537
14518712,0.00011138338159946537
95209129,0.00011138338159946537
119797208,0.00011138338159946537
201984482,0.00022276676319893073
17105128,0.00011138338159946537
3409346380,0.002116284250389842
33826892,0.00011138338159946537
273866823,0.00011138338159946537
37552089,0.0014479839607930498
262436837,0.00011138338159946537
1092244447184719873,0.00011138338159946537
2548489298,0.0003341501447983961
516915897,0.00011138338159946537
965028316460797953,0.00011138338159946537
195899568,0.00011138338159946537
2432750568,0.00011138338159946537
331067472,0.00011138338159946537
272133230,0.0005569169079973268
964446120402300928,0.00011138338159946537
1573418346,0.00011138338159946537
89496127,0.00011138338159946537
735508941258399744,0.00011138338159946537
542244178,0.00011138338159946537
1005899772916477952,0.00011138338159946537
366171300,0.00022276676319893073
29545977,0.0008910670527957229
965478102594863104,0.00044553352639786146
393713239,0.00011138338159946537
1185972487538040832,0.00011138338159946537
889661863100907520,0.00011138338159946537
2813399220,0.00011138338159946537
2436061363,0.00011138338159946537
17900758,0.0003341501447983961
59686058,0.001225217197594119
1009115210546929664,0.00011138338159946537
3148281878,0.00011138338159946537
1064964294448750595,0.0003341501447983961
814289414,0.00011138338159946537
2896012540,0.00011138338159946537
1280589273335500801,0.00022276676319893073
1227766472921014272,0.00022276676319893073
869639001400942592,0.00011138338159946537
116679707,0.00011138338159946537
342176065,0.00011138338159946537
1890389540,0.00011138338159946537
2785990732,0.00011138338159946537
40591485,0.00011138338159946537
3191905064,0.00022276676319893073
237536271,0.00011138338159946537
16982577,0.00011138338159946537
1563418116,0.00011138338159946537
2580573206,0.00011138338159946537
275979196,0.00011138338159946537
193471925,0.00011138338159946537
53772503,0.00011138338159946537
16195103,0.00022276676319893073
2776775090,0.00011138338159946537
998590102573023232,0.00011138338159946537
179129165,0.00011138338159946537
27101995,0.00011138338159946537
872156101,0.00011138338159946537
128908662,0.00011138338159946537
363070453,0.0022276676319893073
21221149,0.00011138338159946537
507802048,0.00011138338159946537
190231473,0.00011138338159946537
993705834470367232,0.00044553352639786146
1362286033,0.00011138338159946537
3079986094,0.0003341501447983961
17280115,0.00011138338159946537
274220538,0.00044553352639786146
25813888,0.005346402316774338
51184630,0.00022276676319893073
108413104,0.001559367342392515
908811901,0.00011138338159946537
