Id,out_degree_centrality
1385933370090209280,0.00011169440411035407
1234968032734216193,0.00011169440411035407
952980338745147394,0.00011169440411035407
1239564608941113347,0.0003350832123310622
1251340447387172868,0.00011169440411035407
1102968375284776965,0.00011169440411035407
1313212802799206406,0.00011169440411035407
872885192590884865,0.00011169440411035407
1378797390275182600,0.00011169440411035407
1442893993935716361,0.00011169440411035407
295829514,0.00011169440411035407
1134248217472843787,0.00011169440411035407
828014604,0.00022338880822070814
1434279894867918850,0.00011169440411035407
1440522413687521295,0.00011169440411035407
918152297544380417,0.00011169440411035407
702598323958620163,0.00011169440411035407
775020774063116288,0.00011169440411035407
4909203478,0.00011169440411035407
59473944,0.00011169440411035407
341180420,0.00011169440411035407
917850076537552901,0.00011169440411035407
932785949712384000,0.00011169440411035407
154271777,0.00011169440411035407
285196322,0.00011169440411035407
380977188,0.00011169440411035407
1333910351696461830,0.00011169440411035407
963133478,0.00011169440411035407
1434884225036021762,0.00011169440411035407
1287540478087331841,0.00011169440411035407
1412813687811760135,0.00011169440411035407
21889071,0.00011169440411035407
1308716038624698376,0.00011169440411035407
322879541,0.00011169440411035407
1440848337364656137,0.00011169440411035407
1398407226,0.00022338880822070814
141787195,0.00011169440411035407
289406986,0.00011169440411035407
285622334,0.00011169440411035407
4101062721,0.00011169440411035407
1354830949494751244,0.00011169440411035407
3012034634,0.00011169440411035407
54034509,0.0005584720205517703
480837710,0.00011169440411035407
33456207,0.00011169440411035407
3345858640,0.00011169440411035407
39895121,0.00011169440411035407
313633589,0.00011169440411035407
1242131169304621057,0.00011169440411035407
297986745,0.00011169440411035407
355032977,0.00011169440411035407
297074777,0.00011169440411035407
889421222613626880,0.00022338880822070814
56016987,0.00011169440411035407
1380182085906862080,0.00022338880822070814
1293199610178080775,0.00011169440411035407
3584557152,0.00011169440411035407
56164450,0.00011169440411035407
759765322782150656,0.00011169440411035407
238747752,0.00011169440411035407
284131433,0.00022338880822070814
1028871362499305473,0.00011169440411035407
3153084524,0.00022338880822070814
1131717785648807937,0.00022338880822070814
2339733614,0.00011169440411035407
52445295,0.00011169440411035407
246825072,0.00022338880822070814
451297395,0.00011169440411035407
365035637,0.0004467776164414163
16564344,0.00011169440411035407
455900881,0.0003350832123310622
19087483,0.00011169440411035407
1573418346,0.00011169440411035407
2687762558,0.00011169440411035407
994295935,0.00011169440411035407
2341257349,0.0003350832123310622
1294478815628890112,0.00011169440411035407
73154696,0.00011169440411035407
170377354,0.0
371490958,0.00011169440411035407
1035525156,0.00011169440411035407
907302868645953537,0.00022338880822070814
3371630740,0.00011169440411035407
292044950,0.00011169440411035407
1000417428961091584,0.00011169440411035407
1326332447013953537,0.0005584720205517703
18579611,0.00011169440411035407
3129501,0.00011169440411035407
999621483755286530,0.00011169440411035407
2648719520,0.00011169440411035407
1109405647366426624,0.0016754160616553112
1164159672082763777,0.00022338880822070814
1171095411307753472,0.00011169440411035407
222571991,0.00011169440411035407
89609585,0.00011169440411035407
955591906741968896,0.00011169440411035407
1382793386,0.00011169440411035407
3382673579,0.00011169440411035407
108413104,0.0
85688497,0.00011169440411035407
220168370,0.00011169440411035407
4768334003,0.00011169440411035407
1529643188,0.00011169440411035407
988393705324199936,0.00011169440411035407
24571654,0.00011169440411035407
4922698441,0.00011169440411035407
2584515956,0.00011169440411035407
273465530,0.0016754160616553112
4114137119,0.00011169440411035407
1088471606639222784,0.00022338880822070814
1108436969351049217,0.00022338880822070814
1288005905691418625,0.00022338880822070814
932338860440162306,0.00011169440411035407
961134787,0.00011169440411035407
32948422,0.00011169440411035407
4395821867,0.0010052496369931867
16083660,0.00011169440411035407
1177551303725240322,0.00011169440411035407
115946871,0.00011169440411035407
2344419362,0.0003350832123310622
1431077072,0.00011169440411035407
