Id,Polygon
15633240,1
14991184,1
1242522201770856449,1
1440522413687521295,1
1292608204845834241,1
1446846657551683588,1
1389700907697270787,1
1445880242707570691,1
1545912997,1
831084798621782016,1
55976571,1
305401065,1
704798725747531776,1
4744498950,1
766759351973404672,1
47781573,1
994077337,1
14055736,1
1236010900693356549,1
1171683272,1
1338338931792756737,1
562243642,1
15772683,1
1251340447387172868,1
1350484767255519233,1
1335046616697372675,1
20750271,1
130909683,1
1364261390614106113,1
44416854,1
1511003670,1
536594609,1
273683993,1
1156602559378804741,1
1156033982586208256,1
139819609,1
413514250,1
1189800120,1
138418077,1
382489139,1
374300583,1
3226840807,1
133863908,1
57127265,1
1417929933800751104,1
55823004,1
1447315781289750532,1
14262411,1
845487573011173380,1
785448020628430849,1
77283552,1
38055290,1
34506336,1
242798024,1
138077463,1
18519855,1
268824309,1
2439928526,1
1169378542737661954,1
299228245,1
2369365718,1
1373493122,1
2834753506,1
999476893970763777,1
120320139,1
84734389,1
15407637,1
1301967293849755653,1
324602007,1
292667439,1
522345885,1
12599562,1
4856851754,1
1248842158553141250,1
3303438653,1
1129203001,1
2813664079,1
14518712,1
95209129,1
119797208,1
201984482,1
17105128,1
33826892,1
273866823,1
37552089,1
262436837,1
1092244447184719873,1
2548489298,1
516915897,1
965028316460797953,1
195899568,1
2432750568,1
331067472,1
272133230,1
964446120402300928,1
1573418346,1
89496127,1
735508941258399744,1
542244178,1
1005899772916477952,1
366171300,1
965478102594863104,1
393713239,1
1185972487538040832,1
889661863100907520,1
2813399220,1
2436061363,1
17900758,1
1009115210546929664,1
3148281878,1
1064964294448750595,1
814289414,1
2896012540,1
1280589273335500801,1
1227766472921014272,1
869639001400942592,1
116679707,1
342176065,1
1890389540,1
2785990732,1
40591485,1
3191905064,1
237536271,1
16982577,1
1563418116,1
2580573206,1
275979196,1
193471925,1
53772503,1
16195103,1
2776775090,1
998590102573023232,1
179129165,1
27101995,1
872156101,1
128908662,1
363070453,1
21221149,1
507802048,1
190231473,1
993705834470367232,1
1362286033,1
3079986094,1
17280115,1
274220538,1
51184630,1
908811901,1
408526152,1
371447080,1
2314531026,1
1172199939243425792,1
390392773,1
2289973748,1
495066576,1
1545053600,1
103297393,1
1851634098,1
398483708,1
1313212802799206406,1
27652488,1
89609585,1
44618408,1
880491635896922112,1
2761710808,1
1240867313445830656,1
1347654502787076096,1
982630470008553474,1
82167100,1
110754237,1
768069259100622848,1
1304210384367349770,1
1300291239581892609,1
2253903906,1
78403337,1
862703683,1
1071951545212723200,1
840470152391016448,1
498423001,1
1197522605760303104,1
510093784,1
447415943,1
1201788959719936007,1
1633538270,1
122525211,1
192842634,1
551152504,1
378351271,1
57033548,1
255067647,1
719557076599619584,1
980875592,1
1051100859831148544,1
2300474413,1
1238447220,1
994295935,1
838098877,1
829761553218072576,1
951280545421410305,1
1157684886,1
80970676,1
18923250,1
1136294664,1
951892305098788864,1
3010143902,1
297020666,1
1045793762063060992,1
98588419,1
76179144,1
46956207,1
819853925184638976,1
16552108,1
153515520,1
386330680,1
2736446758,1
35095520,1
1239564608941113347,1
58261480,1
169614697,1
1005522675761057792,1
816308397360508928,1
1407160205117435908,1
1175457080561537025,1
1011936943247101952,1
365078935,1
17540009,1
49660950,1
296549487,1
1228605451,1
1122706063466356737,1
234593598,1
1204301854433316866,1
1204430581410353154,1
893202244077854721,1
22971125,1
1193458951976869888,1
785853390,1
322106815,1
1957597519,1
1101092779378249729,1
3331826578,1
38720614,1
2912843536,1
183642459,1
2247495353,1
2748289416,1
2592210108,1
103701079,1
1352713370772770816,1
86410896,1
1038301598,1
1134248217472843787,1
999320625117196288,1
18390213,1
768295011007934469,1
1262878353431777280,1
729232479840800768,1
1415442622135603206,1
346123223,1
167912183,1
1076249609125675010,1
67793897,1
823096488,1
50154666,1
302593437,1
291862583,1
168371680,1
1251332171211644931,1
962073414,1
291523600,1
277085673,1
62664213,1
1337551744457469952,1
716460064039575552,1
3007815702,1
55819705,1
1404102585317986308,1
1280249212567818240,1
740981264740679681,1
247511435,1
1303772129847111681,1
1027307702047961088,1
1020156666204090368,1
38751529,1
718873385346797569,1
285806588,1
541129316,1
1655457050,1
57759275,1
824281652423753728,1
132015712,1
40647043,1
12992772,1
365132365,1
1129088815,1
1262268501823303680,1
288548798,1
87632735,1
1252686295,1
25333228,1
1093876945,1
1942350667,1
2863551224,1
1271987860577517568,1
626984632,1
237594523,1
300638343,1
739845530612830208,1
715244769,1
817207955930001409,1
1363561650624733184,1
212468225,1
2673432539,1
23601374,1
51852542,1
321482430,1
1058965681671028736,1
35617919,1
371288369,1
4492249646,1
396106258,1
2287331581,1
150671052,1
3302256527,1
3269322830,1
1364751078659477504,1
168123931,1
1072189285,1
1435257575482740741,1
1099109729308008448,1
1366925295291424768,1
1356073687691141121,1
1580475270,1
1442893993935716361,1
392132054,1
207703739,1
1419489038747070467,1
928451444633563136,1
1119464753318043649,1
1440690378533838857,1
2931943245,1
1727398412,1
1444061901172854786,1
2938869339,1
1243723946660421637,1
2476755039,1
1331773252792770560,1
901618905076174848,1
339780511,1
980817985668550656,1
53694666,1
1445437990940004352,1
1243574020802367488,1
1055536236,1
68670486,1
451989089,1
1077731978,1
1271115442573185024,1
969744550955749383,1
26577630,1
1391981080945643523,1
46232947,1
293745266,1
415532452,1
3107597132,1
1183316407104266241,1
982472677775454209,1
3295839203,1
880913594531139584,1
1911858061,1
1097694473952342022,1
1388650232100134915,1
14100537,1
820656479812227073,1
1325249450793701376,1
1427996716138127360,1
1347691972358778885,1
1365678726,1
1295377965438644235,1
322090834,1
1342962255248424961,1
1195026680609292288,1
1116360718687690758,1
976345683681619968,1
366785595,1
2849064914,1
64123717,1
18420573,1
957106791753555968,1
751054068974575616,1
1186136760981454854,1
854065048683204615,1
317823907,1
952759886,1
474883984,1
1258133514421239813,1
2198792101,1
744660163873771520,1
726025903,1
1263514760584167424,1
714569357267853312,1
1136772811656126464,1
270307297,1
454774863,1
772948513,1
3333795492,1
2209473078,1
838196271571591168,1
18386792,1
1166799265806503936,1
262522708,1
1370402422062002179,1
1429982282891239433,1
1434265814325202944,1
1087134051914395648,1
791076864,1
121949981,1
1172475064870027264,1
1443468994107822081,1
941115769429024769,1
1313732971061362690,1
2305422800,1
242885214,1
1354230346586447877,1
469747759,1
432114850,1
1166000110586626048,1
884527637569323009,1
369653658,1
1434643524495020043,1
75984040,1
586195164,1
2902344555,1
564257648,1
1027229536902098944,1
2316626342,1
1925354744,1
958204773282533376,1
1445751022526160908,1
1183078912265355265,1
98767459,1
87297879,1
753394222267527168,1
373580557,1
1430260512688902150,1
2468436247,1
3308781515,1
2273880732,1
1302114263771668481,1
24181491,1
1309179346565898241,1
2231471516,1
1352351686778630145,1
1413321993470943237,1
603011131,1
1438876255202406406,1
1375883715776294914,1
1002002024,1
51384524,1
724114092672335874,1
552725069,1
1184298786329448448,1
334954251,1
101915304,1
1252767510983737344,1
1099811037975642112,1
1388988366247575559,1
1326022742286749696,1
1388801354244702209,1
961162177,1
1389555148318404610,1
1151641780267261952,1
27320189,1
1215379886887428096,1
1184882383,1
257699447,1
2397398196,1
807034969902252032,1
1353486048618274816,1
4866566489,1
3058888765,1
1173239638116446208,1
42894434,1
3078011282,1
32691118,1
544080126,1
1336660494,1
957190068594130946,1
1074149416699719681,1
825518936733085696,1
43199433,1
969376788525830146,1
35107179,1
366074756,1
359672860,1
82679357,1
3418588623,1
710270422290403328,1
763168867371843584,1
1575198925,1
1301995158485958656,1
1260291453973983232,1
1601907697,1
29823611,1
1393039117110317058,1
236055343,1
320919057,1
2812908133,1
1325519307359490048,1
590735039,1
95577307,1
43948485,1
136332449,1
623936216,1
2873956499,1
4803873902,1
1147245556651233280,1
918919026344120321,1
37813045,1
24574252,1
1440809899500335110,1
1334205408110551042,1
1071298949837770753,1
915968072,1
885818088,1
227849419,1
2493753559,1
778842486,1
124839366,1
263750524,1
1357001901229899777,1
990301302264479749,1
1136065885456740352,1
1335377050878676992,1
138710067,1
1441961640459599874,1
2793008984,1
120187876,1
178544594,1
2838327755,1
1559780652,1
2291354802,1
1352707350784659456,1
1417352097150816256,1
1427768108614291465,1
1117485007944048640,1
1297264458,1
1194794785762004993,1
26089782,1
1446289055935864836,1
412499776,1
416476088,1
1028871362499305473,1
1438317451469541377,1
546527413,1
1323421765658431488,1
280677070,1
1347272097786171394,1
252150132,1
4787666543,1
1454456569,1
587733016,1
823265236916416512,1
1168589910825213952,1
753744536887824385,1
1269692602204532738,1
853722212741898240,1
43089397,1
2323751900,1
1213405462021853185,1
222386937,1
261788602,1
292468351,1
19893907,1
1729880688,1
1361500715659755520,1
700287952,1
169268197,1
18622393,1
1304185921433227264,1
97121931,1
1699266222,1
729194378779078656,1
2752659114,1
373460084,1
908018227040710656,1
245149238,1
29891001,1
1424060815947206662,1
609432652,1
44171755,1
41043869,1
132210296,1
923683393,1
1245003009555419137,1
1267504449087553539,1
407943040,1
240908125,1
1057988206963056640,1
130857133,1
1441410998355726344,1
24819740,1
1412813687811760135,1
2762829798,1
1317417438640697344,1
1185990712132812800,1
711980580813066240,1
3237884919,1
9455112,1
19198775,1
22630846,1
1434341584670273544,1
844292741077061632,1
1300624324206817280,1
1332164996592066561,1
337816824,1
153798495,1
1249204176548245504,1
3092462976,1
547671992,1
151547845,1
23554969,1
1314208704,1
808450734240972800,1
204846220,1
19478009,1
18940341,1
62292631,1
1239692519094575104,1
64261339,1
271989352,1
66334416,1
756584190112591872,1
24459228,1
771870952544096257,1
1242251887,1
15908286,1
1390840055200108546,1
2408260398,1
488067802,1
1511667030,1
579614622,1
728304522662043648,1
1092960066,1
64099329,1
1393055510480441345,1
2555583872,1
2452465303,1
4298769753,1
572827030,1
1414623993529880576,1
1255927911045095425,1
1373016955,1
2720800274,1
57661541,1
708739471,1
722623738672517120,1
157591483,1
1390378070482165763,1
2707780448,1
898554931271127042,1
525857359,1
2536457582,1
1357304889831878657,1
1243221104560345090,1
431141725,1
1244435052,1
382223500,1
535452718,1
1293199610178080775,1
12923812,1
16272844,1
246466184,1
295951367,1
973087261,1
1321710295245447169,1
48369926,1
1438956476588957701,1
385008014,1
918152297544380417,1
33562561,1
987136895162384384,1
1327442450957303809,1
870473605473198080,1
35337644,1
1103832363363127297,1
1243323314652602368,1
1268045786312593408,1
17355421,1
24348660,1
14247924,1
106512310,1
1269254845615095810,1
1219578234,1
1380813355,1
883334379023597568,1
58878834,1
912346683291389953,1
3179475258,1
245939022,1
363654070,1
3071603495,1
573788425,1
878490462,1
1423385158263132168,1
1268728504964825088,1
46894332,1
136160953,1
107218304,1
73411833,1
1405971529217740812,1
1275123310788063233,1
1173035282461089793,1
1445090669643517961,1
1389241812276023296,1
501994958,1
2799175653,1
1429555219457773581,1
1668333199,1
1218019404992196609,1
1366204146957885445,1
1198972583288459265,1
1433247289330577408,1
502160853,1
41520537,1
1294478815628890112,1
395394840,1
1151704477,1
1044711566354960384,1
1271855851330916353,1
1497052201,1
975757898004549633,1
3245708989,1
1267640853000007680,1
29917096,1
245373521,1
1420482733135040522,1
1242510089145266182,1
28737527,1
1731401322,1
979870450577686528,1
1354922263418523648,1
24951781,1
15613754,1
100851235,1
59243738,1
17360968,1
360129945,1
1174006316412674048,1
21809306,1
1134558647835430912,1
855478711,1
25178951,1
52350953,1
20796969,1
55158039,1
1401659310015397889,1
215896862,1
4540976253,1
56016987,1
1357857933019598849,1
1125841354716696576,1
793343793642680320,1
48219360,1
399184212,1
883346252103950336,1
186096843,1
111704438,1
1441888071922765827,1
216722788,1
356518889,1
41152373,1
2851817497,1
932338860440162306,1
3095461037,1
1058808528,1
827222807121637377,1
1138228267,1
1671821988,1
2321539819,1
1337935917298962434,1
1055170328442224641,1
325805788,1
1128406689802276865,1
1560811022,1
1264568784318345218,1
254240108,1
2237957942,1
387828045,1
3355188729,1
1483945802,1
1663608300,1
1335613030852386817,1
2678629590,1
884681534,1
420536762,1
4329525312,1
1547244656,1
109341612,1
108689047,1
1223265601147342848,1
297968019,1
183758895,1
45932749,1
418786259,1
70240459,1
1606592767,1
1047167241119326211,1
978673214283853825,1
17136419,1
1242152485,1
4445748801,1
1413908511461945350,1
1314819918328729600,1
1140532022,1
1200932043544117248,1
3249359738,1
772983193452572672,1
1231231865467625475,1
40029338,1
1441060687,1
1966611133,1
737275115432337409,1
3109560272,1
162924629,1
182072629,1
980237238,1
1213189717425917953,1
19135439,1
967241034873933824,1
3236492411,1
1235422076082589696,1
534591437,1
1454880680,1
1069754111078354948,1
2286750115,1
1375862610,1
26071396,1
375764669,1
1833674827,1
392380645,1
769165632738762752,1
2218371769,1
29721598,1
1008103433822351360,1
1214027006242742273,1
142107502,1
1314568089300873216,1
801218452618956800,1
1330675961839443973,1
1441448795921952768,1
102491634,1
24978284,1
36988268,1
712792479729192960,1
890560416526594048,1
1003775348151119872,1
19482317,1
340875627,1
1303760999200313356,1
489605585,1
1349749864129728512,1
2272400485,1
1441970605922742273,1
1413820603,1
832619717785329664,1
1171471512085389312,1
61542328,1
494320156,1
13716572,1
1017461230984990720,1
25703839,1
363666493,1
975491119734763522,1
61888526,1
2502596130,1
763867259777519618,1
1185294078256254977,1
1296424847149588483,1
2721515522,1
224600898,1
524785211,1
777617628009332736,1
189341190,1
2451955022,1
835061048533082113,1
248022226,1
2988258574,1
1001287095472873473,1
1182252711833718784,1
1861048644,1
2842385693,1
248065960,1
931882614,1
3290783049,1
359260523,1
16116228,1
243912778,1
2439108320,1
1176536298179284993,1
297771685,1
1128366660128260097,1
222987791,1
18597273,1
112767813,1
116837959,1
83712358,1
486703473,1
67758676,1
20346252,1
420560195,1
3153084524,1
1308040042724519939,1
1182947209,1
1258576501,1
213140093,1
225067116,1
18340314,1
1310724884008321028,1
160429871,1
214530013,1
110504574,1
16422863,1
1650588223,1
1548315212,1
1378038493105037320,1
4731285264,1
1260770767123312640,1
1260759194833006593,1
975784752648212480,1
2367303485,1
1346317368637603841,1
1426665402147360769,1
1024397417423106048,1
776153719675072512,1
787738985481240576,1
911264470210682880,1
1005823371144318977,1
1416921060788801539,1
17174462,1
1214396742,1
2379113581,1
1426711288462417921,1
21426717,1
975519759105060864,1
2394842400,1
1430196796781912066,1
1433249159474200577,1
20467453,1
1353457212799262720,1
877710910780985345,1
1413615091224924164,1
739208182837321729,1
16545084,1
1234968032734216193,1
979741136725184512,1
509604564,1
731972892,1
1357259774,1
308032537,1
782939425,1
824028437568438277,1
1255919262998441987,1
1291405539046457345,1
1306024583858917376,1
578272027,1
1212202179777331200,1
21632185,1
1227080599451701249,1
2906452022,1
1298675867061805056,1
15128653,1
820499790,1
1238950146559352834,1
1854934933,1
1444459015875014657,1
147340782,1
15677734,1
195207470,1
1282074147884015616,1
977009074217795584,1
3331283445,1
826085293677748224,1
1355980761443217415,1
92256613,1
1278822500143677442,1
187257177,1
902402049022808064,1
1694247541,1
403374868,1
42142250,1
4856189107,1
483313162,1
2427741792,1
2174574218,1
3831737053,1
892123934119927809,1
3660694460,1
3298660936,1
3289694144,1
459311957,1
33456207,1
144036263,1
1049412181559787521,1
826499437585371136,1
540672851,1
1444511517379026948,1
1023207519060197383,1
22532501,1
1067386991250206721,1
2800244863,1
92736596,1
1225489734178344962,1
66621998,1
1059573444214439937,1
1442259927779532808,1
751872198961487872,1
1190792680877559810,1
147981741,1
3158178364,1
1198789568214044672,1
1118222712818868229,1
1296542987850113024,1
1294643635397550080,1
920714531537481729,1
779333693936721920,1
49707487,1
1424936529621774338,1
1129198217164234753,1
1366519801997193216,1
32235586,1
44674554,1
224063162,1
369093,1
2883808867,1
292524345,1
22968164,1
1001274194443821064,1
15054416,1
21400756,1
4860164601,1
467804527,1
958181344286269440,1
778262568272027648,1
38929865,1
297074777,1
760353522718081026,1
928262146542026752,1
160673089,1
175939051,1
1187760523829563392,1
78429753,1
4722097454,1
1070001735454875648,1
35728556,1
1402352323851083779,1
1097176821622284289,1
150699925,1
1060278863874478080,1
813073081761570816,1
722880943380242432,1
14960142,1
1346936882,1
1073283389288005632,1
1297250167,1
1322191014455554048,1
1357200256618795008,1
16504074,1
158100294,1
817811639516991488,1
824357739501531136,1
268237247,1
21815663,1
318420941,1
341180420,1
2267952750,1
454336947,1
725309237862223872,1
353903334,1
2247798150,1
489749588,1
4819639768,1
1330218727,1
1481076481,1
2479224015,1
563152589,1
1317418116,1
1350924172554366979,1
23101207,1
1357917347181453312,1
721401357,1
2926114316,1
968303534822313984,1
77035084,1
85859978,1
2720749324,1
734095130,1
3257661611,1
1219432023044939776,1
998712356,1
603662056,1
4729460081,1
188565420,1
2534622463,1
165020784,1
84704052,1
4273980252,1
29256016,1
577968691,1
845271811097055234,1
470780364,1
22531935,1
59829657,1
275735174,1
559870034,1
7491592,1
23282993,1
2411078349,1
4148412316,1
73199415,1
366968661,1
341653196,1
605379442,1
28045785,1
40216513,1
925675836526776321,1
1080965055007592456,1
1032507164,1
820730609043505152,1
495401684,1
29904143,1
365563514,1
1142295084572073985,1
23522098,1
624251860,1
80212065,1
2829798301,1
1390067256080621568,1
38878429,1
2801061205,1
935335003084423168,1
622885791,1
1112914064076931072,1
384288098,1
515847342,1
3111765339,1
3419010088,1
571519594,1
935697022400602112,1
349692386,1
1223950760,1
731469980890476545,1
58340767,1
266653082,1
2853989866,1
3607702640,1
1421968442,1
297986745,1
54042169,1
577170668,1
880108852162707456,1
1380189591735517190,1
35051540,1
1074335960,1
1371923720609095686,1
1280972258,1
491697655,1
2651576688,1
1117035592565628928,1
1286102971974025217,1
2620272561,1
52516962,1
1065829609,1
1437800221375963143,1
1247541393121087495,1
892060639526395904,1
543143031,1
124878802,1
1341618252,1
727897637098135552,1
14221144,1
950848085802004480,1
16267310,1
2262304373,1
727519870590541824,1
92551736,1
3438124552,1
2749373577,1
535799622,1
1354038378640134145,1
1239698227739459584,1
196164822,1
3075929388,1
1212777267169873920,1
140253506,1
1571464364,1
37609730,1
1396338835596795904,1
1069734050301128705,1
1581712848,1
3268565808,1
786738726466707460,1
1115838887623122954,1
1498327201,1
1316013080250216453,1
957808962983755776,1
2727310657,1
2353185104,1
992390491105882112,1
1133696644422275072,1
3087811674,1
2151893489,1
904365258399244288,1
1393384383650975744,1
707364896153980928,1
371739649,1
1203817853494779904,1
1081036726758531072,1
2968424080,1
2151613567,1
951527727365988352,1
1093890667909124100,1
593891991,1
4850122813,1
872152901870911489,1
878242924567441408,1
1335043297,1
725731648017424385,1
1198351736,1
26557104,1
1042821954821087232,1
1428826266,1
2831610879,1
4681656433,1
775279674,1
596787864,1
342699819,1
378321467,1
217485938,1
967837552425119744,1
18579611,1
16811701,1
63476527,1
17442269,1
1366423551704784897,1
1070588953105969152,1
119911112,1
145878023,1
28540616,1
17050123,1
1432002021398306821,1
930479718,1
2341257349,1
587087289,1
708990479895896066,1
566196508,1
1019405015855878144,1
1275466513529671681,1
1347609010434953217,1
1419539298,1
57527830,1
24752425,1
29586080,1
1250609616192446466,1
2589728724,1
7922582,1
1124423281765797888,1
1077139237,1
199876983,1
18680879,1
380327126,1
3139690604,1
282111410,1
273727399,1
703722876,1
3357096478,1
838912397066846208,1
1437539837477748738,1
751919973497384962,1
1404491652580843525,1
1067154574278971392,1
576365948,1
31513326,1
1297575021578256388,1
1233196108211294209,1
19359977,1
745800926,1
2448257995,1
839668692866723840,1
15023001,1
30270072,1
17929195,1
385678932,1
1065257588151996422,1
1687712964,1
1345709200618389504,1
224737149,1
373940903,1
6013662,1
907302868645953537,1
1243336421164732416,1
240831038,1
290312086,1
4026420858,1
540103190,1
148618115,1
83307703,1
918318518,1
21166754,1
493604178,1
1222274097935073281,1
1254832256,1
65917423,1
15257975,1
18148460,1
168350399,1
18457918,1
165890739,1
1380663772906356737,1
554805867,1
1344041868779110400,1
373667686,1
1261311256151183362,1
1116067546778628097,1
1416035013502685184,1
24313572,1
1144704604442988544,1
222126993,1
2655180373,1
887262626,1
3131039404,1
249386982,1
4759974372,1
494732315,1
1405037853579436035,1
15049380,1
396149168,1
977021137,1
3320688247,1
880997516,1
264439847,1
1068193791511678977,1
636649732,1
14837621,1
596793900,1
4767685428,1
1407536941680279552,1
717895042602504192,1
52245251,1
2574056066,1
35476624,1
48035511,1
207677544,1
56029187,1
3306930701,1
1177657984220053506,1
165971686,1
758042170968375296,1
242492168,1
27460814,1
1231982311253708803,1
2533511951,1
3317590829,1
2416130503,1
724952267162542080,1
22491454,1
3029210380,1
2157300561,1
1053529093285785601,1
1130348139607576576,1
1232835905616011264,1
2922358250,1
1001986308343033856,1
1022679197976678400,1
2560632538,1
1317802041423646720,1
884265045479313408,1
1229474724142604288,1
486317915,1
235070820,1
755749623491244032,1
32189160,1
416468980,1
1051556700,1
1171534270168367105,1
23370368,1
1399510991885455362,1
1438462388647440386,1
214708464,1
547747984,1
366117993,1
262910171,1
1416997300199641091,1
24707528,1
521255914,1
1267810083389480963,1
165587758,1
1398595872187830274,1
1392128666998542337,1
2612807188,1
2652768953,1
292728050,1
96450418,1
2811765535,1
45010284,1
128290965,1
1088791968451313665,1
268573963,1
41089713,1
55841183,1
1419998048562909204,1
2969192164,1
1338252288,1
887732866423173125,1
39268708,1
995530035892121601,1
2694473137,1
421830937,1
1097531188338552832,1
64514213,1
67254536,1
1191423138954981382,1
244328935,1
15782904,1
147965270,1
2944338467,1
2314610138,1
948669758903173120,1
1026669691337498624,1
825749016487010304,1
951311587243110401,1
636262914,1
208540102,1
1154381238985199618,1
1253849257179824134,1
2291905512,1
68021572,1
302984766,1
4237648565,1
46919079,1
95046741,1
1373991758,1
1064324514513702912,1
223579065,1
159318355,1
1251137320289525760,1
1433805160208338945,1
421263812,1
994260608236376064,1
564657538,1
867807149279162372,1
997651678554828800,1
431193685,1
1237643051214032896,1
1548961394,1
169670184,1
1028355791143804929,1
591459578,1
1249464937,1
339433652,1
286723230,1
15371526,1
1343796672581816320,1
826573520238948353,1
1362676092516126722,1
14415745,1
233164948,1
260884922,1
233149098,1
2912385932,1
945090493641297921,1
78706973,1
15715743,1
978320740708765696,1
1205299704831119361,1
1143424329264324609,1
77247925,1
62961725,1
788187354771099652,1
1293886338312187904,1
18719308,1
15480029,1
248980568,1
2184015885,1
4396636233,1
1340517896854904832,1
790676320388845568,1
557844674,1
29651460,1
1856200458,1
46556129,1
1040503837,1
1368619130,1
1390148574546219009,1
403857659,1
35692915,1
4490072542,1
1281041511782768646,1
1229490959941017600,1
242910254,1
455786903,1
1166086297754263552,1
3024400694,1
21986256,1
750513752,1
1100740076844302341,1
30268206,1
48415266,1
484406001,1
719181966436933632,1
28462473,1
2768042960,1
287303720,1
1201999184817094656,1
1306136273782935553,1
65208984,1
395569923,1
80442315,1
460413702,1
209845048,1
365473506,1
22446684,1
28116153,1
241651997,1
947487287855558656,1
1442495023694553093,1
1304886376572375041,1
63826204,1
1326220290700029952,1
800141669295222784,1
468732172,1
602854345,1
198636992,1
1150773939284652032,1
896509288889430017,1
702963029521076224,1
30237079,1
16369804,1
2240074220,1
113754405,1
1103476860187369472,1
563379279,1
22733645,1
18733144,1
