ziad_aboultaif,1448021350765957132,0
ziad_aboultaif,1448021348828295178,0
LailaGoodridge,1447769721416257536,0
LailaGoodridge,1447262697263812612,1
DaneLIoydMP,1447955219929776134,1
R_Boissonnault,1448420209635725315,1
R_Boissonnault,1447370971938111488,0
POhara2021,1448324799227383810,0
POhara2021,1448131290641965058,3
jwaldag,1447042070040887301,2
terrybeech,1446646569101451264,0
JeanDenisGaron1,1447541951587364864,0
JeanDenisGaron1,1447210819352252422,1
JeanDenisGaron1,1446823282242727939,3
JeanDenisGaron1,1446810457801695234,0
JeanDenisGaron1,1446808945281077252,0
JeanDenisGaron1,1446497205351817230,9
JeanDenisGaron1,1446277769185447943,7
A_Larouche_Shef,1448496364967579648,0
A_Larouche_Shef,1448016922851872785,0
A_Larouche_Shef,1447610722972803075,6
A_Larouche_Shef,1447376292001812481,6
A_Larouche_Shef,1446855369985347588,4
A_Larouche_Shef,1446681302246297601,1
A_Larouche_Shef,1446320110365462537,10
BlanchetteMax,1448430035317272582,0
BlanchetteMax,1447531870036676616,3
BlanchetteMax,1446593278728675330,0
mariosimardbq,1447681178828484616,0
mariosimardbq,1447632543856177158,0
mariosimardbq,1446468632230367242,6
mariosimardbq,1446431805964537883,5
mariosimardbq,1446277282545418250,0
mariosimardbq,1446080050294575110,1
sukhdhaliwal,1448320789619507207,1
sukhdhaliwal,1448300846022742023,1
sukhdhaliwal,1447993174614364161,2
sukhdhaliwal,1447250233524580352,1
sukhdhaliwal,1446924495151779841,0
sukhdhaliwal,1446601591721582597,1
sukhdhaliwal,1446590318422286339,0
sukhdhaliwal,1446497967884562442,1
sukhdhaliwal,1446202579172552704,2
sukhdhaliwal,1446172873937195009,2
JulieVignolaBL,1447921377122693134,0
JulieVignolaBL,1447919727595200522,0
JulieVignolaBL,1447763085813485572,0
JulieVignolaBL,1447729299155476480,0
JulieVignolaBL,1447709785927847937,3
JulieVignolaBL,1447661959575482369,0
JulieVignolaBL,1447659437959880706,0
JulieVignolaBL,1447656026791202817,0
JulieVignolaBL,1447655654328619012,0
JulieVignolaBL,1447655379727536133,1
martchampoux,1448044157373755398,6
martchampoux,1447549181372076033,1
martchampoux,1446611357034549251,0
martchampoux,1446569446454276098,0
martchampoux,1446569184712957956,6
martchampoux,1446211732309958661,7
MHGaudreauBQ,1447952936382906368,15
MHGaudreauBQ,1447654744126861315,1
MHGaudreauBQ,1447532828636422144,1
MHGaudreauBQ,1447233920056107015,4
MHGaudreauBQ,1446587582574436357,9
MHGaudreauBQ,1446488639362453508,0
MHGaudreauBQ,1446099961448443910,5
HedyFry,1448396887787294721,0
HedyFry,1448374238981787650,2
HedyFry,1448362780168388608,5
HedyFry,1448359862698610690,2
HedyFry,1448355256161628163,2
HedyFry,1448354783266435076,1
HedyFry,1448353847483650048,2
HedyFry,1448293706122006536,2
HedyFry,1448082312290312197,3
HedyFry,1448065043577274370,2
renevillemure,1447991301467774983,8
renevillemure,1446311331255275523,0
renevillemure,1446272475642408967,2
renevillemure,1446272264555597827,0
renevillemure,1446272100176744450,1
renevillemure,1446270801750151173,20
renevillemure,1446270744477020161,1
renevillemure,1446270678420840448,1
renevillemure,1446243425922265088,18
renevillemure,1446146202366615552,0
LucDesiletsBQ,1447633321513598976,0
LucDesiletsBQ,1447574092446568453,0
LucDesiletsBQ,1447569143897677826,0
LucDesiletsBQ,1447559811109883905,19
LucDesiletsBQ,1447314721636503553,0
LucDesiletsBQ,1447211400976388099,0
LucDesiletsBQ,1447211228896563202,3
LucDesiletsBQ,1447189687941140486,5
LucDesiletsBQ,1447017092943945732,19
LucDesiletsBQ,1446969719530065922,0
MartinBowRiver,1447562898167971841,0
BobBenzen,1448363777880100867,0
BobBenzen,1448355421274755084,16
BobBenzen,1448053769707606016,1
BobBenzen,1447212537003528201,0
BobBenzen,1446144589526704135,19
ArnoldViersen,1447963328668749831,1
ArnoldViersen,1447546272945164290,3
ArnoldViersen,1447002779772456974,0
ArnoldViersen,1446181376668090371,1
ArnoldViersen,1446162347521937408,1
GlenMotz,1448009884226699264,0
GlenMotz,1447563418962169858,2
PatKelly_MP,1447974424242634754,0
PatKelly_MP,1447299334530207745,3
StephanieKusie,1448292042237354006,18
StephanieKusie,1448115492330299392,0
StephanieKusie,1447581839493713920,2
StephanieKusie,1447247047418007552,0
StephanieKusie,1447043278562480131,19
jeneroux,1448495890453262341,2
jeneroux,1447924635513860100,0
jeneroux,1447576509766520832,1
jeneroux,1447201630143746058,0
jeneroux,1446470448741486626,1
jeneroux,1446121400540884998,1
JohnBarlowMP,1448285020569882624,1
Cooper4SAE,1447261399235792896,0
Cooper4SAE,1446662070284419074,19
ShannonStubbsMP,1448333193816461323,20
ShannonStubbsMP,1447985416796352524,20
ShannonStubbsMP,1446566068307185669,1
ShannonStubbsMP,1446505668899446791,0
BlakeRichardsMP,1448425155668189190,2
BlakeRichardsMP,1448358830052573189,0
BlakeRichardsMP,1446201882901467139,0
jasrajshallan,1447976838857375744,0
jasrajshallan,1447976696188219397,2
jasrajshallan,1447589989915799554,1
jasrajshallan,1447243383534014466,2
jasrajshallan,1446531854727892999,1
jasrajshallan,1446132511667417105,1
MikeLakeMP,1448458738545741825,1
MikeLakeMP,1448448746866417667,1
MikeLakeMP,1447756831611244548,0
MikeLakeMP,1447751766322253824,12
MikeLakeMP,1447569200227098648,5
MikeLakeMP,1447297745954295808,1
MikeLakeMP,1447267512366747648,9
GarnettGenuis,1447571161932464131,4
GarnettGenuis,1446904456373747713,0
GarnettGenuis,1446903305796476932,0
GarnettGenuis,1446833233757233152,0
GarnettGenuis,1446577243451322370,1
TimUppal,1448285192431579137,0
TimUppal,1448076493750423556,0
TimUppal,1447965517143281678,0
TimUppal,1447784454617927683,2
TimUppal,1447724916292399104,3
TimUppal,1447532854636908548,1
TimUppal,1446612199187824647,0
TimUppal,1446169919385702405,6
MichelleRempel,1446607756442492932,14
DanAlbas,1448480849574301701,0
DanAlbas,1448479633964290049,0
DanAlbas,1448357241736683528,1
DanAlbas,1448026128740798465,19
DanAlbas,1447946989702844421,1
DanAlbas,1447943225986093065,18
DanAlbas,1446483408880693249,7
DanAlbas,1446472048755232769,1
DanAlbas,1446143875685355528,0
DanAlbas,1446143637377597448,1
KenHardie,1448318673840586760,0
KenHardie,1448123921077833732,0
