Id,Label,timeset,twittername,first name,last name,political affiliation,betweenness_centrality,communityid,out_degree_centrality
158458133,,,AndyFillmoreHFX,Andy,Fillmore,Liberal,1078807.275814,1,0
408072407,,,DarrenFisherNS,Darren,Fisher,Liberal,448409.348705,1,0
1072270926,,,SeanFraserMP,Sean,Fraser,Liberal,108994.223714,1,0
1192858611879428097,,,mikekelloway,Mike,Kelloway,Liberal,0,1,0
2789770741,,,darrellsamson,Darrell,Samson,Liberal,0,1,0
20199202,,,OmarAlghabra,Omar,Alghabra,Liberal,1875414.88951,1,0
578640179,,,Shafqat_Ali_1,Shafqat,Ali,Liberal,57093.124019,1,0.000447
1899063048,,,gary_srp,Gary,Anandasangaree,Liberal,791673.34661,1,0
2327530022,,,AryaCanada,Chandra,Arya,Liberal,59261.585108,1,0
1002181382,,,VBadawey,Vance,Badawey,Liberal,331769.944498,1,0.000112
47692251,,,Yvan_Baker,Yvan,Baker,Liberal,151296.377653,1,0
40550119,,,Carolyn_Bennett,Carolyn,Bennett,Liberal,1614482.485238,1,0.000894
2800741820,,,trudel_denis,Denis,Trudel,Bloc Québécois,284271.951189,4,0
417389780,,,Chris_Bittle,Chris,Bittle,Liberal,1143796.482785,1,0.000112
714340176,,,ValBradford_,Valerie,Bradford,Liberal,356374.513621,1,0
2937436849,,,Shaun_Chen,Shaun,Chen,Liberal,90807.482241,1,0
272250877,,,PaulChiangMU,Paul,Chiang,Liberal,449454.521953,1,0
803381983,,,Alduceppe,Alexis,Brunelle-Duceppe,Bloc Québécois,66585.712802,4,0.000112
382949896,,,juliedabrusin,Julie,Dabrusin,Liberal,173107.758346,1,0
205786669,,,PamDamoff,Pam,Damoff,Liberal,1012661.827919,1,0.000335
1406573892,,,handongontario,Han,Dong,Liberal,68204.776672,1,0
743129088,,,Francis_Drouin,Francis,Drouin,Liberal,8966.454762,1,0
271073165,,,KirstyDuncanEN,Kirsty,Duncan,Liberal,118099.936831,1,0
1942107584,,,JulieDzerowicz,Julie,Dzerowicz,Liberal,643065.032032,1,0
1895316878,,,AliEhsassi,Ali,Ehsassi,Liberal,147504.585893,1,0
4269886099,,,PeterFonsecaMP,Peter,Fonseca,Liberal,1,20,0
631988630,,,MonaFortier,Mona,Fortier,Liberal,352477.254002,1,0
1957288050,,,GaryAVidal,Gary,Vidal,Conservative,289576.107803,3,0.000223
593944500,,,pfragiskatos,Peter,Fragiskatos,Liberal,314929.542913,1,0
1381435843492085760,,,IqwinderSGaheer,Iqwinder,Gaheer,Liberal,467670.890486,1,0
61521038,,,karinagould,Karina,Gould,Liberal,1063782.916937,1,0.000112
360677740,,,lisahepfner2021,Lisa,Hepfner,Liberal,409732.486339,1,0.000112
85428184,,,markhollandlib,Mark,Holland,Liberal,471860.67285,1,0
2891740872,,,HonAhmedHussen,Ahmed,Hussen,Liberal,826485.025973,1,0.000335
47338701,,,MarciIen,Marci,Ien,Liberal,1378890.35017,1,0
290162716,,,HelenaJaczek,Helena,Jaczek,Liberal,35988.954746,1,0
2229187188,,,MajidJowhari,Majid,Jowhari,Liberal,110593.9258,1,0.000112
58319221,,,iamIqraKhalid,Iqra,Khalid,Liberal,251438.441479,1,0
274507495,,,Irek_K,Irek,Kusmierczyk,Liberal,251944.928242,1,0
417524720,,,mflalonde,Marie-France,Lalonde,Liberal,384269.673691,1,0
1626700808,,,cathayw,Cathay,Wagantall,Conservative,17898.447237,3,0
415774799,,,VivianeLapointe,Viviane,LaPointe,Liberal,93302.768902,1,0.000112
579377522,,,LloydLongfield,Lloyd,Longfield,Liberal,137560.41687,1,0.000112
2678072299,,,TimLouisKitCon,Tim,Louis,Liberal,245973.84944,1,0
32915303,,,j_maloney,James,Maloney,Liberal,36163.52367,1,0
52080359,,,_BryanMay,Bryan,May,Liberal,79720.971802,1,0
245954929,,,JohnMcKayLib,John,McKay,Liberal,53926.295649,1,0
86384661,,,Yasir_Naqvi,Yasir,Naqvi,Liberal,751967.794038,1,0
29754743,,,mary_ng,Mary,Ng,Liberal,1750975.853842,1,0.000335
2983179809,,,JenOConnell_,Jennifer,O'Connell,Liberal,71836.440344,1,0.000112
1203545123356839936,,,MarcusPowlowski,Marcus,Powlowski,Liberal,144817.687369,1,0
170377354,,,AnthonyRota,Anthony,Rota,Liberal,9202.587063,1,0
2332742508,,,YaaraSaks,Ya'ara,Saks,Liberal,154392.88095,1,0.000112
159655782,,,MarcSerreMP,Marc,Serré,Liberal,147590.958873,1,0
3320613061,,,KevinWaugh_CPC,Kevin,Waugh,Conservative,31902.271136,3,0
1390883714,,,JudySgroMP,Judy A.,Sgro,Liberal,274692.972884,1,0
3363252329,,,TerrySheehanMP,Terry,Sheehan,Liberal,68313.271351,1,0
1143342270399373313,,,MSidhuLiberal,Maninder,Sidhu,Liberal,53678.203516,1,0.000112
3188558830,,,SoniaLiberal,Sonia,Sidhu,Liberal,628690.008474,1,0.000223
272185225,,,fsorbara,Francesco,Sorbara,Liberal,755256.101937,1,0.000112
282526718,,,SvenTrueNorth,Sven,Spengemann,Liberal,435674.906923,1,0
2352629420,,,JennaSudds,Jenna,Sudds,Liberal,1087397.013054,1,0
4026045455,,,FilomenaTassi,Filomena,Tassi,Liberal,299426.051024,1,0.000112
1144289639924207616,,,Leah_Taylor_Roy,Leah,Taylor Roy,Liberal,317146.332091,1,0.000447
1427258589077508100,,,rechievaldez,Rechie,Valdez,Liberal,80724.579389,1,0.000223
19634262,,,TonyVanBynen,Tony,Van Bynen,Liberal,147351.710173,1,0
43510607,,,anitavandenbeld,Anita,Vandenbeld,Liberal,50389.358759,1,0.00067
524557553,,,viraniarif,Arif,Virani,Liberal,345801.153105,1,0
2513973205,,,JeanYip3,Jean,Yip,Liberal,245714.715749,1,0.000112
2344419362,,,SalmaZahid15,Salma,Zahid,Liberal,484145.41918,1,0.000335
256775505,,,SeanCaseyLPC,Sean,Casey,Liberal,51363.824534,1,0.000112
493488747,,,L_MacAulay,Lawrence,MacAulay,Liberal,116733.714283,1,0
1382336580518621186,,,ElisabethBriere,Élisabeth,Brière,Liberal,29122.048784,1,0.000112
780323935,,,SophieChatel1,Sophie,Chatel,Liberal,82674.957643,1,0.000112
868245382148521984,,,PatriciaLattan3,Patricia,Lattanzio,Liberal,28317.206235,1,0
1170770038208565248,,,AnnieKoutrakis,Annie,Koutrakis,Liberal,257934.549647,1,0
339752726,,,PascaleStOnge_,Pascale,St-Onge,Liberal,53061.637472,1,0.000447
132763075,,,SorayaMartinezF,Soraya,Martinez Ferrada,Liberal,0,1,0.000112
200100603,,,ScarpaleggiaLSL,Francis,Scarpaleggia,Liberal,,,
16014404,,,sbergeron,Stéphane,Bergeron,Bloc Québécois,255072.588278,4,0.000447
249221867,,,AlexandraBrStL,Alexandra,Mendès,Liberal,97614.675481,1,0.000223
3187763194,,,stephanelauzon5,Stéphane,Lauzon,Liberal,1021.639474,1,0.000112
1881004363,,,EmmanuelDubourg,Emmanuel,Dubourg,Liberal,,,
2942312619,,,YRobillardPLC,Yves,Robillard,Liberal,0,1,0
165812196,,,stevenmackinnon,Steven,MacKinnon,Liberal,19168.935955,1,0
488052222,,,SherryRomanado,Sherry,Romanado,Liberal,113357.74938,1,0.000223
283226685,,,RachelBendayan,Rachel,Bendayan,Liberal,934580.097517,1,0
2874772780,,,adhillonDLL,Anju,Dhillon,Liberal,10218.126033,1,0
45848808,,,GregFergus,Greg,Fergus,Liberal,472954.995929,1,0.000782
1646334073,,,AHousefather,Anthony,Housefather,Liberal,755861.311053,1,0.000112
1360838234,,,DavidLametti,David,Lametti,Liberal,175673.685617,1,0
2242940071,,,pablorodriguez,Pablo,Rodriguez,Liberal,128323.516537,1,0
3142614406,,,DiLebouthillier,Diane,Lebouthillier,Liberal,0,1,0
2848993491,,,jyduclos,Jean-Yves,Duclos,Liberal,235486.919785,1,0
276713213,,,s_guilbeault,Steven,Guilbeault,Liberal,350790.347259,1,0.000223
911471588,,,mclaudebibeau,Marie-Claude,Bibeau,Liberal,31372.628956,1,0
1707636642,,,FP_Champagne,François-Philippe,Champagne,Liberal,2610868.386972,1,0.000112
1424828295309402117,,,drbrendanhanley,Brendan,Hanley,Liberal,1,21,0
175259033,,,taylorbachrach,Taylor,Bachrach,NDP,514427.847042,2,0
121343164,,,RABlaney,Rachel,Blaney,NDP,36356.180049,2,0
814078628,,,CanningsNDP,Richard,Cannings,NDP,70762.911212,2,0
266855812,,,r_garrison,Randall,Garrison,NDP,909183.226472,2,0
341866567,,,LoriIdlout,Lori,Idlout,NDP,427064.839068,2,0.000223
215632349,,,CharlieAngusNDP,Charlie,Angus,NDP,4958323.6578,2,0.000335
17823761,,,MatthewGreenNDP,Matthew,Green,NDP,1516333.907811,2,0
60916234,,,CarolHughesMP,Carol,Hughes,NDP,21254.019592,2,0
196717787,,,alexboulerice,Alexandre,Boulerice,NDP,815552.738636,2,0.000223
158095776,,,,,,Activist Organization,488224.892033,9,0
18681111,,,,,,Activist Organization,386137.707755,2,0
106524304,,,,,,Activist Organization,305084.419065,2,0
142731825,,,,,,Activist Organization,35614,1,0
109144163,,,,,,Activist Organization,215031.522469,2,0
3409346380,,,,,,Activist Organization,170243.996998,2,0
29545977,,,,,,Activist Organization,44599.266204,2,0.000112
59686058,,,,,,Activist Organization,51821.244377,2,0
150270263,,,,,,Activist Organization,368544.967871,1,0.000112
108413104,,,,,,Activist Organization,79694.427788,13,0
79260190,,,,,,Activist Organization,44515,2,0
247412217,,,,,,Activist Organization,26729.420884,2,0
177347829,,,,,,Activist Organization,1048865.568064,2,0
40246161,,,,,,Activist Organization,232525.399286,11,0
45976740,,,,,,Activist Organization,1922583.14039,6,0
23491400,,,,,,Activist Organization,934916.448037,2,0
280552762,,,,,,Activist Organization,806650.794472,7,0
22665788,,,,,,Activist Organization,36,14,0
1497165457,,,,,,Activist Organization,1,19,0
218952640,,,,,,Activist Organization,331453.004876,10,0
74919901,,,,,,Activist Organization,21,16,0
266048357,,,,,,Activist Organization,273870.988821,6,0
15922687,,,,,,Activist Organization,28,15,0
37044121,,,,,,Activist Organization,304978.995889,2,0
577727470,,,,,,Activist Organization,373590.548534,2,0.000112
211564038,,,,,,Activist Organization,1403026.44631,5,0
294660973,,,,,,Activist Organization,532572.887626,5,0.000112
119925381,,,,,,Activist Organization,1397821.003749,5,0
163922710,,,,,,Activist Organization,72031.053607,5,0
21951711,,,,,,Activist Organization,952013.664382,2,0
277332906,,,,,,Activist Organization,1933454.996833,2,0
551583496,,,,,,Activist Organization,3,18,0
25813888,,,,,,Activist Organization,380272.570942,1,0.000112
14079041,,,,,,Activist Organization,3091532.81163,2,0
189349553,,,,,,Activist Organization,49119.592695,1,0
21410801,,,,,,Activist Organization,819123.056375,3,0.000112
24692082,,,,,,Activist Organization,319600.411521,2,0
17969963,,,,,,Activist Organization,267306.968747,3,0
35863342,,,,,,Activist Organization,392752.778996,2,0
2249182471,,,,,,Activist Organization,124579,12,0
65666257,,,,,,Activist Organization,45731.11057,1,0
198927392,,,,,,Activist Organization,162910.844029,5,0
42702616,,,,,,Activist Organization,62546.452888,1,0
575497430,,,,,,Activist Organization,216067.338809,8,0
47452040,,,,,,Activist Organization,1086252.077542,2,0
24913022,,,,,,Activist Organization,1024576.281772,2,0
94176238,,,,,,Activist Organization,683061.838469,3,0
1604931252,,,,,,Activist Organization,337687,9,0
3299711869,,,,,,Activist Organization,238194.539619,8,0
245564555,,,,,,Activist Organization,180280.069154,8,0
20139753,,,,,,Activist Organization,475771.463335,3,0
2715275551,,,,,,Activist Organization,685312.997198,2,0
475298690,,,,,,Activist Organization,89256.397696,2,0
366225624,,,,,,Activist Organization,647739.701046,2,0.000223
1337408652416864259,,,,,,Activist Organization,1081.790466,3,0
377588094,,,,,,Activist Organization,415939.16601,2,0
1385933370090209280,,,,,,,0,9,0.000112
1416535505454338050,,,,,,,345813,9,0.000223
544695802,,,,,,,0,9,0.000112
716257068538327040,,,,,,,0,9,0.000112
258170457,,,,,,,51617.512615,3,0.000223
2817389862,,,,,,,0,9,0.000112
822476228548403200,,,,,,,0,9,0.000112
2353730881,,,,,,,0,9,0.000112
921026239808208896,,,,,,,0,9,0.000112
720934098223542272,,,,,,,0,9,0.000112
2922779039,,,,,,,0,9,0.000112
552891173,,,,,,,0,9,0.000112
982496635,,,,,,,0,9,0.000112
1433403537329819654,,,,,,,0,9,0.000112
1175052073605353473,,,,,,,0,9,0.000112
2784661153,,,,,,,0,9,0.000112
102887506,,,,,,,0,2,0.000112
952980338745147394,,,,,,,0,2,0.000112
1438871779779530755,,,,,,,0,2,0.000112
46975259,,,,,,,0,2,0.000112
1157395568135557120,,,,,,,37773.101756,2,0.000223
563064119,,,,,,,196353.960565,2,0.000335
979827806023618560,,,,,,,0,2,0.000112
18308257,,,,,,,0,2,0.000112
846667915,,,,,,,0,2,0.000112
258916078,,,,,,,0,2,0.000112
1138564320390836224,,,,,,,0,2,0.000112
17912334,,,,,,,0,2,0.000112
2821464243,,,,,,,0,2,0.000112
928790819145842688,,,,,,,0,2,0.000112
753638148958216192,,,,,,,0,2,0.000112
2256955027,,,,,,,0,2,0.000112
1185936230393024512,,,,,,,57185.797068,2,0.000223
3021899490,,,,,,,0,2,0.000112
13880132,,,,,,,0,2,0.000112
960624707820113920,,,,,,,0,2,0.000112
52003137,,,,,,,0,2,0.000112
1887595058,,,,,,,0,2,0.000112
331864347,,,,,,,0,2,0.000112
961514730,,,,,,,0,2,0.000112
70750793,,,,,,,0,2,0.000112
155629527,,,,,,,0,2,0.000112
1161351506983038976,,,,,,,0,2,0.000112
766360387,,,,,,,0,2,0.000112
38471212,,,,,,,0,2,0.000112
83153695,,,,,,,0,2,0.000112
118937966,,,,,,,0,2,0.000112
871189841186357248,,,,,,,0,2,0.000112
293403080,,,,,,,0,2,0.000112
629539554,,,,,,,0,2,0.000112
1104422828,,,,,,,0,2,0.000112
602083976,,,,,,,0,2,0.000112
1311896805920043009,,,,,,,0,2,0.000112
1318741345905922048,,,,,,,0,2,0.000112
25314619,,,,,,,0,2,0.000112
104300984,,,,,,,0,2,0.000112
15702055,,,,,,,0,2,0.000112
1153463878195589125,,,,,,,0,2,0.000112
15633240,,,,,,,0,2,0.000112
14991184,,,,,,,0,2,0.000112
1242522201770856449,,,,,,,0,2,0.000112
1440522413687521295,,,,,,,0,2,0.000112
1292608204845834241,,,,,,,0,2,0.000112
1446846657551683588,,,,,,,0,2,0.000112
1389700907697270787,,,,,,,0,2,0.000112
1445880242707570691,,,,,,,0,2,0.000112
1545912997,,,,,,,0,2,0.000112
831084798621782016,,,,,,,0,2,0.000112
55976571,,,,,,,0,2,0.000112
305401065,,,,,,,0,2,0.000112
704798725747531776,,,,,,,192220.870323,2,0.000782
4744498950,,,,,,,0,2,0.000112
766759351973404672,,,,,,,0,2,0.000112
47781573,,,,,,,0,2,0.000112
994077337,,,,,,,0,2,0.000112
14055736,,,,,,,0,2,0.000112
1236010900693356549,,,,,,,0,2,0.000112
1171683272,,,,,,,0,2,0.000112
1338338931792756737,,,,,,,0,2,0.000112
562243642,,,,,,,0,2,0.000112
15772683,,,,,,,0,2,0.000112
1251340447387172868,,,,,,,0,2,0.000112
1350484767255519233,,,,,,,0,2,0.000112
1335046616697372675,,,,,,,0,2,0.000112
20750271,,,,,,,55515.858327,2,0.000335
130909683,,,,,,,0,2,0.000112
1364261390614106113,,,,,,,0,2,0.000112
44416854,,,,,,,0,2,0.000112
1511003670,,,,,,,0,2,0.000112
536594609,,,,,,,141030.74824,2,0.000558
273683993,,,,,,,58410.999581,2,0.000223
1156602559378804741,,,,,,,0,2,0.000112
1156033982586208256,,,,,,,39896.731208,2,0.000223
139819609,,,,,,,0,2,0.000112
413514250,,,,,,,70450.995001,1,0.000335
1189800120,,,,,,,0,2,0.000112
138418077,,,,,,,0,2,0.000112
382489139,,,,,,,0,2,0.000112
374300583,,,,,,,0,2,0.000112
3226840807,,,,,,,0,2,0.000112
133863908,,,,,,,0,2,0.000112
57127265,,,,,,,0,1,0.000112
1417929933800751104,,,,,,,0,1,0.000112
55823004,,,,,,,0,1,0.000112
1447315781289750532,,,,,,,0,1,0.000112
14262411,,,,,,,44505,1,0.000223
845487573011173380,,,,,,,30682.310849,2,0.000223
785448020628430849,,,,,,,30682.310849,2,0.000223
77283552,,,,,,,0,2,0.000112
38055290,,,,,,,0,2,0.000112
34506336,,,,,,,0,2,0.000112
242798024,,,,,,,0,2,0.000112
138077463,,,,,,,80248.952463,2,0.000782
18519855,,,,,,,0,2,0.000112
268824309,,,,,,,0,2,0.000112
2439928526,,,,,,,19623.953552,2,0.000223
1169378542737661954,,,,,,,0,2,0.000112
299228245,,,,,,,0,2,0.000112
2369365718,,,,,,,0,2,0.000112
1373493122,,,,,,,0,2,0.000112
2834753506,,,,,,,27357.585979,2,0.000223
999476893970763777,,,,,,,0,2,0.000112
120320139,,,,,,,0,2,0.000112
84734389,,,,,,,21238.590779,2,0.000223
15407637,,,,,,,17861.056373,2,0.000223
1301967293849755653,,,,,,,0,2,0.000112
324602007,,,,,,,0,2,0.000112
292667439,,,,,,,7020.392963,2,0.000223
522345885,,,,,,,0,2,0.000112
12599562,,,,,,,0,2,0.000112
4856851754,,,,,,,0,2,0.000112
1248842158553141250,,,,,,,11814.344347,2,0.000223
3303438653,,,,,,,0,2,0.000112
1129203001,,,,,,,0,2,0.000112
2813664079,,,,,,,0,2,0.000112
14518712,,,,,,,0,2,0.000112
95209129,,,,,,,0,2,0.000112
119797208,,,,,,,0,2,0.000112
201984482,,,,,,,8226.442046,2,0.000223
17105128,,,,,,,0,2,0.000112
33826892,,,,,,,0,2,0.000112
273866823,,,,,,,0,2,0.000112
