Id,Label,timeset,twittername,first name,last name,political affiliation,betweenness_centrality,communityid,out_degree_centrality
4722097454,,,,,,,0,5,0.000112
1070001735454875648,,,,,,,0,5,0.000112
35728556,,,,,,,0,5,0.000112
1402352323851083779,,,,,,,0,5,0.000112
1097176821622284289,,,,,,,3659.794511,5,0.000223
150699925,,,,,,,0,5,0.000112
1060278863874478080,,,,,,,3659.794511,5,0.000223
813073081761570816,,,,,,,0,5,0.000112
722880943380242432,,,,,,,0,5,0.000112
14960142,,,,,,,0,5,0.000112
1346936882,,,,,,,3659.794511,5,0.000223
1073283389288005632,,,,,,,0,5,0.000112
1297250167,,,,,,,0,5,0.000112
1322191014455554048,,,,,,,0,5,0.000112
1357200256618795008,,,,,,,3659.794511,5,0.000223
16504074,,,,,,,0,5,0.000112
158100294,,,,,,,0,5,0.000112
817811639516991488,,,,,,,0,5,0.000112
824357739501531136,,,,,,,189127.125445,5,0.000335
268237247,,,,,,,0,5,0.000112
21815663,,,,,,,0,5,0.000112
318420941,,,,,,,0,5,0.000112
341180420,,,,,,,0,5,0.000112
2267952750,,,,,,,0,5,0.000112
454336947,,,,,,,0,5,0.000112
725309237862223872,,,,,,,0,5,0.000112
353903334,,,,,,,0,5,0.000112
2247798150,,,,,,,0,5,0.000112
489749588,,,,,,,0,5,0.000112
4819639768,,,,,,,0,5,0.000112
1330218727,,,,,,,0,5,0.000112
1481076481,,,,,,,0,5,0.000112
2479224015,,,,,,,0,5,0.000112
563152589,,,,,,,0,5,0.000112
1317418116,,,,,,,0,5,0.000112
1350924172554366979,,,,,,,0,5,0.000112
23101207,,,,,,,0,5,0.000112
1357917347181453312,,,,,,,0,5,0.000112
721401357,,,,,,,0,5,0.000112
2926114316,,,,,,,0,5,0.000112
968303534822313984,,,,,,,0,5,0.000112
77035084,,,,,,,0,5,0.000112
85859978,,,,,,,0,5,0.000112
2720749324,,,,,,,0,5,0.000112
734095130,,,,,,,0,5,0.000112
3257661611,,,,,,,0,5,0.000112
1219432023044939776,,,,,,,0,5,0.000112
998712356,,,,,,,0,5,0.000112
603662056,,,,,,,0,5,0.000112
4729460081,,,,,,,0,5,0.000112
188565420,,,,,,,0,5,0.000112
2534622463,,,,,,,0,5,0.000112
165020784,,,,,,,0,5,0.000112
84704052,,,,,,,0,5,0.000112
4273980252,,,,,,,0,5,0.000112
29256016,,,,,,,0,5,0.000112
577968691,,,,,,,0,5,0.000112
845271811097055234,,,,,,,0,5,0.000112
470780364,,,,,,,0,5,0.000112
22531935,,,,,,,0,5,0.000112
59829657,,,,,,,0,5,0.000112
275735174,,,,,,,0,5,0.000112
559870034,,,,,,,0,5,0.000112
7491592,,,,,,,0,5,0.000112
23282993,,,,,,,0,5,0.000112
2411078349,,,,,,,0,5,0.000112
4148412316,,,,,,,0,5,0.000112
73199415,,,,,,,0,5,0.000112
366968661,,,,,,,0,5,0.000112
341653196,,,,,,,0,5,0.000112
605379442,,,,,,,0,5,0.000112
28045785,,,,,,,0,5,0.000112
40216513,,,,,,,0,5,0.000112
925675836526776321,,,,,,,0,5,0.000112
1080965055007592456,,,,,,,0,5,0.000112
1032507164,,,,,,,0,5,0.000112
820730609043505152,,,,,,,0,5,0.000112
495401684,,,,,,,0,5,0.000112
29904143,,,,,,,0,5,0.000112
365563514,,,,,,,0,5,0.000112
1142295084572073985,,,,,,,0,5,0.000112
23522098,,,,,,,0,5,0.000112
624251860,,,,,,,0,5,0.000112
80212065,,,,,,,0,5,0.000112
2829798301,,,,,,,0,5,0.000112
1390067256080621568,,,,,,,310487.775433,5,0.000223
38878429,,,,,,,0,5,0.000112
2801061205,,,,,,,0,5,0.000112
935335003084423168,,,,,,,0,5,0.000112
622885791,,,,,,,0,5,0.000112
1112914064076931072,,,,,,,0,5,0.000112
384288098,,,,,,,0,5,0.000112
515847342,,,,,,,0,5,0.000112
3111765339,,,,,,,0,5,0.000112
3419010088,,,,,,,0,5,0.000112
571519594,,,,,,,0,5,0.000112
935697022400602112,,,,,,,0,5,0.000112
349692386,,,,,,,0,5,0.000112
1223950760,,,,,,,1266122.524391,1,0.007148
731469980890476545,,,,,,,0,5,0.000112
58340767,,,,,,,73389.121475,1,0.000894
266653082,,,,,,,0,5,0.000112
2853989866,,,,,,,0,5,0.000112
3607702640,,,,,,,0,5,0.000112
1421968442,,,,,,,0,5,0.000112
297986745,,,,,,,0,5,0.000112
54042169,,,,,,,0,5,0.000112
577170668,,,,,,,0,5,0.000112
880108852162707456,,,,,,,0,5,0.000112
1380189591735517190,,,,,,,0,5,0.000112
35051540,,,,,,,0,5,0.000112
1074335960,,,,,,,0,5,0.000112
1371923720609095686,,,,,,,0,5,0.000112
1280972258,,,,,,,0,5,0.000112
491697655,,,,,,,0,5,0.000112
2651576688,,,,,,,0,5,0.000112
1117035592565628928,,,,,,,42576.378188,5,0.000335
1286102971974025217,,,,,,,42576.378188,5,0.000335
2620272561,,,,,,,0,5,0.000112
52516962,,,,,,,0,5,0.000112
1065829609,,,,,,,0,5,0.000112
1437800221375963143,,,,,,,0,5,0.000112
1247541393121087495,,,,,,,0,5,0.000112
892060639526395904,,,,,,,0,5,0.000112
543143031,,,,,,,0,5,0.000112
124878802,,,,,,,0,5,0.000112
1341618252,,,,,,,0,5,0.000112
727897637098135552,,,,,,,0,5,0.000112
14221144,,,,,,,0,5,0.000112
950848085802004480,,,,,,,0,5,0.000112
16267310,,,,,,,0,5,0.000112
2262304373,,,,,,,209187.350199,1,0.000447
727519870590541824,,,,,,,0,5,0.000112
92551736,,,,,,,0,5,0.000112
3438124552,,,,,,,0,5,0.000112
2749373577,,,,,,,0,5,0.000112
535799622,,,,,,,0,5,0.000112
1354038378640134145,,,,,,,0,5,0.000112
1239698227739459584,,,,,,,0,5,0.000112
196164822,,,,,,,0,5,0.000112
3075929388,,,,,,,0,5,0.000112
1212777267169873920,,,,,,,0,5,0.000112
140253506,,,,,,,0,5,0.000112
1571464364,,,,,,,0,5,0.000112
37609730,,,,,,,0,5,0.000112
1396338835596795904,,,,,,,0,5,0.000112
1069734050301128705,,,,,,,0,5,0.000112
1581712848,,,,,,,0,5,0.000112
3268565808,,,,,,,0,5,0.000112
786738726466707460,,,,,,,0,5,0.000112
1115838887623122954,,,,,,,153853.745179,1,0.001564
1498327201,,,,,,,0,5,0.000112
1316013080250216453,,,,,,,0,5,0.000112
957808962983755776,,,,,,,0,5,0.000112
2727310657,,,,,,,128191.067054,5,0.000335
2353185104,,,,,,,0,5,0.000112
992390491105882112,,,,,,,0,5,0.000112
1133696644422275072,,,,,,,0,5,0.000112
3087811674,,,,,,,0,5,0.000112
2151893489,,,,,,,0,5,0.000112
904365258399244288,,,,,,,0,5,0.000112
1393384383650975744,,,,,,,0,5,0.000112
707364896153980928,,,,,,,0,5,0.000112
371739649,,,,,,,0,5,0.000112
1203817853494779904,,,,,,,0,5,0.000112
1081036726758531072,,,,,,,0,5,0.000112
2968424080,,,,,,,0,5,0.000112
2151613567,,,,,,,16624.238157,5,0.000223
951527727365988352,,,,,,,0,5,0.000112
1093890667909124100,,,,,,,0,5,0.000112
593891991,,,,,,,0,5,0.000112
4850122813,,,,,,,0,5,0.000112
872152901870911489,,,,,,,0,5,0.000112
878242924567441408,,,,,,,0,5,0.000112
1335043297,,,,,,,0,5,0.000112
725731648017424385,,,,,,,0,5,0.000112
1198351736,,,,,,,0,5,0.000112
26557104,,,,,,,0,5,0.000112
1042821954821087232,,,,,,,0,5,0.000112
1428826266,,,,,,,0,5,0.000112
2831610879,,,,,,,0,5,0.000112
4681656433,,,,,,,0,5,0.000112
775279674,,,,,,,0,5,0.000112
596787864,,,,,,,1321371.241195,1,0.001899
342699819,,,,,,,0,5,0.000112
378321467,,,,,,,0,5,0.000112
217485938,,,,,,,0,5,0.000112
967837552425119744,,,,,,,5158.301837,5,0.000223
18579611,,,,,,,0,5,0.000112
16811701,,,,,,,0,5,0.000112
63476527,,,,,,,0,5,0.000112
17442269,,,,,,,0,5,0.000112
1366423551704784897,,,,,,,0,5,0.000112
1070588953105969152,,,,,,,11009.9399,5,0.000223
119911112,,,,,,,0,5,0.000112
145878023,,,,,,,0,5,0.000112
28540616,,,,,,,0,5,0.000112
17050123,,,,,,,0,5,0.000112
1432002021398306821,,,,,,,0,5,0.000112
930479718,,,,,,,0,2,0.000112
2341257349,,,,,,,16943.48773,2,0.000335
587087289,,,,,,,0,2,0.000112
708990479895896066,,,,,,,0,2,0.000112
566196508,,,,,,,0,2,0.000112
1019405015855878144,,,,,,,0,2,0.000112
1275466513529671681,,,,,,,0,2,0.000112
1347609010434953217,,,,,,,5340.150798,2,0.000223
1419539298,,,,,,,0,2,0.000112
57527830,,,,,,,0,2,0.000112
24752425,,,,,,,0,2,0.000112
29586080,,,,,,,0,2,0.000112
1250609616192446466,,,,,,,0,2,0.000112
2589728724,,,,,,,0,2,0.000112
7922582,,,,,,,57984.70366,2,0.000335
1124423281765797888,,,,,,,0,2,0.000112
1077139237,,,,,,,0,2,0.000112
199876983,,,,,,,0,2,0.000112
18680879,,,,,,,0,2,0.000112
380327126,,,,,,,0,2,0.000112
3139690604,,,,,,,0,2,0.000112
282111410,,,,,,,0,2,0.000112
273727399,,,,,,,0,2,0.000112
703722876,,,,,,,63611.721285,1,0.00067
3357096478,,,,,,,0,2,0.000112
838912397066846208,,,,,,,0,2,0.000112
1437539837477748738,,,,,,,0,2,0.000112
751919973497384962,,,,,,,0,2,0.000112
1404491652580843525,,,,,,,0,2,0.000112
1067154574278971392,,,,,,,0,2,0.000112
576365948,,,,,,,8352.099265,2,0.000223
31513326,,,,,,,0,2,0.000112
1297575021578256388,,,,,,,0,2,0.000112
1233196108211294209,,,,,,,0,2,0.000112
19359977,,,,,,,0,2,0.000112
745800926,,,,,,,0,2,0.000112
2448257995,,,,,,,0,2,0.000112
839668692866723840,,,,,,,0,2,0.000112
15023001,,,,,,,0,2,0.000112
30270072,,,,,,,0,2,0.000112
17929195,,,,,,,0,2,0.000112
385678932,,,,,,,33653.757686,1,0.000558
1065257588151996422,,,,,,,0,2,0.000112
1687712964,,,,,,,0,2,0.000112
1345709200618389504,,,,,,,0,2,0.000112
224737149,,,,,,,12975.71378,2,0.000223
373940903,,,,,,,0,2,0.000112
6013662,,,,,,,26559.839833,2,0.000335
907302868645953537,,,,,,,12975.71378,2,0.000223
1243336421164732416,,,,,,,0,2,0.000112
240831038,,,,,,,0,2,0.000112
290312086,,,,,,,0,2,0.000112
4026420858,,,,,,,0,2,0.000112
540103190,,,,,,,184861.84582,1,0.00067
148618115,,,,,,,0,2,0.000112
83307703,,,,,,,0,2,0.000112
918318518,,,,,,,0,2,0.000112
21166754,,,,,,,0,2,0.000112
493604178,,,,,,,0,2,0.000112
1222274097935073281,,,,,,,44166.994809,1,0.000558
1254832256,,,,,,,0,2,0.000112
65917423,,,,,,,0,2,0.000112
15257975,,,,,,,4176.847031,2,0.000223
18148460,,,,,,,20085.615074,2,0.000335
168350399,,,,,,,0,2,0.000112
18457918,,,,,,,0,2,0.000112
165890739,,,,,,,0,2,0.000112
1380663772906356737,,,,,,,0,2,0.000112
554805867,,,,,,,0,2,0.000112
1344041868779110400,,,,,,,0,2,0.000112
373667686,,,,,,,0,2,0.000112
1261311256151183362,,,,,,,0,2,0.000112
1116067546778628097,,,,,,,0,2,0.000112
1416035013502685184,,,,,,,0,2,0.000112
24313572,,,,,,,0,2,0.000112
1144704604442988544,,,,,,,16902.962786,2,0.000223
222126993,,,,,,,0,2,0.000112
2655180373,,,,,,,0,2,0.000112
887262626,,,,,,,0,2,0.000112
3131039404,,,,,,,0,2,0.000112
249386982,,,,,,,0,2,0.000112
4759974372,,,,,,,0,2,0.000112
494732315,,,,,,,0,2,0.000112
1405037853579436035,,,,,,,0,2,0.000112
15049380,,,,,,,0,2,0.000112
396149168,,,,,,,5340.150798,2,0.000223
977021137,,,,,,,0,2,0.000112
3320688247,,,,,,,0,2,0.000112
880997516,,,,,,,0,2,0.000112
264439847,,,,,,,10101.782589,2,0.000223
1068193791511678977,,,,,,,0,2,0.000112
636649732,,,,,,,17503.121451,1,0.000335
14837621,,,,,,,328825.166626,1,0.001564
596793900,,,,,,,0,2,0.000112
4767685428,,,,,,,0,2,0.000112
1407536941680279552,,,,,,,0,2,0.000112
717895042602504192,,,,,,,0,2,0.000112
52245251,,,,,,,12975.71378,2,0.000223
2574056066,,,,,,,0,2,0.000112
35476624,,,,,,,0,2,0.000112
48035511,,,,,,,33570.284126,1,0.000558
207677544,,,,,,,0,2,0.000112
56029187,,,,,,,10101.782589,2,0.000223
3306930701,,,,,,,7498.018849,2,0.000223
1177657984220053506,,,,,,,0,2,0.000112
165971686,,,,,,,0,2,0.000112
758042170968375296,,,,,,,47441.268646,2,0.000335
242492168,,,,,,,0,2,0.000112
27460814,,,,,,,0,2,0.000112
1231982311253708803,,,,,,,0,2,0.000112
2533511951,,,,,,,0,2,0.000112
3317590829,,,,,,,0,2,0.000112
2416130503,,,,,,,0,2,0.000112
724952267162542080,,,,,,,0,2,0.000112
22491454,,,,,,,0,2,0.000112
3029210380,,,,,,,0,2,0.000112
2157300561,,,,,,,0,2,0.000112
1053529093285785601,,,,,,,0,2,0.000112
1130348139607576576,,,,,,,0,2,0.000112
1232835905616011264,,,,,,,23126.6182,2,0.000223
2922358250,,,,,,,0,2,0.000112
1001986308343033856,,,,,,,0,2,0.000112
1022679197976678400,,,,,,,0,2,0.000112
2560632538,,,,,,,0,2,0.000112
1317802041423646720,,,,,,,0,2,0.000112
884265045479313408,,,,,,,26453.800865,2,0.000223
1229474724142604288,,,,,,,0,2,0.000112
486317915,,,,,,,0,2,0.000112
235070820,,,,,,,0,2,0.000112
755749623491244032,,,,,,,0,2,0.000112
32189160,,,,,,,0,2,0.000112
416468980,,,,,,,51211.449528,2,0.000335
1051556700,,,,,,,0,2,0.000112
1171534270168367105,,,,,,,0,2,0.000112
23370368,,,,,,,110140.223039,2,0.000447
1399510991885455362,,,,,,,0,2,0.000112
1438462388647440386,,,,,,,0,2,0.000112
214708464,,,,,,,0,2,0.000112
547747984,,,,,,,0,2,0.000112
366117993,,,,,,,0,2,0.000112
262910171,,,,,,,0,2,0.000112
1416997300199641091,,,,,,,0,2,0.000112
24707528,,,,,,,0,2,0.000112
521255914,,,,,,,0,2,0.000112
1267810083389480963,,,,,,,0,2,0.000112
165587758,,,,,,,0,2,0.000112
1398595872187830274,,,,,,,0,2,0.000112
1392128666998542337,,,,,,,0,2,0.000112
2612807188,,,,,,,54148.623568,2,0.000335
2652768953,,,,,,,0,2,0.000112
292728050,,,,,,,0,2,0.000112
96450418,,,,,,,0,2,0.000112
2811765535,,,,,,,0,2,0.000112
45010284,,,,,,,0,2,0.000112
128290965,,,,,,,0,2,0.000112
1088791968451313665,,,,,,,0,2,0.000112
268573963,,,,,,,26453.800865,2,0.000223
41089713,,,,,,,0,2,0.000112
55841183,,,,,,,0,2,0.000112
1419998048562909204,,,,,,,0,2,0.000112
2969192164,,,,,,,0,2,0.000112
1338252288,,,,,,,0,2,0.000112
887732866423173125,,,,,,,0,2,0.000112
39268708,,,,,,,0,2,0.000112
995530035892121601,,,,,,,0,2,0.000112
2694473137,,,,,,,0,2,0.000112
421830937,,,,,,,0,2,0.000112
1097531188338552832,,,,,,,0,2,0.000112
64514213,,,,,,,0,2,0.000112
67254536,,,,,,,0,2,0.000112
1191423138954981382,,,,,,,0,2,0.000112
244328935,,,,,,,0,2,0.000112
15782904,,,,,,,0,2,0.000112
147965270,,,,,,,0,2,0.000112
2944338467,,,,,,,0,2,0.000112
2314610138,,,,,,,0,2,0.000112
948669758903173120,,,,,,,0,2,0.000112
1026669691337498624,,,,,,,0,2,0.000112
825749016487010304,,,,,,,0,2,0.000112
951311587243110401,,,,,,,0,2,0.000112
636262914,,,,,,,0,2,0.000112
208540102,,,,,,,0,2,0.000112
1154381238985199618,,,,,,,0,2,0.000112
1253849257179824134,,,,,,,0,2,0.000112
2291905512,,,,,,,0,2,0.000112
68021572,,,,,,,0,2,0.000112
302984766,,,,,,,57033.37171,2,0.000447
4237648565,,,,,,,0,2,0.000112
46919079,,,,,,,47228.070163,2,0.000223
95046741,,,,,,,7498.018849,2,0.000223
1373991758,,,,,,,728234.198565,1,0.002457
1064324514513702912,,,,,,,9013.647642,2,0.000223
223579065,,,,,,,0,2,0.000112
159318355,,,,,,,0,2,0.000112
1251137320289525760,,,,,,,22711.362515,2,0.000223
1433805160208338945,,,,,,,7498.018849,2,0.000223
421263812,,,,,,,0,2,0.000112
994260608236376064,,,,,,,0,2,0.000112
564657538,,,,,,,0,2,0.000112
867807149279162372,,,,,,,0,2,0.000112
997651678554828800,,,,,,,0,2,0.000112
431193685,,,,,,,0,2,0.000112
1237643051214032896,,,,,,,0,2,0.000112
1548961394,,,,,,,0,2,0.000112
169670184,,,,,,,22711.362515,2,0.000223
1028355791143804929,,,,,,,0,2,0.000112
591459578,,,,,,,0,2,0.000112
1249464937,,,,,,,0,2,0.000112
339433652,,,,,,,0,2,0.000112
286723230,,,,,,,65904.267523,2,0.000558
15371526,,,,,,,51211.449528,2,0.000335
1343796672581816320,,,,,,,0,2,0.000112
826573520238948353,,,,,,,0,2,0.000112
1362676092516126722,,,,,,,0,2,0.000112
14415745,,,,,,,0,2,0.000112
233164948,,,,,,,0,2,0.000112
260884922,,,,,,,0,2,0.000112
233149098,,,,,,,0,2,0.000112
2912385932,,,,,,,0,2,0.000112
945090493641297921,,,,,,,0,2,0.000112
78706973,,,,,,,0,2,0.000112
15715743,,,,,,,0,2,0.000112
978320740708765696,,,,,,,0,2,0.000112
1205299704831119361,,,,,,,0,2,0.000112
1143424329264324609,,,,,,,0,2,0.000112
77247925,,,,,,,0,2,0.000112
62961725,,,,,,,0,2,0.000112
788187354771099652,,,,,,,0,2,0.000112
1293886338312187904,,,,,,,0,2,0.000112
18719308,,,,,,,0,2,0.000112
15480029,,,,,,,0,2,0.000112
248980568,,,,,,,0,2,0.000112
2184015885,,,,,,,0,2,0.000112
4396636233,,,,,,,0,2,0.000112
1340517896854904832,,,,,,,0,2,0.000112
790676320388845568,,,,,,,0,2,0.000112
557844674,,,,,,,0,2,0.000112
29651460,,,,,,,0,2,0.000112
1856200458,,,,,,,0,2,0.000112
46556129,,,,,,,0,2,0.000112
1040503837,,,,,,,0,2,0.000112
1368619130,,,,,,,0,2,0.000112
1390148574546219009,,,,,,,0,2,0.000112
403857659,,,,,,,0,2,0.000112
35692915,,,,,,,28225.318532,2,0.000335
4490072542,,,,,,,17799.995954,2,0.000223
1281041511782768646,,,,,,,0,2,0.000112
1229490959941017600,,,,,,,5276.075133,2,0.000223
242910254,,,,,,,0,2,0.000112
455786903,,,,,,,0,2,0.000112
1166086297754263552,,,,,,,0,2,0.000112
3024400694,,,,,,,0,2,0.000112
21986256,,,,,,,0,2,0.000112
750513752,,,,,,,0,2,0.000112
1100740076844302341,,,,,,,0,2,0.000112
30268206,,,,,,,0,2,0.000112
48415266,,,,,,,0,2,0.000112
484406001,,,,,,,0,18,0.000112
719181966436933632,,,,,,,0,18,0.000112
28462473,,,,,,,0,18,0.000112
2768042960,,,,,,,0,1,0.000112
287303720,,,,,,,16487.367871,1,0.000335
1201999184817094656,,,,,,,21677.984965,1,0.000223
1306136273782935553,,,,,,,63937.101657,1,0.000447
65208984,,,,,,,5933.571367,1,0.000223
395569923,,,,,,,0,1,0.000112
80442315,,,,,,,0,1,0.000112
460413702,,,,,,,0,1,0.000112
209845048,,,,,,,0,1,0.000112
365473506,,,,,,,0,1,0.000112
22446684,,,,,,,0,1,0.000112
28116153,,,,,,,0,1,0.000112
241651997,,,,,,,0,1,0.000112
947487287855558656,,,,,,,0,1,0.000112
1442495023694553093,,,,,,,0,1,0.000112
1304886376572375041,,,,,,,0,1,0.000112
63826204,,,,,,,62290.501032,2,0.000335
1326220290700029952,,,,,,,0,1,0.000112
800141669295222784,,,,,,,0,1,0.000112
468732172,,,,,,,0,1,0.000112
602854345,,,,,,,0,1,0.000112
198636992,,,,,,,0,1,0.000112
1150773939284652032,,,,,,,31278.619377,1,0.000447
896509288889430017,,,,,,,0,1,0.000112
702963029521076224,,,,,,,0,1,0.000112
30237079,,,,,,,0,1,0.000112
16369804,,,,,,,0,1,0.000112
2240074220,,,,,,,0,1,0.000112
113754405,,,,,,,36613.060224,2,0.000335
1103476860187369472,,,,,,,0,1,0.000112
563379279,,,,,,,0,1,0.000112
22733645,,,,,,,0,1,0.000112
18733144,,,,,,,0,1,0.000112
19607412,,,,,,,0,1,0.000112
249310990,,,,,,,0,1,0.000112
77851978,,,,,,,0,1,0.000112
1103117762120028160,,,,,,,0,1,0.000112
214213512,,,,,,,0,1,0.000112
810942036639645696,,,,,,,0,1,0.000112
308620789,,,,,,,0,1,0.000112
723309048582561792,,,,,,,0,1,0.000112
5968662,,,,,,,0,1,0.000112
1247907027650838528,,,,,,,0,1,0.000112
1382749548578234370,,,,,,,0,2,0.000112
2400409201,,,,,,,0,2,0.000112
2407372861,,,,,,,0,2,0.000112
386072477,,,,,,,0,2,0.000112
2640946469,,,,,,,0,2,0.000112
495159064,,,,,,,0,2,0.000112
1161649331214200834,,,,,,,0,2,0.000112
873624924711256064,,,,,,,0,2,0.000112
2830877802,,,,,,,0,2,0.000112
343627226,,,,,,,0,2,0.000112
17795257,,,,,,,0,2,0.000112
2174624728,,,,,,,0,2,0.000112
2904548296,,,,,,,0,2,0.000112
1438300010,,,,,,,0,2,0.000112
523351475,,,,,,,0,2,0.000112
305001163,,,,,,,0,2,0.000112
3305969806,,,,,,,0,2,0.000112
2219828840,,,,,,,0,2,0.000112
819279657187086336,,,,,,,0,2,0.000112
2803615777,,,,,,,0,2,0.000112
34560347,,,,,,,0,2,0.000112
15619857,,,,,,,0,2,0.000112
119609883,,,,,,,0,2,0.000112
60971504,,,,,,,0,2,0.000112
145757413,,,,,,,0,2,0.000112
437658020,,,,,,,0,2,0.000112
1384941248620990465,,,,,,,0,2,0.000112
343626865,,,,,,,0,2,0.000112
30089706,,,,,,,0,2,0.000112
566020335,,,,,,,0,2,0.000112
4800864314,,,,,,,0,2,0.000112
12933152,,,,,,,0,2,0.000112
1379486103707746306,,,,,,,0,2,0.000112
820394508,,,,,,,17688.044451,2,0.000223
342168708,,,,,,,0,2,0.000112
17874869,,,,,,,0,2,0.000112
741563432,,,,,,,49383.401989,2,0.000223
267941120,,,,,,,0,2,0.000112
1318231497174880259,,,,,,,0,2,0.000112
1380591152,,,,,,,0,2,0.000112
2306023107,,,,,,,0,2,0.000112
2440810478,,,,,,,0,2,0.000112
946126124,,,,,,,0,2,0.000223
237720914,,,,,,,0,2,0.000112
53066212,,,,,,,0,2,0.000112
102532798,,,,,,,0,2,0.000112
1397377294990258180,,,,,,,0,2,0.000112
461741892,,,,,,,0,2,0.000112
110460722,,,,,,,0,2,0.000112
1429513454491164676,,,,,,,0,2,0.000112
1382405059670081540,,,,,,,0,2,0.000112
1164864823882067968,,,,,,,29057.834459,2,0.000223
139261738,,,,,,,0,2,0.000112
900412752832978944,,,,,,,0,2,0.000112
1369385038664658954,,,,,,,0,2,0.000112
463433398,,,,,,,0,2,0.000112
1300849593358471170,,,,,,,0,2,0.000112
3372677836,,,,,,,0,2,0.000112
2651714172,,,,,,,0,2,0.000112
36488911,,,,,,,0,2,0.000112
1295281472224538625,,,,,,,0,2,0.000112
1120045145276198914,,,,,,,0,2,0.000112
462128118,,,,,,,0,2,0.000112
3254400099,,,,,,,0,2,0.000112
461027370,,,,,,,0,2,0.000112
351739406,,,,,,,0,2,0.000112
112548739,,,,,,,0,2,0.000112
1612782462,,,,,,,19516.344235,2,0.000335
1114536540586348551,,,,,,,0,2,0.000112
1098567360330502144,,,,,,,0,2,0.000112
563682660,,,,,,,0,2,0.000112
958043434568134656,,,,,,,0,2,0.000112
252073146,,,,,,,0,2,0.000112
354964895,,,,,,,0,2,0.000112
1279605491270733824,,,,,,,0,2,0.000112
277585663,,,,,,,0,2,0.000112
1253397325893873665,,,,,,,0,2,0.000112
885811180278661120,,,,,,,0,2,0.000112
1427044343005818885,,,,,,,0,2,0.000223
2434162616,,,,,,,1198768.934027,1,0.003686
558330112,,,,,,,0,2,0.000112
1207489601805455363,,,,,,,0,2,0.000112
1026468656195227649,,,,,,,0,2,0.000112
1139932775388049414,,,,,,,0,2,0.000112
48457183,,,,,,,0,2,0.000112
250414494,,,,,,,69751.254005,2,0.000335
1123047281618505729,,,,,,,0,2,0.000112
2165369432,,,,,,,0,2,0.000223
705142279728664576,,,,,,,0,2,0.000112
2764314803,,,,,,,0,2,0.000112
624619918,,,,,,,0,2,0.000112
1228018552428466176,,,,,,,0,2,0.000112
965262703,,,,,,,0,2,0.000112
1274006014019481600,,,,,,,0,2,0.000112
1240213307908390912,,,,,,,0,2,0.000112
127369948,,,,,,,0,2,0.000112
19602163,,,,,,,0,2,0.000112
22116705,,,,,,,0,2,0.000112
264488661,,,,,,,0,2,0.000112
4752522058,,,,,,,0,2,0.000112
39822897,,,,,,,0,2,0.000112
68279581,,,,,,,0,2,0.000112
1158232790934048768,,,,,,,0,2,0.000112
42203,,,,,,,0,2,0.000112
88036806,,,,,,,0,2,0.000112
1050404170195333121,,,,,,,0,2,0.000112
2193211639,,,,,,,0,2,0.000112
1051514280749752321,,,,,,,14416.874364,2,0.000223
1663428859,,,,,,,87863.823485,2,0.000558
1016486686958739457,,,,,,,0,2,0.000112
1419756165055975441,,,,,,,0,2,0.000112
1351940525633400834,,,,,,,0,2,0.000112
575698060,,,,,,,0,2,0.000112
608694463,,,,,,,0,2,0.000112
378602976,,,,,,,0,2,0.000112
15022678,,,,,,,0,2,0.000112
10475892,,,,,,,0,2,0.000112
2887544220,,,,,,,0,2,0.000112
1293510025680478208,,,,,,,65401.930127,3,0.000223
838066498782519298,,,,,,,0,2,0.000112
107900713,,,,,,,96398.629338,2,0.000335
20098677,,,,,,,0,2,0.000112
21508112,,,,,,,0,2,0.000112
877347579180220417,,,,,,,34907.744872,2,0.000223
874599972,,,,,,,0,2,0.000112
3492639915,,,,,,,0,2,0.000112
2437928781,,,,,,,22948.186775,1,0.000223
998962971517898754,,,,,,,0,2,0.000112
129849617,,,,,,,0,2,0.000112
912657193941553153,,,,,,,0,2,0.000112
141266091,,,,,,,0,2,0.000112
24805185,,,,,,,0,2,0.000112
279195976,,,,,,,0,2,0.000112
744559800877342730,,,,,,,0,2,0.000112
2456090006,,,,,,,0,2,0.000112
19853321,,,,,,,6232.599209,2,0.000223
1162020975187288064,,,,,,,0,2,0.000223
228977093,,,,,,,0,2,0.000112
217610069,,,,,,,0,2,0.000112
274633701,,,,,,,0,2,0.000112
2159143291,,,,,,,0,2,0.000112
26593129,,,,,,,0,2,0.000112
56134750,,,,,,,0,2,0.000112
92864186,,,,,,,0,2,0.000112
1362218598849208320,,,,,,,0,2,0.000112
2271466230,,,,,,,0,2,0.000112
865566329247608832,,,,,,,0,2,0.000112
40537685,,,,,,,0,2,0.000112
2459208067,,,,,,,0,2,0.000112
1227171998356443136,,,,,,,0,2,0.000112
803502925209178112,,,,,,,0,2,0.000112
27371671,,,,,,,0,2,0.000112
1377425540,,,,,,,0,2,0.000112
92905504,,,,,,,0,2,0.000112
1356397585179828229,,,,,,,0,2,0.000112
351013017,,,,,,,0,2,0.000112
300629341,,,,,,,0,2,0.000112
1364756283186905089,,,,,,,0,2,0.000112
1643827760,,,,,,,0,2,0.000112
221355278,,,,,,,0,2,0.000112
1389668038593634306,,,,,,,0,2,0.000112
281587128,,,,,,,19516.344235,2,0.000335
36111440,,,,,,,0,2,0.000112
2555669810,,,,,,,0,2,0.000112
119818129,,,,,,,0,2,0.000112
1390184486,,,,,,,0,2,0.000112
