Source,Target,Type,Id,Label,timeset,Weight
1385933370090209280,158095776,Directed,98828,,,1
1416535505454338050,158095776,Directed,98829,,,8
544695802,158095776,Directed,98832,,,1
716257068538327040,158095776,Directed,98833,,,1
258170457,158095776,Directed,98834,,,1
2817389862,158095776,Directed,98836,,,1
822476228548403200,158095776,Directed,98837,,,1
2353730881,158095776,Directed,98838,,,1
921026239808208896,158095776,Directed,98839,,,1
720934098223542272,158095776,Directed,98840,,,1
2922779039,158095776,Directed,98841,,,1
552891173,158095776,Directed,98842,,,1
982496635,158095776,Directed,98843,,,1
1433403537329819654,158095776,Directed,98844,,,1
1175052073605353473,158095776,Directed,98845,,,1
2784661153,158095776,Directed,98846,,,1
102887506,18681111,Directed,98847,,,1
952980338745147394,18681111,Directed,98848,,,1
1438871779779530755,18681111,Directed,98849,,,1
46975259,18681111,Directed,98850,,,1
1157395568135557120,18681111,Directed,98851,,,1
563064119,18681111,Directed,98852,,,1
979827806023618560,18681111,Directed,98853,,,2
18308257,18681111,Directed,98854,,,1
846667915,18681111,Directed,98856,,,1
258916078,18681111,Directed,98857,,,1
1138564320390836224,18681111,Directed,98858,,,1
17912334,18681111,Directed,98859,,,1
2821464243,18681111,Directed,98860,,,2
928790819145842688,18681111,Directed,98861,,,1
753638148958216192,18681111,Directed,98862,,,1
2256955027,18681111,Directed,98863,,,1
1185936230393024512,18681111,Directed,98864,,,2
3021899490,18681111,Directed,98865,,,1
13880132,18681111,Directed,98867,,,2
960624707820113920,18681111,Directed,98868,,,1
52003137,18681111,Directed,98869,,,1
1887595058,18681111,Directed,98870,,,1
331864347,18681111,Directed,98871,,,1
961514730,18681111,Directed,98872,,,1
70750793,18681111,Directed,98873,,,1
155629527,18681111,Directed,98875,,,1
1161351506983038976,18681111,Directed,98876,,,1
766360387,18681111,Directed,98877,,,1
150270263,18681111,Directed,98878,,,1
38471212,18681111,Directed,98879,,,1
83153695,18681111,Directed,98880,,,1
118937966,18681111,Directed,98881,,,1
871189841186357248,18681111,Directed,98882,,,1
293403080,18681111,Directed,98883,,,1
629539554,18681111,Directed,98884,,,1
1104422828,18681111,Directed,98885,,,1
602083976,18681111,Directed,98886,,,1
1311896805920043009,18681111,Directed,98887,,,1
1318741345905922048,18681111,Directed,98888,,,1
25314619,18681111,Directed,98890,,,1
104300984,18681111,Directed,98891,,,1
15702055,18681111,Directed,98892,,,1
1153463878195589125,18681111,Directed,98893,,,1
15633240,18681111,Directed,98894,,,1
14991184,18681111,Directed,98895,,,1
1242522201770856449,18681111,Directed,98896,,,1
1440522413687521295,106524304,Directed,98897,,,1
1292608204845834241,106524304,Directed,98898,,,1
1446846657551683588,106524304,Directed,98899,,,1
1389700907697270787,106524304,Directed,98900,,,1
1445880242707570691,106524304,Directed,98901,,,2
1545912997,106524304,Directed,98902,,,1
831084798621782016,106524304,Directed,98903,,,1
55976571,106524304,Directed,98904,,,1
305401065,106524304,Directed,98905,,,1
704798725747531776,106524304,Directed,98906,,,2
4744498950,106524304,Directed,98907,,,1
766759351973404672,106524304,Directed,98908,,,2
47781573,106524304,Directed,98909,,,1
994077337,106524304,Directed,98910,,,3
14055736,106524304,Directed,98911,,,1
