Source,Target,Type,Id,Label,timeset,Weight
4719872722,16279532,Directed,77745,,,1
4966041,16279532,Directed,77746,,,1
356406495,16279532,Directed,77747,,,1
17389318,16279532,Directed,77748,,,2
111106446,16279532,Directed,77749,,,1
4787630420,16279532,Directed,77750,,,1
2874749056,16279532,Directed,77751,,,1
105490406,16279532,Directed,77753,,,1
622800082,16279532,Directed,77754,,,1
394245906,16279532,Directed,77757,,,1
17721863,216469057,Directed,77758,,,2
2975160689,216469057,Directed,77759,,,1
134876261,216469057,Directed,77760,,,1
2693735376,216469057,Directed,77761,,,1
599677550,1342125115383939073,Directed,77763,,,2
280064371,1342125115383939073,Directed,77764,,,2
215423949,1342125115383939073,Directed,77765,,,3
1251518605600206850,1342125115383939073,Directed,77766,,,5
261772246,1342125115383939073,Directed,77767,,,1
733455468,1342125115383939073,Directed,77768,,,1
557289715,1342125115383939073,Directed,77769,,,4
1032849138,1342125115383939073,Directed,77771,,,1
1014015888,1342125115383939073,Directed,77772,,,1
134876261,1342125115383939073,Directed,77773,,,4
290683608,1342125115383939073,Directed,77774,,,1
1106253079983390721,1342125115383939073,Directed,77775,,,1
54034509,1342125115383939073,Directed,77777,,,1
71444847,1342125115383939073,Directed,77778,,,1
105975090,1342125115383939073,Directed,77779,,,3
792139214,1342125115383939073,Directed,77780,,,2
1423390095562915849,1342125115383939073,Directed,77781,,,1
2377760095,1342125115383939073,Directed,77782,,,3
227101581,1342125115383939073,Directed,77783,,,1
122144451,1342125115383939073,Directed,77784,,,3
1439240496921161733,1342125115383939073,Directed,77785,,,1
161552398,1342125115383939073,Directed,77786,,,1
982359026410209280,1342125115383939073,Directed,77787,,,1
92821882,1342125115383939073,Directed,77788,,,5
66446686,1342125115383939073,Directed,77789,,,1
2693735376,1342125115383939073,Directed,77790,,,7
1279885961841819649,1342125115383939073,Directed,77791,,,4
1342125115383939073,1342125115383939073,Directed,77792,,,2
776856139,1342125115383939073,Directed,77794,,,3
243903847,1342125115383939073,Directed,77795,,,1
17721863,1342125115383939073,Directed,77796,,,2
2305376845,1342125115383939073,Directed,77797,,,1
455900881,1342125115383939073,Directed,77798,,,2
2530008414,1342125115383939073,Directed,77800,,,1
97904065,1342125115383939073,Directed,77801,,,5
708387548859604992,1342125115383939073,Directed,77802,,,2
1707025764,1342125115383939073,Directed,77803,,,1
917184736501657600,1342125115383939073,Directed,77804,,,3
1222668550080475136,1342125115383939073,Directed,77805,,,2
131317072,1342125115383939073,Directed,77806,,,1
2400000572,1342125115383939073,Directed,77807,,,4
139712323,1342125115383939073,Directed,77810,,,1
195049872,1342125115383939073,Directed,77811,,,4
831073214,1342125115383939073,Directed,77812,,,1
2801095093,1342125115383939073,Directed,77815,,,5
750460751240888324,1342125115383939073,Directed,77817,,,1
3379976578,1342125115383939073,Directed,77820,,,2
562762571,1342125115383939073,Directed,77821,,,1
1055761939,1342125115383939073,Directed,77823,,,2
1342848846,1342125115383939073,Directed,77825,,,2
156487702,1342125115383939073,Directed,77827,,,2
190516402,1342125115383939073,Directed,77829,,,1
280223998,1342125115383939073,Directed,77830,,,1
154915250,1342125115383939073,Directed,77831,,,1
896911058459340800,1342125115383939073,Directed,77832,,,2
172889446,1342125115383939073,Directed,77833,,,1
956294047966081025,1342125115383939073,Directed,77834,,,1
25371142,1342125115383939073,Directed,77835,,,1
298558514,1342125115383939073,Directed,77837,,,1
2369459569,1342125115383939073,Directed,77838,,,3
132191779,1342125115383939073,Directed,77842,,,2
16213179,1342125115383939073,Directed,77844,,,1
947989309239545857,1342125115383939073,Directed,77846,,,1
746307966,1342125115383939073,Directed,77847,,,2
72950055,1342125115383939073,Directed,77848,,,1
1543396879,1342125115383939073,Directed,77849,,,1
768392971,1342125115383939073,Directed,77851,,,1
182401775,1342125115383939073,Directed,77852,,,2
1066847336050147329,1342125115383939073,Directed,77853,,,1
1383459804962639884,1342125115383939073,Directed,77855,,,1
1090055713462865925,1342125115383939073,Directed,77856,,,1
2975160689,1342125115383939073,Directed,77857,,,2
552741734,1342125115383939073,Directed,77860,,,2
1440532151582134272,1342125115383939073,Directed,77863,,,1
242506295,1342125115383939073,Directed,77864,,,2
799272060,1342125115383939073,Directed,77865,,,1
2370756440,1342125115383939073,Directed,77867,,,1
165100373,1342125115383939073,Directed,77868,,,2
1353619250838183938,1342125115383939073,Directed,77869,,,1
1518121218,1342125115383939073,Directed,77870,,,1
1135278580689190912,1342125115383939073,Directed,77871,,,1
129863114,1342125115383939073,Directed,77874,,,2
1188166700,1342125115383939073,Directed,77876,,,1
1297264439662608384,1342125115383939073,Directed,77877,,,1
89319056,1342125115383939073,Directed,77878,,,1
996200380013916160,1342125115383939073,Directed,77879,,,1
1288862425861836801,1342125115383939073,Directed,77880,,,1
1425866189780160514,1342125115383939073,Directed,77883,,,1
271136094,1342125115383939073,Directed,77886,,,1
998328097,1342125115383939073,Directed,77888,,,2
479088229,1342125115383939073,Directed,77889,,,5
568429780,1342125115383939073,Directed,77890,,,2
1426965765744439300,1342125115383939073,Directed,77900,,,1
583364739,1342125115383939073,Directed,77901,,,1
4104867797,1342125115383939073,Directed,77904,,,1
4834905915,1342125115383939073,Directed,77908,,,1
1106771831837675521,1342125115383939073,Directed,77914,,,1
190410219,1342125115383939073,Directed,77915,,,1
525719842,1342125115383939073,Directed,77916,,,1
578590553,1342125115383939073,Directed,77917,,,1
1212150302788345857,1342125115383939073,Directed,77918,,,1
2363571329,1342125115383939073,Directed,77920,,,2
763991641,1342125115383939073,Directed,77921,,,1
4329149122,1342125115383939073,Directed,77924,,,1
1009785173011988480,1342125115383939073,Directed,77925,,,1
281121545,1342125115383939073,Directed,77926,,,1
257179344,1342125115383939073,Directed,77927,,,1
3578717895,1342125115383939073,Directed,77928,,,1
559023147,1342125115383939073,Directed,77935,,,1
197607704,1342125115383939073,Directed,77936,,,1
2363048184,1342125115383939073,Directed,77937,,,1
838440724408516608,1342125115383939073,Directed,77938,,,1
1280337364993429504,1342125115383939073,Directed,77939,,,2
580978766,1342125115383939073,Directed,77941,,,1
4623339465,1342125115383939073,Directed,77947,,,1
598641595,1342125115383939073,Directed,77955,,,1
2375671734,1342125115383939073,Directed,77956,,,1
1109136672917209091,1342125115383939073,Directed,77957,,,1
446272806,1342125115383939073,Directed,77958,,,1
1251518605600206850,273262205,Directed,77962,,,2
280064371,273262205,Directed,77963,,,2
2377760095,273262205,Directed,77964,,,1
110475311,273262205,Directed,77965,,,2
578590553,273262205,Directed,77966,,,4
29829354,273262205,Directed,77967,,,2
1417147821472501764,273262205,Directed,77968,,,1
1009785173011988480,273262205,Directed,77969,,,3
97904065,273262205,Directed,77970,,,2
4834905915,273262205,Directed,77971,,,1
1342125115383939073,273262205,Directed,77972,,,1
765177124730929152,273262205,Directed,77973,,,2
2854830300,273262205,Directed,77975,,,1
262305830,273262205,Directed,77976,,,1
1352699133379883008,273262205,Directed,77977,,,1
596787864,273262205,Directed,77980,,,1
1423390095562915849,273262205,Directed,77981,,,2
122144451,273262205,Directed,77982,,,2
2801095093,273262205,Directed,77983,,,3
2693735376,273262205,Directed,77984,,,4
599677550,273262205,Directed,77985,,,1
1707025764,273262205,Directed,77987,,,1
23713344,273262205,Directed,77989,,,1
4835935229,273262205,Directed,77990,,,1
195049872,273262205,Directed,77992,,,1
600234980,273262205,Directed,77993,,,1
998328097,273262205,Directed,77994,,,1
2975160689,273262205,Directed,77996,,,2
215423949,273262205,Directed,77997,,,1
132191779,273262205,Directed,78000,,,3
2797134487,273262205,Directed,78001,,,1
257530658,273262205,Directed,78002,,,1
1165944978,273262205,Directed,78003,,,1
583543380,273262205,Directed,78004,,,1
154915250,273262205,Directed,78006,,,1
585989171,273262205,Directed,78007,,,1
129863114,273262205,Directed,78008,,,1
557289715,273262205,Directed,78009,,,1
1433606604218408963,273262205,Directed,78010,,,1
2323834254,273262205,Directed,78011,,,1
139712323,273262205,Directed,78012,,,1
236490334,273262205,Directed,78013,,,1
1319082870498091008,273262205,Directed,78014,,,1
375766773,273262205,Directed,78016,,,1
1053324714427465728,273262205,Directed,78017,,,1
1076825961688125441,273262205,Directed,78019,,,1
1425866189780160514,273262205,Directed,78021,,,1
708387548859604992,273262205,Directed,78025,,,1
229289841,273262205,Directed,78026,,,1
300211451,273262205,Directed,78028,,,1
134876261,273262205,Directed,78029,,,1
1917216540,273262205,Directed,78030,,,1
1310206245631078400,273262205,Directed,78033,,,1
115587493,273262205,Directed,78034,,,1
92821882,273262205,Directed,78035,,,1
228354250,273262205,Directed,78038,,,1
891422779,3234862179,Directed,78039,,,1
3578717895,3234862179,Directed,78040,,,4
2797134487,3234862179,Directed,78041,,,1
1009785173011988480,3234862179,Directed,78042,,,4
1078434428,3234862179,Directed,78043,,,1
97904065,3234862179,Directed,78044,,,1
280064371,3234862179,Directed,78047,,,1
105975090,3234862179,Directed,78048,,,2
2801095093,3234862179,Directed,78049,,,2
2693735376,3234862179,Directed,78050,,,3
1423390095562915849,3234862179,Directed,78051,,,1
