Id,ev_centrality
895590923119329280,1.4428873654204858e-19
1234968032734216193,1.4428873654204858e-19
952980338745147394,1.4428873654204858e-19
1379806189840662531,1.4428873654204858e-19
341180420,1.4428873654204858e-19
917850076537552901,1.4428873654204858e-19
1313212802799206406,1.4428873654204858e-19
872885192590884865,1.4428873654204858e-19
1378797390275182600,1.4428873654204858e-19
1308400921496387593,1.4428873654204858e-19
295829514,1.4428873654204858e-19
1134248217472843787,1.4428873654204858e-19
828014604,1.4428873654204858e-19
1044778781230039042,1.4428873654204858e-19
1243888276123025423,1.4428873654204858e-19
918152297544380417,1.4428873654204858e-19
83874078,1.4428873654204858e-19
715394299207090179,1.4428873654204858e-19
4909203478,1.4428873654204858e-19
59473944,1.4428873654204858e-19
787728000041254916,1.4428873654204858e-19
1400950427491897345,1.4428873654204858e-19
447637089,1.4428873654204858e-19
4114137119,1.4428873654204858e-19
932785949712384000,1.4428873654204858e-19
154271777,1.4428873654204858e-19
2344419362,2.181789985252309e-15
380977188,1.4428873654204858e-19
1126279695400566790,1.4428873654204858e-19
963133478,1.4428873654204858e-19
1444782842907553794,1.4428873654204858e-19
1332164996592066561,1.4428873654204858e-19
1310570163033513991,1.4428873654204858e-19
21889071,1.4428873654204858e-19
1317288189439115272,1.4428873654204858e-19
1115838887623122954,1.4428873654204858e-19
322879541,1.4428873654204858e-19
1426738406827114505,1.4428873654204858e-19
97751783,1.4428873654204858e-19
1398407226,1.4428873654204858e-19
141787195,1.4428873654204858e-19
289406986,1.4428873654204858e-19
285622334,1.4428873654204858e-19
4101062721,1.4428873654204858e-19
1354830949494751244,1.4428873654204858e-19
3012034634,1.4428873654204858e-19
2848325709,1.4428873654204858e-19
480837710,1.4428873654204858e-19
33456207,1.4428873654204858e-19
3345858640,1.4428873654204858e-19
39895121,1.4428873654204858e-19
1105714115065139203,1.4428873654204858e-19
297986745,1.4428873654204858e-19
355032977,1.4428873654204858e-19
297074777,1.4428873654204858e-19
889421222613626880,1.4428873654204858e-19
56016987,1.4428873654204858e-19
1293199610178080775,1.4428873654204858e-19
3584557152,1.4428873654204858e-19
56164450,1.4428873654204858e-19
759765322782150656,1.4428873654204858e-19
169670184,1.4428873654204858e-19
26181736,1.4428873654204858e-19
284131433,1.4428873654204858e-19
1028871362499305473,1.4428873654204858e-19
225067116,1.4428873654204858e-19
2339733614,1.4428873654204858e-19
52445295,1.4428873654204858e-19
246825072,1.4428873654204858e-19
451297395,1.4428873654204858e-19
365035637,1.4428873654204858e-19
441434232,1.4428873654204858e-19
1261311256151183362,1.4428873654204858e-19
455900881,1.4428873654204858e-19
2345353339,1.4428873654204858e-19
2687762558,1.4428873654204858e-19
994295935,1.4428873654204858e-19
2341257349,1.4428873654204858e-19
719223022813450240,1.4428873654204858e-19
73154696,1.4428873654204858e-19
170377354,2.5394817631400536e-17
371490958,1.4428873654204858e-19
349980521,1.4428873654204858e-19
290747434,1.4428873654204858e-19
3371630740,1.4428873654204858e-19
292044950,1.4428873654204858e-19
1083319531198603264,1.4428873654204858e-19
18579611,1.4428873654204858e-19
3129501,1.4428873654204858e-19
2648719520,1.4428873654204858e-19
755230154696208384,1.4428873654204858e-19
1213189717425917953,1.4428873654204858e-19
1171095411307753472,1.4428873654204858e-19
2369459569,1.4428873654204858e-19
1382793386,1.4428873654204858e-19
3382673579,1.4428873654204858e-19
108413104,7.084576964214601e-17
85688497,1.4428873654204858e-19
14352562,1.4428873654204858e-19
4768334003,1.4428873654204858e-19
1529643188,1.4428873654204858e-19
4922698441,1.4428873654204858e-19
2584515956,1.4428873654204858e-19
273465530,1.4428873654204858e-19
774316063,1.4428873654204858e-19
1388522541858254851,1.4428873654204858e-19
67254536,1.4428873654204858e-19
248568868,1.4428873654204858e-19
932338860440162306,1.4428873654204858e-19
961134787,1.4428873654204858e-19
32948422,1.4428873654204858e-19
4395821867,1.4428873654204858e-19
16083660,1.4428873654204858e-19
1177551303725240322,1.4428873654204858e-19
285196322,1.4428873654204858e-19
1431077072,1.4428873654204858e-19
1443218100824985600,1.4428873654204858e-19
137527508,1.4428873654204858e-19
53772503,1.4428873654204858e-19
987742428,1.4428873654204858e-19
2239987934,1.4428873654204858e-19
77283552,1.4428873654204858e-19
263684321,1.4428873654204858e-19
392380645,1.4428873654204858e-19
31525585,1.4428873654204858e-19
17105128,1.4428873654204858e-19
846461799037751296,1.4428873654204858e-19
1413615091224924164,1.4428873654204858e-19
121651443,1.4428873654204858e-19
246,1.4428873654204858e-19
2193211639,1.4428873654204858e-19
2363048184,1.4428873654204858e-19
1374005511495028737,1.4428873654204858e-19
233210108,1.4428873654204858e-19
433586429,1.4428873654204858e-19
544080126,1.4428873654204858e-19
1305607384358727680,1.4428873654204858e-19
422043691,1.4428873654204858e-19
636649732,1.4428873654204858e-19
1337443412220342272,1.4428873654204858e-19
12599562,1.4428873654204858e-19
372359435,1.4428873654204858e-19
3242606862,9.609629853700412e-17
1414050885999595522,1.4428873654204858e-19
294650131,1.4428873654204858e-19
1166086297754263552,1.4428873654204858e-19
197607704,1.4428873654204858e-19
314032410,1.4428873654204858e-19
292667439,1.4428873654204858e-19
126075164,1.4428873654204858e-19
1173487902,1.4428873654204858e-19
256360738,3.0820074125381786e-16
319717668,1.4428873654204858e-19
113754405,1.4428873654204858e-19
963792240232488961,1.4428873654204858e-19
69233373,1.4428873654204858e-19
3434791216,1.4428873654204858e-19
47022386,1.4428873654204858e-19
66371891,1.4428873654204858e-19
1178019071821877250,1.4428873654204858e-19
47956279,1.4428873654204858e-19
2709029176,1.4428873654204858e-19
726839398373838848,1.4428873654204858e-19
1439990076,1.4428873654204858e-19
993940874,1.4428873654204858e-19
52003137,1.4428873654204858e-19
1005899772916477952,1.4428873654204858e-19
58627467,1.4428873654204858e-19
1962787141,1.4428873654204858e-19
161562952,1.4428873654204858e-19
1057957664641167360,1.4428873654204858e-19
248103244,1.4428873654204858e-19
126353742,1.4428873654204858e-19
2555150671,1.4428873654204858e-19
2353185104,1.4428873654204858e-19
159318355,1.4428873654204858e-19
1161773396,1.4428873654204858e-19
160710998,1.4428873654204858e-19
922963142300143616,1.4428873654204858e-19
29839691,1.4428873654204858e-19
931397016,1.4428873654204858e-19
3025820980,1.4428873654204858e-19
316571998,1.4428873654204858e-19
156025186,1.4428873654204858e-19
516604259,1.4428873654204858e-19
323895654,1.4428873654204858e-19
1354514791,1.4428873654204858e-19
1051813561,1.4428873654204858e-19
360677740,3.637519048225062e-16
1541636461,1.4428873654204858e-19
1198658332073938944,1.4428873654204858e-19
4850122813,1.4428873654204858e-19
486703473,1.4428873654204858e-19
1224753522,1.4428873654204858e-19
89309555,1.4428873654204858e-19
252150132,1.4428873654204858e-19
1490829685,1.4428873654204858e-19
1009785173011988480,1.4428873654204858e-19
964952442,1.4428873654204858e-19
746307966,1.4428873654204858e-19
1358458046226202624,1.4428873654204858e-19
1304621913231286272,1.4428873654204858e-19
38584709,1.4428873654204858e-19
1269643480537509888,1.4428873654204858e-19
96027015,1.4428873654204858e-19
3142877576,1.4428873654204858e-19
2751371782,1.4428873654204858e-19
16220555,4.294032799491365e-16
32235586,1.4428873654204858e-19
385008014,1.4428873654204858e-19
708739471,1.4428873654204858e-19
893479800,1.4428873654204858e-19
212484497,1.4428873654204858e-19
4230168979,1.4428873654204858e-19
224723351,1.4428873654204858e-19
1251518605600206850,1.4428873654204858e-19
353239455,1.4428873654204858e-19
59916705,1.4428873654204858e-19
433488291,1.4428873654204858e-19
24019364,1.4428873654204858e-19
1383547956842795011,1.4428873654204858e-19
1168192787990425600,1.4428873654204858e-19
1223950760,1.4428873654204858e-19
123519401,1.4428873654204858e-19
1040023858705850369,1.4428873654204858e-19
396149168,1.4428873654204858e-19
1311277489,1.4428873654204858e-19
1048950719636590592,1.4428873654204858e-19
18940341,1.4428873654204858e-19
104300984,1.4428873654204858e-19
2375303610,1.4428873654204858e-19
25703839,1.4428873654204858e-19
102629820,1.4428873654204858e-19
1236419006,1.4428873654204858e-19
1147137986431258624,1.4428873654204858e-19
894740180942204930,1.4428873654204858e-19
24707528,1.4428873654204858e-19
3666395597,1.4428873654204858e-19
1645101518,1.4428873654204858e-19
54034509,1.4428873654204858e-19
859029968,1.4428873654204858e-19
1020805591,1.4428873654204858e-19
4600725976,1.4428873654204858e-19
914701376906600449,1.4428873654204858e-19
956645852,1.4428873654204858e-19
487686623,1.4428873654204858e-19
421151200,1.4428873654204858e-19
1069734050301128705,1.4428873654204858e-19
17875426,1.4428873654204858e-19
60058363,1.4428873654204858e-19
2996830695,1.4428873654204858e-19
43745768,1.4428873654204858e-19
44171755,1.4428873654204858e-19
34947566,1.4428873654204858e-19
38100599,4.5595240747287354e-17
2238104048,1.4428873654204858e-19
4185881038,1.4428873654204858e-19
235274745,1.4428873654204858e-19
1085244786897027072,1.4428873654204858e-19
212468225,1.4428873654204858e-19
601555458,1.4428873654204858e-19
937525764,1.4428873654204858e-19
46563847,1.4428873654204858e-19
2357019144,1.4428873654204858e-19
408368556,1.4428873654204858e-19
60916234,2.5394817631400536e-17
1727398412,1.4428873654204858e-19
3306930701,1.4428873654204858e-19
36422158,1.4428873654204858e-19
1268141213112324096,1.4428873654204858e-19
282378768,1.4428873654204858e-19
338501720,1.4428873654204858e-19
86344211,1.4428873654204858e-19
329810452,1.4428873654204858e-19
1197389912821116929,1.4428873654204858e-19
947948729390321670,1.4428873654204858e-19
17760794,1.4428873654204858e-19
1623029167,1.4428873654204858e-19
1164864823882067968,1.4428873654204858e-19
82149920,1.4428873654204858e-19
772948513,1.4428873654204858e-19
1395573282,1.4428873654204858e-19
2889433635,1.4428873654204858e-19
1320493045394116611,1.4428873654204858e-19
2960425510,1.4428873654204858e-19
1117606113535516672,1.4428873654204858e-19
2281488937,1.4428873654204858e-19
154419754,1.4428873654204858e-19
934429230,1.4428873654204858e-19
4396958260,1.4428873654204858e-19
1185990712132812800,1.4428873654204858e-19
293880381,1.4428873654204858e-19
3677313497,1.4428873654204858e-19
815428708144218112,1.4428873654204858e-19
18776647,1.4428873654204858e-19
1081375274472591361,1.4428873654204858e-19
3096625250,1.4428873654204858e-19
38499453,1.4428873654204858e-19
1445882748585930752,1.4428873654204858e-19
2293400150,1.4428873654204858e-19
2258425273,1.4428873654204858e-19
2909602393,1.4428873654204858e-19
22446684,1.4428873654204858e-19
1213809900435857408,1.4428873654204858e-19
278528608,1.4428873654204858e-19
92572432,1.4428873654204858e-19
2727310657,1.4428873654204858e-19
1140855548180672512,1.4428873654204858e-19
1206937082616303617,1.4428873654204858e-19
1339327325578678272,1.4428873654204858e-19
534561391,1.4428873654204858e-19
765307237153775616,1.4428873654204858e-19
238747752,1.4428873654204858e-19
1113358962,1.4428873654204858e-19
2915954031,1.4428873654204858e-19
1131206711296045058,1.4428873654204858e-19
213140093,1.4428873654204858e-19
1009255038,1.4428873654204858e-19
198636992,1.4428873654204858e-19
222249603,1.4428873654204858e-19
1124423281765797888,1.4428873654204858e-19
3153084524,1.4428873654204858e-19
439206539,1.4428873654204858e-19
1321710295245447169,1.4428873654204858e-19
184861330,1.4428873654204858e-19
851489485166706689,1.4428873654204858e-19
62292631,1.4428873654204858e-19
65208984,1.4428873654204858e-19
1120085915710263297,1.4428873654204858e-19
1434265814325202944,1.4428873654204858e-19
54837922,1.4428873654204858e-19
1176536298179284993,1.4428873654204858e-19
1545912997,1.4428873654204858e-19
834935510321680385,1.4428873654204858e-19
1031340716,1.4428873654204858e-19
15352498,1.4428873654204858e-19
15579178,1.4428873654204858e-19
516915897,1.4428873654204858e-19
713440963054735364,1.4428873654204858e-19
1166197440,1.4428873654204858e-19
403857659,1.4428873654204858e-19
1433104422830100482,1.4428873654204858e-19
407372483,1.4428873654204858e-19
1339579267965997057,1.4428873654204858e-19
1432592905055653889,1.4428873654204858e-19
1270383308,1.4428873654204858e-19
2253996751,1.4428873654204858e-19
1262580922479570944,1.4428873654204858e-19
16564344,1.4428873654204858e-19
2459730643,1.4428873654204858e-19
839668692866723840,1.4428873654204858e-19
501994958,1.4428873654204858e-19
242533078,1.4428873654204858e-19
361939671,1.4428873654204858e-19
623936216,1.4428873654204858e-19
23489591,1.4428873654204858e-19
3314500315,1.4428873654204858e-19
127369948,1.4428873654204858e-19
6013662,1.4428873654204858e-19
735291795764957186,1.4428873654204858e-19
1376678992736964611,1.4428873654204858e-19
629539554,1.4428873654204858e-19
19087483,1.4428873654204858e-19
